NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Unnamed: 10,Unnamed: 11,Historical_Bronze,Historical_Gold,Historical_No_Medal,Historical_Silver
PUR,Basketball,0,0,24,0,0,0.0,0,0.063415359,,,0,0,144,0
PUR,Boxing,0,0,2,0,0,0.0,0,0.488320933,,,5,0,86,1
PUR,Diving,0,0,1,0,0,0.0,0,0.00886768,,,0,0,16,0
PUR,Golf,0,0,1,0,0,0.0,0,0.008574763,,,0,0,3,0
PUR,Judo,0,0,2,0,0,0.0,0,0.018845177,,,0,0,41,0
PUR,Sailing,0,0,1,0,0,0.0,0,0.018363099,,,0,0,45,0
PUR,Shooting,0,0,2,0,0,0.0,0,0.024167922,,,0,0,64,0
PUR,Skateboarding,0,0,1,0,0,0.0,0,0.025070572,,,0,0,3,0
PUR,Swimming,0,0,3,0,0,0.002250696,0,0.06785109,,,0,0,192,0
PUR,Table Tennis,0,0,3,0,0,0.0,0,0.00504465,,,0,0,8,0
PUR,Wrestling,1,0,3,0,1,0.0,0,0.437735773,,,1,0,29,1
QAT,Athletics,1,0,6,0,1,0.08395059,0,0.606144172,,,3,1,105,1
QAT,Beach Volleyball,0,0,2,0,0,0.159962156,0,0.311500859,,,2,0,4,0
QAT,Shooting,0,0,2,0,0,0.0,0,0.0,,,1,0,20,0
QAT,Swimming,0,0,1,0,0,0.002248224,0,0.013269922,,,0,0,10,0
QAT,Weightlifting,0,0,1,0,0,0.080581957,0,0.433425117,,,1,1,5,0
ROU,Archery,0,0,1,0,0,0.0,0,0.002195283,,,0,0,7,0
ROU,Artistic Gymnastics,1,0,34,0,1,0.004486578,0,0.022200216,,,1,0,41,0
ROU,Athletics,0,0,12,0,0,0.0,0,0.161691126,,,10,11,311,14
ROU,Boxing,0,0,1,0,0,0.0,0,0.136961869,,,15,1,93,9
ROU,Canoe Sprint,0,0,3,0,0,0.002250696,0,0.008294457,,,0,0,7,0
ROU,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.012511162,,,0,0,2,0
ROU,Fencing,0,0,1,0,0,0.086140832,0,0.18179531,,,26,7,266,15
ROU,Judo,0,0,1,0,0,0.0,0,0.076386984,,,3,1,43,2
ROU,Rhythmic Gymnastics,0,0,1,0,0,0.0,0,0.0,,,0,0,7,1
ROU,Rowing,0,11,28,6,17,0.75915364,0,0.666566029,,,52,78,239,70
ROU,Sailing,0,0,1,0,0,0.0,0,0.0,,,0,0,8,0
ROU,Swimming,1,1,3,0,2,0.00449892,0,0.072905145,,,5,4,205,2
ROU,Table Tennis,0,0,9,0,0,0.016813602,0,0.023370805,,,0,0,56,0
ROU,Tennis,0,0,7,0,0,0.002248224,0,0.043991199,,,0,0,54,2
ROU,Triathlon,0,0,1,0,0,0.0,0,0.001795003,,,0,0,2,0
ROU,Water Polo,0,0,13,0,0,0.0,0,0.0,,,0,0,106,0
ROU,Weightlifting,0,0,1,1,1,0.0,0,0.0,,,4,2,59,8
ROU,Wrestling,0,0,5,0,0,0.079989894,0,0.158222612,,,18,7,148,8
RSA,Archery,0,0,1,0,0,0.0,0,0.0,,,0,0,14,0
RSA,Artistic Gymnastics,0,0,6,0,0,0.008973156,0,0.006699054,,,0,0,16,0
RSA,Athletics,0,0,35,5,5,0.02473788,0,0.455664446,,,6,8,420,22
RSA,Badminton,0,0,1,0,0,0.0,0,0.0,,,0,0,23,0
RSA,Canoe Sprint,0,0,8,0,0,0.0,0,0.0,,,0,0,8,0
RSA,Cycling BMX Freestyle,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
RSA,Cycling BMX Racing,0,0,1,0,0,0.0,0,0.011309852,,,0,0,2,0
RSA,Cycling Mountain Bike,1,0,1,0,1,0.0,0,0.211894342,,,1,0,3,0
RSA,Cycling Road,0,0,3,0,0,0.001125348,0,0.013606661,,,0,0,10,0
RSA,Cycling Track,0,0,2,0,0,0.002250696,0,0.005343279,,,0,0,7,0
RSA,Diving,0,0,1,0,0,0.001125348,0,0.003516002,,,0,0,10,0
RSA,Equestrian,0,0,1,0,0,0.0,0,0.001158589,,,0,0,2,0
RSA,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,34,0
RSA,Golf,0,0,4,0,0,0.0,0,0.013769881,,,0,0,10,0
RSA,Hockey,0,0,33,0,0,0.003376044,0,0.067604438,,,0,0,198,0
RSA,Judo,0,0,1,0,0,0.0,0,0.003245158,,,0,0,10,0
RSA,Rowing,0,0,3,0,0,0.087274768,0,0.243610266,,,2,4,68,2
RSA,Rugby Sevens,13,0,13,0,13,0.079989894,0,0.462078877,,,26,0,26,0
RSA,Skateboarding,0,0,3,0,0,0.0,0,0.023558362,,,0,0,6,0
RSA,Sport Climbing,0,0,4,0,0,0.0,0,0.036402777,,,0,0,6,0
RSA,Surfing,0,0,3,0,0,0.086140832,0,0.316854137,,,0,0,3,1
RSA,Swimming,0,1,10,1,2,0.134331073,0,0.427464375,,,12,11,296,8
RSA,Triathlon,0,0,3,0,0,0.082238118,0,0.05448223,,,1,0,18,0
RSA,Wrestling,0,0,1,0,0,0.0,0,0.0,,,0,0,29,0
RWA,Athletics,0,0,2,0,0,0.0,0,0.432431833,,,0,0,43,0
RWA,Cycling Road,0,0,3,0,0,0.0,0,0.618031677,,,0,0,4,0
RWA,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
RWA,Swimming,0,0,2,0,0,0.001125348,0,0.168876473,,,0,0,14,0
SAM,Athletics,0,0,1,0,0,0.001125348,0,0.180685401,,,0,0,15,0
SAM,Boxing,0,0,1,0,0,0.0,0,0.337192077,,,0,0,21,0
SAM,Canoe Sprint,0,0,2,0,0,0.005621796,0,0.855887802,,,0,0,10,0
SAM,Judo,0,0,1,0,0,0.0,0,0.089231559,,,0,0,5,0
SAM,Rugby Sevens,0,0,12,0,0,0.0,0,0.0,,,0,0,12,0
SAM,Sailing,0,0,2,0,0,0.0,0,0.037379105,,,0,0,3,0
SAM,Swimming,0,0,2,0,0,0.0,0,0.0,,,0,0,4,0
SAM,Weightlifting,0,0,2,0,0,0.0,0,0.0,,,0,0,15,0
SAM,Wrestling,0,0,1,0,0,0.0,0,0.0,,,0,0,4,0
SEN,Athletics,0,0,3,0,0,0.0,0,0.949864033,,,0,0,165,1
SEN,Canoe Slalom,0,0,3,0,0,0.0,0,0.064899889,,,0,0,4,0
SEN,Canoe Sprint,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
SEN,Fencing,0,0,1,0,0,0.0,0,0.006115761,,,0,0,8,0
SEN,Judo,0,0,1,0,0,0.0,0,0.055808567,,,0,0,49,0
SEN,Swimming,0,0,2,0,0,0.0,0,0.021675672,,,0,0,28,0
SEN,Table Tennis,0,0,1,0,0,0.0,0,0.005028241,,,0,0,3,0
SEN,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,4,0
SEY,Athletics,0,0,1,0,0,0.001125348,0,0.959845613,,,0,0,49,0
SEY,Swimming,0,0,2,0,0,0.001125348,0,0.573342716,,,0,0,29,0
SGP,Athletics,0,0,3,0,0,0.0,0,0.022529386,,,0,0,32,0
SGP,Badminton,0,0,4,0,0,0.0,0,0.052666808,,,0,0,27,0
SGP,Canoe Sprint,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
SGP,Equestrian,0,0,1,0,0,0.0,0,0.007896734,,,0,0,2,0
SGP,Fencing,0,0,2,0,0,0.0,0,0.00548614,,,0,0,8,0
SGP,Golf,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
SGP,Rowing,0,0,1,0,0,0.0,0,0.001523634,,,0,0,3,0
SGP,Sailing,1,0,1,0,1,0.0,0,0.139326183,,,1,0,44,0
SGP,Shooting,0,0,2,0,0,0.0,0,0.013961308,,,0,0,19,0
SGP,Swimming,0,0,12,0,0,0.085252187,0,0.45594847,,,0,1,161,0
SGP,Table Tennis,0,0,3,0,0,0.002250696,0,0.541702258,,,4,0,42,3
SKN,Athletics,0,0,2,0,0,0.003368633,0,1.0,,,0,0,46,0
SKN,Swimming,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
SLE,Athletics,0,0,1,0,0,0.0,0,1.0,,,0,0,101,0
SLE,Judo,0,0,1,0,0,0.0,0,0.04223804,,,0,0,2,0
SLE,Swimming,0,0,2,0,0,0.0,0,0.061689015,,,0,0,7,0
SLO,Archery,0,0,4,0,0,0.0,0,0.012611617,,,0,0,14,0
SLO,Artistic Gymnastics,0,0,6,0,0,0.0,0,0.0,,,0,0,6,0
SLO,Athletics,0,0,8,0,0,0.002248224,0,0.233153064,,,1,1,109,2
SLO,Canoe Slalom,0,0,8,0,0,0.080581957,0,0.158660729,,,0,1,11,0
SLO,Cycling Mountain Bike,0,0,1,0,0,0.0,0,0.025029246,,,0,0,2,0
SLO,Cycling Road,0,0,9,0,0,0.160572265,0,0.216554941,,,1,1,13,0
SLO,Golf,0,0,2,0,0,0.0,0,0.010386884,,,0,0,3,0
SLO,Handball,0,0,32,0,0,0.0,0,0.0,,,0,0,79,0
SLO,Judo,0,1,5,0,1,0.126444531,0,0.422498473,,,3,3,29,1
SLO,Rhythmic Gymnastics,0,0,1,0,0,0.0,0,0.00297074,,,0,0,2,0
SLO,Rowing,0,0,2,0,0,0.0,0,0.0,,,8,2,32,2
SLO,Sailing,0,0,5,1,1,0.003373572,0,0.348113283,,,1,0,38,3
SLO,Sport Climbing,0,1,2,0,1,0.080581957,0,0.428200851,,,0,2,3,0
SLO,Swimming,0,0,10,0,0,0.005621796,0,0.123589878,,,0,0,116,1
SLO,Table Tennis,0,0,5,0,0,0.002250696,0,0.013525657,,,0,0,14,0
SLO,Taekwondo,0,0,1,0,0,0.0,0,0.012295912,,,0,0,6,0
SLO,Volleyball,0,0,13,0,0,0.0,0,0.0,,,0,0,13,0
SMR,Archery,0,0,1,0,0,0.0,0,0.0,,,0,0,4,0
SMR,Athletics,0,0,1,0,0,0.0,0,0.0,,,0,0,21,0
SMR,Shooting,0,0,1,0,0,0.209196215,0,0.600603795,,,1,0,57,2
SMR,Swimming,0,0,1,0,0,0.001125348,0,0.040402881,,,0,0,29,0
SMR,Wrestling,0,0,1,0,0,0.0,0,0.0,,,1,0,2,0
SOL,Athletics,0,0,1,0,0,0.001125348,0,0.585004085,,,0,0,19,0
SOL,Swimming,0,0,1,0,0,0.0,0,0.040788402,,,0,0,2,0
SOM,Athletics,0,0,1,0,0,0.0,0,1.0,,,0,0,34,0
SRB,3x3 Basketball,0,0,4,0,0,0.319924312,0,0.229198023,,,4,0,4,0
SRB,Athletics,0,0,6,0,0,0.0,0,0.031414642,,,1,0,49,0
SRB,Basketball,12,0,12,0,12,0.079989894,0,0.411530242,,,24,0,24,12
SRB,Boxing,0,0,3,0,0,0.0,0,0.002355129,,,0,0,5,0
SRB,Canoe Sprint,0,0,13,0,0,0.002250696,0,0.049609895,,,0,0,18,0
SRB,Cycling Road,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
SRB,Judo,0,0,12,0,0,0.001125348,0,0.012597785,,,0,0,19,0
SRB,Rowing,0,0,3,0,0,0.0,0,0.010585268,,,0,0,19,0
SRB,Shooting,0,2,4,0,2,0.176589152,0,0.090229207,,,2,2,64,2
SRB,Swimming,0,0,12,0,0,0.006742205,0,0.045599249,,,0,0,54,1
SRB,Table Tennis,0,0,1,0,0,0.002250696,0,0.009160008,,,0,0,10,0
SRB,Taekwondo,0,0,2,1,1,0.160563035,0,0.253496778,,,1,2,5,2
SRB,Tennis,0,1,1,0,1,0.003373572,0,0.04031108,,,1,1,32,0
SRB,Volleyball,0,0,26,0,0,0.959772936,0,0.323992146,,,12,0,73,12
SRB,Water Polo,0,13,0,0,13,1.047565441,0,0.650970661,,,26,39,0,0
SRB,Wrestling,0,0,5,0,0,0.0,0,0.051037103,,,1,1,13,0
SRI,Athletics,0,0,3,0,0,0.0,0,0.978645155,,,0,0,70,2
SRI,Badminton,0,0,1,0,0,0.002248224,0,0.037657723,,,0,0,7,0
SRI,Swimming,0,0,2,0,0,0.001125348,0,0.050361062,,,0,0,29,0
SSD,Athletics,0,0,2,0,0,0.0,0,0.0,,,0,0,7,0
SSD,Basketball,0,0,12,0,0,0.0,0,0.0,,,0,0,12,0
STP,Athletics,0,0,1,0,0,0.0,0,0.270187583,,,0,0,14,0
STP,Canoe Sprint,0,0,1,0,0,0.002250696,0,0.800194878,,,0,0,5,0
STP,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
SUD,Athletics,0,0,1,0,0,0.0,0,0.970737606,,,0,0,54,1
SUD,Rowing,0,0,1,0,0,0.0,0,0.002112687,,,0,0,2,0
SUD,Swimming,0,0,2,0,0,0.001125348,0,0.019044434,,,0,0,10,0
SUI,Artistic Gymnastics,0,0,49,0,0,0.03578925,0,0.023630054,,,0,0,86,0
SUI,Athletics,0,0,46,0,0,0.014602375,0,0.117772814,,,2,0,493,6
SUI,Badminton,0,0,2,0,0,0.002248224,0,0.004262476,,,0,0,15,0
SUI,Beach Volleyball,2,0,2,0,2,0.159970972,0,0.134728768,,,6,0,28,0
SUI,Canoe Slalom,0,0,5,0,0,0.0,0,0.012814721,,,0,0,9,0
SUI,Cycling BMX Freestyle,0,0,1,0,0,0.079981078,0,0.293465496,,,1,0,1,0
SUI,Cycling BMX Racing,1,0,5,0,1,0.0,0,0.085048513,,,1,0,8,0
SUI,Cycling Mountain Bike,0,0,4,0,0,0.172281664,0,0.1999994,,,1,1,6,2
SUI,Cycling Road,0,0,9,0,0,0.087274768,0,0.056789246,,,0,0,15,1
SUI,Cycling Track,0,0,5,0,0,0.005621796,0,0.007326265,,,0,0,16,0
SUI,Equestrian,0,0,16,1,1,0.009002784,0,0.032009518,,,0,0,33,1
SUI,Fencing,0,0,2,0,0,0.008980559,0,0.154004849,,,12,1,224,10
SUI,Golf,0,0,3,0,0,0.001125348,0,0.005220858,,,0,0,7,0
SUI,Judo,0,0,3,0,0,0.0,0,0.0564161,,,2,1,35,1
SUI,Modern Pentathlon,0,0,2,0,0,0.0,0,0.0,,,0,0,45,0
SUI,Rowing,2,0,15,0,2,0.0,0,0.409677756,,,26,24,202,27
SUI,Sailing,0,0,7,0,0,0.004501392,0,0.089188998,,,3,3,161,6
SUI,Shooting,1,1,4,0,2,0.121370714,0,0.353450788,,,24,24,249,9
SUI,Sport Climbing,0,0,1,0,0,0.0,0,0.006567497,,,0,0,2,0
SUI,Swimming,1,0,20,0,1,0.174649058,0,0.074477114,,,4,0,290,0
SUI,Tennis,0,0,2,0,0,0.211468603,0,0.10652248,,,0,4,53,5
SUI,Triathlon,0,0,5,1,1,0.006747144,0,0.082918086,,,2,2,33,2
SUR,Athletics,0,0,1,0,0,0.0,0,0.0,,,0,0,30,0
SUR,Badminton,0,0,1,0,0,0.001125348,0,0.031878871,,,0,0,5,0
SUR,Cycling Track,0,0,2,0,0,0.001125348,0,0.053417636,,,0,0,4,0
SUR,Swimming,0,0,2,0,0,0.001125348,0,0.958259079,,,1,1,31,0
SVK,Archery,0,0,1,0,0,0.0,0,0.002484843,,,0,0,4,0
SVK,Athletics,0,0,10,0,0,0.001125348,0,0.078524896,,,0,1,111,0
SVK,Boxing,0,0,1,0,0,0.0,0,0.001736808,,,0,0,4,0
SVK,Canoe Slalom,1,0,7,0,1,0.086140832,0,0.115113797,,,1,0,10,1
SVK,Cycling Road,0,0,3,0,0,0.001125348,0,0.021564186,,,0,0,6,0
SVK,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,7,1
SVK,Sailing,0,0,1,0,0,0.0,0,0.0,,,0,0,8,0
SVK,Shooting,0,0,7,0,0,0.086203113,0,0.152660128,,,3,1,57,2
SVK,Skateboarding,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
SVK,Swimming,0,0,2,0,0,0.005611926,0,0.064035292,,,0,0,44,2
SVK,Table Tennis,0,0,1,0,0,0.001125348,0,0.008366122,,,0,0,10,0
SVK,Tennis,0,0,1,0,0,0.001125348,0,0.037684849,,,0,0,51,0
SVK,Wrestling,0,0,1,0,0,0.0,0,0.055544826,,,1,0,14,0
SWE,Athletics,0,1,22,0,1,0.252926542,0,0.449172709,,,61,35,919,36
SWE,Beach Volleyball,0,2,0,0,2,0.0,0,0.0,,,0,2,6,0
SWE,Boxing,0,0,2,0,0,0.0,0,0.093991059,,,6,0,70,5
SWE,Canoe Slalom,0,0,2,0,0,0.0,0,0.008076486,,,0,0,3,0
SWE,Canoe Sprint,0,0,5,0,0,0.001125348,0,0.007417455,,,0,0,8,0
SWE,Cycling Mountain Bike,1,0,0,0,1,0.0,0,0.0,,,1,0,1,0
SWE,Cycling Road,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
SWE,Diving,0,0,1,0,0,0.0,0,0.114339222,,,7,6,134,8
SWE,Equestrian,0,0,22,0,0,0.376086298,0,0.099290236,,,0,4,40,1
SWE,Golf,0,0,4,0,0,0.001125348,0,0.068534136,,,0,0,11,1
SWE,Handball,0,0,33,0,0,0.007874964,0,0.296078853,,,0,0,168,61
SWE,Judo,1,0,1,0,1,0.003373572,0,0.02675484,,,1,0,33,0
SWE,"Marathon Swimming, Swimming",0,0,4,0,0,0.0,0,0.0,,,0,0,4,0
SWE,Modern Pentathlon,0,0,1,0,0,0.0,0,0.0,,,7,9,78,9
SWE,Sailing,2,0,4,2,4,0.339128874,0,0.422557148,,,37,33,223,50
SWE,Shooting,0,0,10,1,1,0.0,0,0.417018965,,,40,32,459,55
SWE,Skateboarding,0,0,1,0,0,0.0,0,0.008204357,,,0,0,2,0
SWE,Swimming,0,2,32,0,2,0.11417831,0,0.299757283,,,35,11,733,27
SWE,Table Tennis,0,0,8,4,4,0.00449892,0,0.067762518,,,1,1,73,5
SWE,Triathlon,0,0,1,0,0,0.0,0,0.0,,,0,0,4,1
SWE,Wrestling,0,0,2,0,0,0.0,0,0.336680163,,,31,28,205,27
SWZ,Athletics,0,0,1,0,0,0.002248224,0,0.936624965,,,0,0,36,0
SWZ,Swimming,0,0,2,0,0,0.0,0,0.541754604,,,0,0,20,0
SYR,Artistic Gymnastics,0,0,5,0,0,0.0,0,0.0,,,0,0,5,0
SYR,Athletics,0,0,1,0,0,0.0,0,0.468499414,,,0,1,33,0
SYR,Equestrian,0,0,1,0,0,0.0,0,0.013220848,,,0,0,2,0
SYR,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,10,0
SYR,Swimming,0,0,1,0,0,0.0,0,0.017215913,,,0,0,15,0
SYR,Weightlifting,0,0,1,0,0,0.079989894,0,0.31510399,,,1,0,13,0
TAN,Athletics,0,0,4,0,0,0.0,0,0.951606622,,,0,0,107,2
TAN,Judo,0,0,1,0,0,0.0,0,0.0,,,0,0,2,0
TAN,Swimming,0,0,2,0,0,0.0,0,0.0,,,0,0,8,0
TGA,Athletics,0,0,1,0,0,0.0,0,0.065534822,,,0,0,22,0
TGA,Boxing,0,0,1,0,0,0.0,0,0.0,,,0,0,13,1
TGA,Swimming,0,0,2,0,0,0.002248224,0,0.019573763,,,0,0,7,0
THA,Athletics,0,0,2,0,0,0.001125348,0,0.085832248,,,0,0,163,0
THA,Badminton,0,0,8,1,1,0.003373572,0,0.111584783,,,0,0,65,1
THA,Boxing,1,0,7,0,1,0.079981078,0,0.636545857,,,8,4,79,4
THA,Cycling BMX Racing,0,0,2,0,0,0.0,0,0.047124671,,,0,0,3,0
THA,Cycling Road,0,0,3,0,0,0.0,0,0.0,,,0,0,4,0
THA,Cycling Track,0,0,2,0,0,0.0,0,0.0,,,0,0,2,0
THA,Equestrian,0,0,1,0,0,0.003376044,0,0.015786285,,,0,0,7,0
THA,Golf,0,0,4,0,0,0.001125348,0,0.045010166,,,0,0,12,0
THA,Judo,0,0,1,0,0,0.0,0,0.007640275,,,0,0,12,0
THA,Modern Pentathlon,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
THA,Rowing,0,0,1,0,0,0.0,0,0.004133885,,,0,0,8,0
THA,Sailing,0,0,4,0,0,0.003376044,0,0.023491707,,,0,0,39,0
THA,Shooting,0,0,5,0,0,0.014562934,0,0.072096068,,,0,0,131,0
THA,Skateboarding,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
THA,Swimming,0,0,2,0,0,0.002250696,0,0.048163614,,,0,0,88,0
THA,Table Tennis,0,0,5,0,0,0.001125348,0,0.012690274,,,0,0,14,0
THA,Taekwondo,0,1,2,0,1,0.12020334,0,0.648370667,,,3,2,11,2
THA,Weightlifting,1,0,1,2,3,0.0,0,0.0,,,5,5,33,4
TJK,Athletics,0,0,1,0,0,0.0,0,0.463774774,,,0,1,12,0
TJK,Boxing,1,0,2,0,1,0.0,0,0.253564391,,,2,0,14,0
TJK,Judo,2,0,4,0,2,0.001125348,0,0.315645912,,,3,0,17,0
TJK,Swimming,0,0,2,0,0,0.001125348,0,0.018491501,,,0,0,11,0
TJK,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,3,0
TJK,Wrestling,0,0,1,0,0,0.0,0,0.0,,,0,0,11,1
TKM,Athletics,0,0,1,0,0,0.0,0,0.017241658,,,0,0,13,0
TKM,Judo,0,0,2,0,0,0.0,0,0.050718318,,,0,0,13,0
TKM,Swimming,0,0,2,0,0,0.001125348,0,0.017870097,,,0,0,13,0
TKM,Weightlifting,0,0,1,0,0,0.086140832,0,1.0,,,0,0,14,1
TLS,Athletics,0,0,1,0,0,0.0,0,0.430211521,,,0,0,9,0
TLS,Swimming,0,0,2,0,0,0.0,0,0.198308663,,,0,0,4,0
TLS,Taekwondo,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
TOG,Athletics,0,0,1,0,0,0.0,0,0.109214707,,,0,0,33,0
TOG,Rowing,0,0,1,0,0,0.0,0,0.007552813,,,0,0,3,0
TOG,Swimming,0,0,2,0,0,0.0,0,0.018663716,,,0,0,6,0
TOG,Triathlon,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
TPE,Archery,0,0,14,0,0,0.262968084,0,0.256492157,,,6,0,103,6
TPE,Artistic Gymnastics,1,0,3,0,1,0.111061348,0,0.069232312,,,1,0,36,1
TPE,Athletics,0,0,4,0,0,0.0,0,0.072352546,,,1,0,136,1
TPE,Badminton,0,2,4,0,2,0.247304746,0,0.417569341,,,0,4,40,1
TPE,Boxing,2,1,3,0,3,0.079981078,0,0.197869662,,,3,1,27,0
TPE,Breaking,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
TPE,Canoe Slalom,0,0,4,0,0,0.0,0,0.022530127,,,0,0,5,0
TPE,Canoe Sprint,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
TPE,Fencing,0,0,1,0,0,0.0,0,0.0,,,0,0,10,0
TPE,Golf,0,0,4,0,0,0.079981078,0,0.081454479,,,1,0,10,0
TPE,Judo,0,0,3,0,0,0.086140832,0,0.047041089,,,0,0,48,1
TPE,Shooting,1,0,7,0,1,0.004501392,0,0.045044821,,,1,0,73,0
TPE,Swimming,0,0,2,0,0,0.002250696,0,0.068152412,,,0,0,166,0
TPE,Table Tennis,0,0,12,0,0,0.082262608,0,0.113053545,,,3,0,79,1
TPE,Taekwondo,0,0,1,0,0,0.079981078,0,0.438253437,,,6,2,14,1
TPE,Tennis,0,0,4,0,0,0.0,0,0.013870358,,,0,0,26,0
TPE,Weightlifting,1,0,2,0,1,0.160563035,0,0.321838051,,,7,2,59,2
TTO,Athletics,0,0,16,0,0,0.220554425,0,0.666723023,,,14,7,267,7
TTO,Cycling Track,0,0,4,0,0,0.002250696,0,0.052912654,,,0,0,8,0
TTO,Swimming,0,0,3,0,0,0.004486578,0,0.051663767,,,1,0,40,0
TUN,Archery,0,0,1,0,0,0.002250696,0,0.003300344,,,0,0,5,0
TUN,Athletics,0,0,3,0,0,0.0,0,0.455405209,,,1,1,75,3
TUN,Boxing,0,0,1,0,0,0.0,0,0.196601449,,,2,0,48,0
TUN,Canoe Slalom,0,0,3,0,0,0.0,0,0.0,,,0,0,3,0
TUN,Canoe Sprint,0,0,1,0,0,0.001125348,0,0.013682479,,,0,0,6,0
TUN,Fencing,0,0,1,1,1,0.006749616,0,0.227092717,,,1,0,38,1
TUN,Judo,0,0,2,0,0,0.0,0,0.025750149,,,0,0,43,0
TUN,"Marathon Swimming, Swimming",0,0,4,0,0,0.0,0,0.0,,,0,0,4,0
TUN,Rowing,0,0,3,0,0,0.0,0,0.0062914,,,0,0,13,0
TUN,Shooting,0,0,1,0,0,0.003373572,0,0.005207449,,,0,0,11,0
TUN,Swimming,0,0,1,0,0,0.080591187,0,0.46532908,,,1,3,29,0
TUN,Taekwondo,1,1,2,0,2,0.086140832,0,0.645343827,,,2,1,9,1
TUN,Tennis,0,0,1,0,0,0.002248224,0,0.00506485,,,0,0,8,0
TUN,Weightlifting,0,0,1,0,0,0.0,0,0.011076115,,,0,0,18,0
TUN,Wrestling,0,0,3,0,0,0.0,0,0.111234861,,,1,0,41,0
TUR,Archery,3,0,6,0,3,0.081739533,0,0.084782155,,,3,1,66,0
TUR,Artistic Gymnastics,0,0,42,0,0,0.097906654,0,0.043994247,,,1,0,63,0
TUR,Athletics,0,0,16,0,0,0.006744677,0,0.110851954,,,3,1,262,2
TUR,Badminton,0,0,1,0,0,0.0,0,0.00253769,,,0,0,4,0
TUR,Boxing,1,0,4,2,3,0.166722789,0,0.183580261,,,4,1,71,5
TUR,Cycling Road,0,0,1,0,0,0.0,0,0.007118259,,,0,0,3,0
TUR,Fencing,0,0,2,0,0,0.0,0,0.012285481,,,0,0,38,0
TUR,Judo,0,0,16,0,0,0.0,0,0.05971116,,,1,1,53,0
TUR,"Marathon Swimming, Swimming",0,0,5,0,0,0.0,0,0.0,,,0,0,5,0
TUR,Modern Pentathlon,0,0,2,0,0,0.0,0,0.002530829,,,0,0,4,0
TUR,Rowing,0,0,1,0,0,0.0,0,0.001292126,,,0,0,5,0
TUR,Sailing,0,0,8,0,0,0.003373572,0,0.020913617,,,0,0,60,0
TUR,Shooting,0,0,11,2,2,0.001125348,0,0.075647312,,,0,0,54,2
TUR,Swimming,0,0,11,0,0,0.008992901,0,0.040205038,,,0,0,130,0
TUR,Table Tennis,0,0,1,0,0,0.0,0,0.0,,,0,0,7,0
TUR,Taekwondo,1,0,4,0,1,0.282984912,0,0.352248567,,,6,1,12,3
TUR,Volleyball,0,0,13,0,0,0.0,0,0.015741058,,,0,0,37,0
TUR,Weightlifting,0,0,1,0,0,0.0,0,0.305700182,,,2,8,57,2
TUR,Wrestling,2,0,9,0,2,0.23995205,0,0.713618771,,,21,29,218,18
TUV,Athletics,0,0,2,0,0,0.0,0,0.809539197,,,0,0,9,0
UAE,Athletics,0,0,1,0,0,0.0,0,0.036079812,,,0,0,25,0
UAE,Cycling Road,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
UAE,Equestrian,0,0,6,0,0,0.0,0,0.0,,,0,0,6,0
UAE,Judo,0,0,6,0,0,0.001125348,0,0.530297847,,,1,0,12,0
UAE,Swimming,0,0,2,0,0,0.0,0,0.090877533,,,0,0,64,0
UGA,Athletics,0,1,21,1,2,0.372199715,0,0.755292682,,,2,5,179,2
UGA,Cycling Road,0,0,1,0,0,0.0,0,0.0,,,0,0,1,0
UGA,Rowing,0,0,1,0,0,0.0,0,0.001091559,,,0,0,2,0
UGA,Swimming,0,0,2,0,0,0.0,0,0.014369916,,,0,0,14,0
UKR,Archery,0,0,4,0,0,0.007862622,0,0.144229222,,,4,1,68,3
UKR,Artistic Gymnastics,0,0,47,1,1,0.034678673,0,0.06443801,,,0,0,83,1
UKR,Artistic Swimming,0,0,2,0,0,0.784259006,0,0.411905466,,,10,0,2,0
UKR,Athletics,2,1,25,0,3,0.109200602,0,0.338207293,,,19,3,442,3
