NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,TOPSIS_Score_Sum,Host,Sport_topsis_score,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Bronze,Total_Gold,Total_No_Medal,Total_Silver,Gold_Ratio,Silver_Ratio,Bronze_Ratio,No_Medal_Ratio
KEN,Fencing,0,0,1,0,0,0,0,0,,,,626,654,9635,643,0,0,0,0.000103788
KEN,Judo,0,0,1,0,0,0,0,0,,,,374,190,4122,190,0,0,0,0.000242601
KEN,Rugby Sevens,0,0,13,0,0,0.003376044,0,0.129101335,0,0,0,76,76,698,78,0,0,0,0.018624642
KEN,Swimming,0,0,2,0,0,0,0,0.005429335,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
KEN,Volleyball,0,0,13,0,0,0,0,0.029735685,0,0,0,375,372,2884,372,0,0,0,0.004507628
KGZ,Athletics,0,0,1,0,0,0.001125348,0,0.044075322,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
KGZ,Boxing,0,0,0,1,1,0,0,0,,,,493,278,5536,277,0,0.003610108,0,0
KGZ,Judo,0,0,2,0,0,0,0,0.225086389,0,0,0,374,190,4122,190,0,0,0,0.000485201
KGZ,Swimming,0,0,3,0,0,0.002248224,0,0.098451523,0,0,0,1096,1241,22946,1133,0,0,0,0.000130742
KGZ,Wrestling,4,0,5,1,5,0.252262742,0,0.963077726,0,2,1,540,449,6294,451,0,0.002217295,0.007407407,0.000794407
KIR,Athletics,0,0,1,0,0,0,0,0.279104077,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
KIR,Judo,0,0,1,0,0,0,0,0.15502479,0,0,0,374,190,4122,190,0,0,0,0.000242601
KIR,Weightlifting,0,0,1,0,0,0,0,0.860578184,0,0,0,240,241,3538,237,0,0,0,0.000282646
KOR,Archery,1,10,2,1,12,0.709277533,0,0.61913307,9,0,0,118,155,2433,140,0.064516129,0.007142857,0.008474576,0.00082203
KOR,Artistic Gymnastics,0,0,44,0,0,0.19535613,0,0.037095501,1,0,1,44,42,2169,42,0,0,0,0.020285846
KOR,Artistic Swimming,0,0,2,0,0,0,0,0,,,,21,21,194,21,0,0,0,0.010309278
KOR,Athletics,0,0,3,0,0,0,0,0.05881487,0,0,0,1452,1500,38865,1477,0,0,0,7.72E-05
KOR,Badminton,0,1,10,2,3,0.161087504,0,0.27825816,0,0,2,76,70,1600,70,0.014285714,0.028571429,0,0.00625
KOR,Boxing,1,0,1,0,1,0,0,0.168795172,0,0,0,493,278,5536,277,0,0,0.002028398,0.000180636
KOR,Breaking,0,0,1,0,0,0,0,0,,,,2,2,27,2,0,0,0,0.037037037
KOR,Cycling Road,0,0,2,0,0,0,0,0.003366224,0,0,0,6,7,473,7,0,0,0,0.00422833
KOR,Diving,0,0,6,0,0,0.003373572,0,0.012282222,0,0,0,167,166,2694,166,0,0,0,0.002227171
KOR,Equestrian,0,0,1,0,0,0,0,0.000842866,0,0,0,29,30,747,29,0,0,0,0.001338688
KOR,Fencing,0,5,14,4,9,1.346458283,0,0.255336311,4,4,9,626,654,9635,643,0.00764526,0.00622084,0,0.001453036
KOR,Golf,0,0,5,0,0,0,0,0.057389499,0,0,0,20,19,429,19,0,0,0,0.011655012
KOR,Handball,0,0,17,0,0,0,0,0.504177682,0,0,0,414,412,3172,421,0,0,0,0.005359395
KOR,Judo,13,0,7,2,15,0.25625734,0,0.369327367,0,1,2,374,190,4122,190,0,0.010526316,0.034759358,0.001698205
KOR,Modern Pentathlon,1,0,3,0,1,0.079981078,0,0.052584786,0,0,1,66,66,1623,66,0,0,0.015151515,0.001848429
KOR,Sailing,0,0,1,0,0,0,0,0.010899651,0,0,0,396,479,5947,444,0,0,0,0.000168152
KOR,Shooting,0,3,22,4,7,0.096266492,0,0.160944736,0,1,0,443,446,11244,447,0.006726457,0.008948546,0,0.001956599
KOR,Sport Climbing,0,0,3,0,0,0,0,0.030090096,0,0,0,6,6,90,6,0,0,0,0.033333333
KOR,Swimming,1,0,31,0,1,0.014614702,0,0.070701664,0,0,0,1096,1241,22946,1133,0,0,0.000912409,0.001350998
KOR,Table Tennis,5,0,7,0,5,0.006749616,0,0.291591106,0,0,0,80,74,2252,74,0,0,0.0625,0.003108348
KOR,Taekwondo,1,2,1,0,3,0.246102988,0,0.457816353,0,1,2,96,56,662,56,0.035714286,0,0.010416667,0.001510574
KOR,Weightlifting,0,0,4,1,1,0,0,0.101325033,0,0,0,240,241,3538,237,0,0.004219409,0,0.001130582
KOR,Wrestling,0,0,3,0,0,0,0,0.229765176,0,0,0,540,449,6294,451,0,0,0,0.000476644
KOS,Athletics,0,0,1,0,0,0.001125348,0,0.013325768,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
KOS,Boxing,0,0,1,0,0,0,0,0.01356695,0,0,0,493,278,5536,277,0,0,0,0.000180636
KOS,Judo,1,0,3,1,2,0.161173144,0,1,3,0,0,374,190,4122,190,0,0.005263158,0.002673797,0.000727802
KOS,Swimming,0,0,2,0,0,0,0,0.023454757,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
KSA,Athletics,0,0,2,0,0,0,0,0.230370438,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
KSA,Equestrian,0,0,6,0,0,0,0,0,,,,29,30,747,29,0,0,0,0.008032129
KSA,Swimming,0,0,2,0,0,0,0,0.011209246,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
KSA,Taekwondo,0,0,1,0,0,0,0,0,,,,96,56,662,56,0,0,0,0.001510574
KUW,Athletics,0,0,2,0,0,0,0,0.045998143,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
KUW,Fencing,0,0,1,0,0,0,0,0,,,,626,654,9635,643,0,0,0,0.000103788
KUW,Rowing,0,0,1,0,0,0,0,0.001938769,0,0,0,1086,1074,8392,1073,0,0,0,0.000119161
KUW,Sailing,0,0,1,0,0,0,0,0,,,,396,479,5947,444,0,0,0,0.000168152
KUW,Shooting,0,0,2,0,0,0.079981078,0,0.945161087,0,0,1,443,446,11244,447,0,0,0,0.000177873
KUW,Swimming,0,0,2,0,0,0,0,0.034448039,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
LAO,Athletics,0,0,1,0,0,0,0,0.884855866,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
LAO,Rhythmic Gymnastics,0,0,1,0,0,0,0,0,,,,56,56,680,56,0,0,0,0.001470588
LAO,Swimming,0,0,2,0,0,0.001125348,0,0.374067359,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
LAT,3x3 Basketball,0,0,4,0,0,0.322327828,0,0.598990484,4,0,0,16,16,80,16,0,0,0,0.05
LAT,Athletics,0,0,8,0,0,0.004496448,0,0.287357195,0,0,0,1452,1500,38865,1477,0,0,0,0.000205841
LAT,Beach Volleyball,0,0,2,0,0,0,0,0.322661442,0,0,0,32,32,660,32,0,0,0,0.003030303
LAT,Cycling BMX Freestyle,0,0,1,0,0,0,0,0,,,,4,4,30,4,0,0,0,0.033333333
LAT,Cycling BMX Racing,0,0,2,0,0,0,0,0.070981304,0,0,0,4,4,103,4,0,0,0,0.019417476
LAT,Cycling Mountain Bike,0,0,1,0,0,0,0,0,,,,4,3,133,4,0,0,0,0.007518797
LAT,Cycling Road,0,0,2,0,0,0.001125348,0,0.021817724,0,0,0,6,7,473,7,0,0,0,0.00422833
LAT,Diving,0,0,1,0,0,0,0,0,,,,167,166,2694,166,0,0,0,0.000371195
LAT,Equestrian,0,0,1,0,0,0,0,0.00509408,0,0,0,29,30,747,29,0,0,0,0.001338688
LAT,Modern Pentathlon,0,0,1,0,0,0,0,0.134021606,0,0,0,66,66,1623,66,0,0,0,0.000616143
LAT,Shooting,0,0,5,0,0,0.001125348,0,0.120601059,0,0,0,443,446,11244,447,0,0,0,0.000444682
LAT,Swimming,0,0,2,0,0,0.001125348,0,0.028212844,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
LAT,Tennis,0,0,1,0,0,0.002250696,0,0.010953237,0,0,0,144,122,3058,122,0,0,0,0.000327011
LAT,Weightlifting,0,0,1,0,0,0.079981078,0,0.289597215,0,0,1,240,241,3538,237,0,0,0,0.000282646
LBA,Athletics,0,0,1,0,0,0,0,0.619988347,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
LBA,Rowing,0,0,1,0,0,0,0,0.065359925,0,0,0,1086,1074,8392,1073,0,0,0,0.000119161
LBA,Shooting,0,0,1,0,0,0,0,0,,,,443,446,11244,447,0,0,0,8.89E-05
LBA,Swimming,0,0,2,0,0,0,0,0.43592372,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
LBA,Weightlifting,0,0,1,0,0,0,0,0,,,,240,241,3538,237,0,0,0,0.000282646
LBN,Fencing,0,0,1,0,0,0,0,0,,,,626,654,9635,643,0,0,0,0.000103788
LBN,Judo,0,0,1,0,0,0,0,0.339725235,0,0,0,374,190,4122,190,0,0,0,0.000242601
LBN,Shooting,0,0,1,0,0,0,0,0.144524277,0,0,0,443,446,11244,447,0,0,0,8.89E-05
LBN,Swimming,0,0,2,0,0,0,0,0.255415303,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
LBN,Table Tennis,0,0,1,0,0,0,0,0,,,,80,74,2252,74,0,0,0,0.00044405
LBN,Taekwondo,0,0,1,0,0,0,0,0,,,,96,56,662,56,0,0,0,0.001510574
LBN,Tennis,0,0,4,0,0,0,0,0,,,,144,122,3058,122,0,0,0,0.001308044
LBR,Athletics,0,0,10,0,0,0.003368633,0,1,0,0,0,1452,1500,38865,1477,0,0,0,0.000257301
LCA,Athletics,0,1,1,1,2,0.003368633,0,0.993498637,0,0,0,1452,1500,38865,1477,0.000666667,0.000677048,0,2.57E-05
LCA,Sailing,0,0,1,0,0,0,0,0.010662946,0,0,0,396,479,5947,444,0,0,0,0.000168152
LCA,Swimming,0,0,1,0,0,0,0,0.007056808,0,0,0,1096,1241,22946,1133,0,0,0,4.36E-05
LES,Athletics,0,0,2,0,0,0,0,0.675261924,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
LES,Taekwondo,0,0,1,0,0,0,0,0,,,,96,56,662,56,0,0,0,0.001510574
LIE,Cycling Mountain Bike,0,0,1,0,0,0,0,0,,,,4,3,133,4,0,0,0,0.007518797
LTU,3x3 Basketball,4,0,0,0,4,0,0,0,,,,16,16,80,16,0,0,0.25,0
LTU,Artistic Gymnastics,0,0,3,0,0,0.006715091,0,0.010828986,0,0,0,44,42,2169,42,0,0,0,0.001383126
LTU,Athletics,0,0,10,1,1,0,0,0.328445348,0,0,0,1452,1500,38865,1477,0,0.000677048,0,0.000257301
LTU,Beach Volleyball,0,0,2,0,0,0,0,0,,,,32,32,660,32,0,0,0,0.003030303
LTU,Breaking,0,0,0,1,1,0,0,0,,,,2,2,27,2,0,0.5,0,0
LTU,Canoe Sprint,0,0,7,0,0,0,0,0.022944248,0,0,0,44,42,628,42,0,0,0,0.011146497
LTU,Cycling Road,0,0,1,0,0,0,0,0.012840999,0,0,0,6,7,473,7,0,0,0,0.002114165
LTU,Cycling Track,0,0,3,0,0,0.004496448,0,0.024913089,0,0,0,56,56,710,56,0,0,0,0.004225352
LTU,Equestrian,0,0,2,0,0,0,0,0,,,,29,30,747,29,0,0,0,0.002677376
LTU,Modern Pentathlon,0,0,2,0,0,0.088389056,0,0.268645354,0,1,0,66,66,1623,66,0,0,0,0.001232286
LTU,Rowing,1,0,7,0,1,0.087295672,0,0.162066129,0,1,0,1086,1074,8392,1073,0,0,0.00092081,0.000834128
LTU,Sailing,0,0,2,0,0,0.002248224,0,0.079210741,0,0,0,396,479,5947,444,0,0,0,0.000336304
LTU,Swimming,0,0,14,0,0,0.016825929,0,0.132840309,0,0,0,1096,1241,22946,1133,0,0,0,0.000610128
LTU,Wrestling,0,0,3,0,0,0,0,0.047274686,0,0,0,540,449,6294,451,0,0,0,0.000476644
LUX,Archery,0,0,1,0,0,0.002248224,0,0.010193905,0,0,0,118,155,2433,140,0,0,0,0.000411015
LUX,Athletics,0,0,4,0,0,0,0,0.389066177,0,0,0,1452,1500,38865,1477,0,0,0,0.00010292
LUX,Cycling Road,0,0,2,0,0,0,0,0.026431973,0,0,0,6,7,473,7,0,0,0,0.00422833
LUX,Equestrian,0,0,1,0,0,0,0,0.005066302,0,0,0,29,30,747,29,0,0,0,0.001338688
LUX,Swimming,0,0,1,0,0,0.001125348,0,0.023734563,0,0,0,1096,1241,22946,1133,0,0,0,4.36E-05
LUX,Table Tennis,0,0,3,0,0,0,0,0.010451075,0,0,0,80,74,2252,74,0,0,0,0.001332149
LUX,Triathlon,0,0,1,0,0,0,0,0.015986547,0,0,0,19,19,765,19,0,0,0,0.00130719
MAD,Athletics,0,0,2,0,0,0,0,0.836588885,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
MAD,Judo,0,0,1,0,0,0,0,0.356021162,0,0,0,374,190,4122,190,0,0,0,0.000242601
MAD,Swimming,0,0,2,0,0,0,0,0.387949239,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MAD,Table Tennis,0,0,1,0,0,0,0,0,,,,80,74,2252,74,0,0,0,0.00044405
MAD,Weightlifting,0,0,1,0,0,0,0,0.158839299,0,0,0,240,241,3538,237,0,0,0,0.000282646
MAR,Athletics,0,1,12,0,1,0.086208044,0,0.752059855,1,0,0,1452,1500,38865,1477,0.000666667,0,0,0.000308761
MAR,Beach Volleyball,0,0,2,0,0,0,0,0.005881063,0,0,0,32,32,660,32,0,0,0,0.003030303
MAR,Boxing,0,0,3,0,0,0.001125348,0,0.132158796,0,0,0,493,278,5536,277,0,0,0,0.000541908
MAR,Breaking,0,0,2,0,0,0,0,0,,,,2,2,27,2,0,0,0,0.074074074
MAR,Canoe Slalom,0,0,2,0,0,0,0,0.017132467,0,0,0,10,10,226,10,0,0,0,0.008849558
MAR,Canoe Sprint,0,0,1,0,0,0,0,0,,,,44,42,628,42,0,0,0,0.001592357
MAR,Cycling BMX Racing,0,0,1,0,0,0,0,0,,,,4,4,103,4,0,0,0,0.009708738
MAR,Cycling Road,0,0,2,0,0,0,0,0.006663611,0,0,0,6,7,473,7,0,0,0,0.00422833
MAR,Equestrian,0,0,2,0,0,0.003376044,0,0.013716043,0,0,0,29,30,747,29,0,0,0,0.002677376
MAR,Fencing,0,0,2,0,0,0,0,0.014834341,0,0,0,626,654,9635,643,0,0,0,0.000207577
MAR,Football,19,0,0,0,19,0,0,0,,,,626,601,6079,600,0,0,0.030351438,0
MAR,Golf,0,0,1,0,0,0.001125348,0,0.00674599,0,0,0,20,19,429,19,0,0,0,0.002331002
MAR,Judo,0,0,3,0,0,0.001125348,0,0.016748895,0,0,0,374,190,4122,190,0,0,0,0.000727802
MAR,Rowing,0,0,1,0,0,0,0,0.000460067,0,0,0,1086,1074,8392,1073,0,0,0,0.000119161
MAR,Shooting,0,0,1,0,0,0,0,0.004650378,0,0,0,443,446,11244,447,0,0,0,8.89E-05
MAR,Skateboarding,0,0,1,0,0,0,0,0,,,,8,8,144,8,0,0,0,0.006944444
MAR,Surfing,0,0,1,0,0,0,0,0.024745746,0,0,0,4,4,76,4,0,0,0,0.013157895
MAR,Swimming,0,0,2,0,0,0,0,0.005507485,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MAR,Taekwondo,0,0,2,0,0,0,0,0.02642198,0,0,0,96,56,662,56,0,0,0,0.003021148
MAR,Triathlon,0,0,1,0,0,0,0,0.002574762,0,0,0,19,19,765,19,0,0,0,0.00130719
MAR,Wrestling,0,0,1,0,0,0,0,0.019430965,0,0,0,540,449,6294,451,0,0,0,0.000158881
MAS,Archery,0,0,6,0,0,0.002250696,0,0.031466585,0,0,0,118,155,2433,140,0,0,0,0.002466091
MAS,Athletics,0,0,1,0,0,0,0,0.039503206,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
MAS,Badminton,3,0,5,0,3,0.159962156,0,0.965703943,0,0,2,76,70,1600,70,0,0,0.039473684,0.003125
MAS,Cycling Road,0,0,1,0,0,0,0,0,,,,6,7,473,7,0,0,0,0.002114165
MAS,Cycling Track,0,0,6,0,0,0.087274768,0,0.236559593,0,1,0,56,56,710,56,0,0,0,0.008450704
MAS,Diving,0,0,2,0,0,0.123224504,0,0.212844448,0,1,1,167,166,2694,166,0,0,0,0.00074239
MAS,Golf,0,0,2,0,0,0.002250696,0,0.041344188,0,0,0,20,19,429,19,0,0,0,0.004662005
MAS,Sailing,0,0,2,0,0,0,0,0.008320486,0,0,0,396,479,5947,444,0,0,0,0.000336304
MAS,Shooting,0,0,1,0,0,0,0,0.014369465,0,0,0,443,446,11244,447,0,0,0,8.89E-05
MAS,Swimming,0,0,2,0,0,0.005611926,0,0.056454806,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MAS,Weightlifting,0,0,1,0,0,0,0,0,,,,240,241,3538,237,0,0,0,0.000282646
MAW,Athletics,0,0,1,0,0,0,0,0.797769364,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
MAW,Swimming,0,0,2,0,0,0,0,0.197684274,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MDA,Archery,0,0,4,0,0,0.004496448,0,0.051239156,0,0,0,118,155,2433,140,0,0,0,0.001644061
MDA,Athletics,0,0,5,0,0,0.002248224,0,0.139674602,0,0,0,1452,1500,38865,1477,0,0,0,0.00012865
MDA,Canoe Sprint,1,0,4,0,1,0.082231774,0,0.336817826,0,0,1,44,42,628,42,0,0,0.022727273,0.006369427
MDA,Equestrian,0,0,1,0,0,0,0,0,,,,29,30,747,29,0,0,0,0.001338688
MDA,Judo,2,0,1,0,2,0,0,0.268592094,0,0,0,374,190,4122,190,0,0,0.005347594,0.000242601
MDA,Shooting,0,0,1,0,0,0,0,0.406639504,0,0,0,443,446,11244,447,0,0,0,8.89E-05
MDA,Swimming,0,0,2,0,0,0.003373572,0,0.09204564,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MDA,Table Tennis,0,0,1,0,0,0,0,0,,,,80,74,2252,74,0,0,0,0.00044405
MDA,Weightlifting,0,0,1,0,0,0,0,0.248108364,0,0,0,240,241,3538,237,0,0,0,0.000282646
MDA,Wrestling,0,0,6,1,1,0,0,0.323337921,0,0,0,540,449,6294,451,0,0.002217295,0,0.000953289
MDV,Athletics,0,0,1,0,0,0.001125348,0,0.889084407,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
MDV,Badminton,0,0,1,0,0,0,0,0.170997862,0,0,0,76,70,1600,70,0,0,0,0.000625
MDV,Swimming,0,0,2,0,0,0,0,0.520069865,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MDV,Table Tennis,0,0,1,0,0,0,0,0,,,,80,74,2252,74,0,0,0,0.00044405
MEX,Archery,3,0,11,0,3,0.162252502,0,0.103076245,0,0,2,118,155,2433,140,0,0,0.025423729,0.004521167
MEX,Artistic Gymnastics,0,0,18,0,0,0.011201669,0,0.006816166,0,0,0,44,42,2169,42,0,0,0,0.008298755
MEX,Artistic Swimming,0,0,11,0,0,0,0,0.019777725,0,0,0,21,21,194,21,0,0,0,0.056701031
MEX,Athletics,0,0,20,0,0,0.001125348,0,0.209671939,0,0,0,1452,1500,38865,1477,0,0,0,0.000514602
MEX,Badminton,0,0,1,0,0,0,0,0.000943163,0,0,0,76,70,1600,70,0,0,0,0.000625
MEX,Boxing,0,0,3,1,1,0,0,0.227291074,0,0,1,493,278,5536,277,0,0.003610108,0,0.000541908
MEX,Canoe Slalom,0,0,2,0,0,0,0,0.00373568,0,0,0,10,10,226,10,0,0,0,0.008849558
MEX,Canoe Sprint,0,0,4,0,0,0,0,0,,,,44,42,628,42,0,0,0,0.006369427
MEX,Cycling Mountain Bike,0,0,2,0,0,0,0,0.010377731,0,0,0,4,3,133,4,0,0,0,0.015037594
MEX,Cycling Road,0,0,1,0,0,0,0,0.001415137,0,0,0,6,7,473,7,0,0,0,0.002114165
MEX,Cycling Track,0,0,9,0,0,0.004496448,0,0.006475586,0,0,0,56,56,710,56,0,0,0,0.012676056
MEX,Diving,1,0,11,2,3,0.159979788,0,0.343403968,0,0,2,167,166,2694,166,0,0.012048193,0.005988024,0.004083148
MEX,Equestrian,0,0,5,0,0,0.003376044,0,0.006283426,0,0,0,29,30,747,29,0,0,0,0.00669344
MEX,Fencing,0,0,1,0,0,0,0,0.044657809,0,0,0,626,654,9635,643,0,0,0,0.000103788
MEX,Golf,0,0,4,0,0,0,0,0.008424846,0,0,0,20,19,429,19,0,0,0,0.009324009
MEX,Judo,0,0,1,1,1,0,0,0.095411073,0,0,0,374,190,4122,190,0,0.005263158,0,0.000242601
MEX,Marathon Swimming,0,0,2,0,0,0,0,0.012801286,0,0,0,2,4,81,2,0,0,0,0.024691358
MEX,Modern Pentathlon,0,0,4,0,0,0,0,0.027100078,0,0,0,66,66,1623,66,0,0,0,0.002464572
MEX,Rhythmic Gymnastics,0,0,5,0,0,0,0,0.002004037,0,0,0,56,56,680,56,0,0,0,0.007352941
MEX,Rowing,0,0,3,0,0,0,0,0.013194896,0,0,0,1086,1074,8392,1073,0,0,0,0.000357483
MEX,Sailing,0,0,2,0,0,0,0,0.01288793,0,0,0,396,479,5947,444,0,0,0,0.000336304
MEX,Shooting,0,0,9,0,0,0.002250696,0,0.044639994,0,0,0,443,446,11244,447,0,0,0,0.000800427
MEX,Surfing,0,0,1,0,0,0,0,0,,,,4,4,76,4,0,0,0,0.013157895
MEX,Swimming,0,0,6,0,0,0.001125348,0,0.077491357,0,0,0,1096,1241,22946,1133,0,0,0,0.000261483
MEX,Table Tennis,0,0,2,0,0,0,0,0,,,,80,74,2252,74,0,0,0,0.000888099
MEX,Taekwondo,0,0,2,0,0,0,0,0.399897067,0,0,0,96,56,662,56,0,0,0,0.003021148
MEX,Triathlon,0,0,4,0,0,0.004501392,0,0.011187307,0,0,0,19,19,765,19,0,0,0,0.005228758
MEX,Weightlifting,0,0,1,0,0,0.079981078,0,0.112382366,0,0,1,240,241,3538,237,0,0,0,0.000282646
MEX,Wrestling,0,0,2,0,0,0,0,0.052474794,0,0,0,540,449,6294,451,0,0,0,0.000317763
MGL,Archery,0,0,1,0,0,0.002250696,0,0.03800779,0,0,0,118,155,2433,140,0,0,0,0.000411015
MGL,Athletics,0,0,3,0,0,0,0,0.01961088,0,0,0,1452,1500,38865,1477,0,0,0,7.72E-05
MGL,Boxing,0,0,2,0,0,0,0,0.770301155,0,0,0,493,278,5536,277,0,0,0,0.000361272
MGL,Cycling Road,0,0,2,0,0,0,0,0,,,,6,7,473,7,0,0,0,0.00422833
MGL,Judo,0,0,19,1,1,0.168973756,0,0.719913178,0,1,2,374,190,4122,190,0,0.005263158,0,0.004609413
MGL,Shooting,0,0,8,0,0,0.006747144,0,0.150361375,0,0,0,443,446,11244,447,0,0,0,0.000711491
MGL,Swimming,0,0,2,0,0,0,0,0.008799834,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MGL,Weightlifting,0,0,1,0,0,0,0,0.01644089,0,0,0,240,241,3538,237,0,0,0,0.000282646
MGL,Wrestling,0,0,9,0,0,0.079981078,0,0.444055193,0,0,1,540,449,6294,451,0,0,0,0.001429933
MHL,Athletics,0,0,1,0,0,0,0,0,,,,1452,1500,38865,1477,0,0,0,2.57E-05
MHL,Swimming,0,0,2,0,0,0.001125348,0,0.624457237,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MHL,Weightlifting,0,0,1,0,0,0,0,0,,,,240,241,3538,237,0,0,0,0.000282646
MKD,Athletics,0,0,1,0,0,0,0,0.025785708,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
MKD,Judo,0,0,1,0,0,0,0,0.006393111,0,0,0,374,190,4122,190,0,0,0,0.000242601
MKD,Shooting,0,0,1,0,0,0,0,0.019647349,0,0,0,443,446,11244,447,0,0,0,8.89E-05
MKD,Swimming,0,0,1,0,0,0,0,0.072541768,0,0,0,1096,1241,22946,1133,0,0,0,4.36E-05
MKD,Taekwondo,0,0,1,0,0,0.086140832,0,0.536152111,0,1,0,96,56,662,56,0,0,0,0.001510574
MKD,Wrestling,0,0,1,0,0,0,0,0.487309012,0,0,0,540,449,6294,451,0,0,0,0.000158881
MLI,Athletics,0,0,1,0,0,0,0,0.441256864,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
MLI,Boxing,0,0,1,0,0,0,0,0,,,,493,278,5536,277,0,0,0,0.000180636
MLI,Football,0,0,19,0,0,0,0,0,,,,626,601,6079,600,0,0,0,0.003125514
MLI,Swimming,0,0,2,0,0,0,0,0.142868993,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MLI,Taekwondo,0,0,1,0,0,0,0,0.576071025,0,0,0,96,56,662,56,0,0,0,0.001510574
MLT,Athletics,0,0,1,0,0,0,0,0.439454142,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
MLT,Judo,0,0,1,0,0,0,0,0,,,,374,190,4122,190,0,0,0,0.000242601
MLT,Shooting,0,0,1,0,0,0.003368633,0,0.547988884,0,0,0,443,446,11244,447,0,0,0,8.89E-05
MLT,Swimming,0,0,2,0,0,0.003373572,0,0.433400873,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MNE,Athletics,0,0,1,0,0,0.002248224,0,0.013401149,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
MNE,Boxing,0,0,1,0,0,0,0,0,,,,493,278,5536,277,0,0,0,0.000180636
MNE,Sailing,0,0,1,0,0,0,0,0.00580821,0,0,0,396,479,5947,444,0,0,0,0.000168152
MNE,Swimming,0,0,2,0,0,0,0,0.009633001,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MNE,Tennis,0,0,1,0,0,0,0,0,,,,144,122,3058,122,0,0,0,0.000327011
MNE,Water Polo,0,0,13,0,0,0,0,0.185001827,0,0,0,412,402,3205,399,0,0,0,0.004056162
MON,Athletics,0,0,1,0,0,0,0,0.027307704,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
MON,Judo,0,0,1,0,0,0,0,0.02345652,0,0,0,374,190,4122,190,0,0,0,0.000242601
MON,Marathon Swimming,0,0,1,0,0,0,0,0,,,,2,4,81,2,0,0,0,0.012345679
MON,Rowing,0,0,1,0,0,0,0,0.015090825,0,0,0,1086,1074,8392,1073,0,0,0,0.000119161
MON,Swimming,0,0,1,0,0,0,0,0.024234898,0,0,0,1096,1241,22946,1133,0,0,0,4.36E-05
MON,Table Tennis,0,0,1,0,0,0,0,0.006787755,0,0,0,80,74,2252,74,0,0,0,0.00044405
MOZ,Athletics,0,0,1,0,0,0,0,0.998352918,0,0,0,1452,1500,38865,1477,0,0,0,2.57E-05
MOZ,Boxing,0,0,2,0,0,0,0,0.016590109,0,0,0,493,278,5536,277,0,0,0,0.000361272
MOZ,Judo,0,0,1,0,0,0,0,0.008402831,0,0,0,374,190,4122,190,0,0,0,0.000242601
MOZ,Sailing,0,0,1,0,0,0,0,0.006189583,0,0,0,396,479,5947,444,0,0,0,0.000168152
MOZ,Swimming,0,0,2,0,0,0.001125348,0,0.062486,0,0,0,1096,1241,22946,1133,0,0,0,8.72E-05
MRI,Athletics,0,0,2,0,0,0,0,0.073888668,0,0,0,1452,1500,38865,1477,0,0,0,5.15E-05
MRI,Badminton,0,0,2,0,0,0,0,0.103186085,0,0,0,76,70,1600,70,0,0,0,0.00125
MRI,Cycling Road,0,0,2,0,0,0,0,0,,,,6,7,473,7,0,0,0,0.00422833
MRI,Judo,0,0,1,0,0,0,0,0.013310017,0,0,0,374,190,4122,190,0,0,0,0.000242601
MRI,Sailing,0,0,2,0,0,0,0,0,,,,396,479,5947,444,0,0,0,0.000336304
