Name,NOC,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals
Darko Ivanovi,SRB,0,0,0,0
Darko Jorgic,SLO,0,0,0,0
Darko Jurii,CRO,0,0,0,0
Darko Majstorovi,YUG,0,0,0,0
Darko Naseski,MKD,0,0,0,0
Darko Niavi,YUG,0,0,0,0
Darko Pesic,MNE,0,0,0,0
Darko Planini,CRO,0,0,0,0
Darko Radomirovi,SCG,0,0,0,0
Darko Stani,SRB,0,0,0,0
Darko Zibar,YUG,0,0,0,0
Darlan Ferreira,BRA,0,0,0,0
Darlan Romani,BRA,0,0,0,0
Darlene Stoyka,CAN,0,0,0,0
Darlenis Mulato,COL,0,0,0,0
Darley Ballesta,COL,0,0,0,0
Darly Paula,BRA,0,0,0,0
Darly Paula,ESP,0,0,0,0
Darly Zoqbi,ESP,0,0,0,0
Darnell Hall,USA,1,1,0,0
Daro Aguilar,ARG,0,0,0,0
Daro Amaral,BRA,0,0,0,0
Daro Lecman,ARG,0,0,0,0
Daro Siviski,ARG,0,0,0,0
Darold Williamson,USA,1,1,0,0
Daron Kirkreit,USA,0,0,0,0
Darragh Greene,IRL,0,0,0,0
Darragh Kenny,IRL,0,0,0,0
Darrall Imhoff,USA,1,1,0,0
Darrel Brown,TTO,0,0,0,0
Darrel Castillo,GUA,0,0,0,0
Darrell Hill,USA,0,0,0,0
Darrell Pace,USA,3,2,1,0
Darrell Vreugdenhil,USA,0,0,0,0
Darrell Wesh,HAI,0,0,0,0
Darrelle Valsaint,HAI,0,0,0,0
Darren Balmforth,AUS,1,0,1,0
Darren Barber,CAN,1,1,0,0
Darren Braithwaite,GBR,0,0,0,0
Darren Bundock,AUS,2,0,2,0
Darren Cahill,AUS,0,0,0,0
Darren Campbell,GBR,2,1,1,0
Darren Chiacchia,USA,1,0,0,1
Darren Clark,AUS,0,0,0,0
Darren Dreifort,USA,0,0,0,0
Darren Fagan,AUS,0,0,0,0
Darren Gilford,MLT,0,0,0,0
Darren Hall,GBR,0,0,0,0
Darren Lange,AUS,0,0,0,0
Darren Lawson,AUS,0,0,0,0
Darren Mckenzie-potter,NZL,0,0,0,0
Darren Mew,GBR,0,0,0,0
Darren Murray,RSA,0,0,0,0
Darren O'neill,IRL,0,0,0,0
Darren Obah,AUS,0,0,0,0
Darren Smith,AUS,0,0,0,0
Darren Smith,NZL,0,0,0,0
Darren Sutherland,IRL,1,0,0,1
Darren Ward,CAN,0,0,0,0
Darrick Bollinger,GUM,0,0,0,0
Darrick Heath,USA,0,0,0,0
Darrin Plab,USA,0,0,0,0
Darryl Cronje,RSA,0,0,0,0
Darryl D'souza,IND,0,0,0,0
Darryl Fitzgerald,NZL,0,0,0,0
Darryl Gonsalves,RSA,0,0,0,0
Darryl Mccormack,AUS,0,0,0,0
Darryl Norwood,AUS,0,0,0,0
Darryl Pearce,AUS,0,0,0,0
Darryl Sullivan,USA,0,0,0,0
Darryl Webster,GBR,0,0,0,0
Darryl Wohlsen,AUS,0,0,0,0
Darryl Yung,CAN,0,0,0,0
Darryn Anthony,RSA,0,0,0,0
Darryn Gallagher,RSA,0,0,0,0
Darryn Hill,AUS,1,0,0,1
Darryn Smith,RSA,0,0,0,0
Darshan Kular,IND,1,1,0,0
Darshan Mondal,IND,0,0,0,0
Darvin Edwards,LCA,0,0,0,0
Darvin Ramrez,MEX,1,1,0,0
Darvis Patton,USA,1,0,1,0
Darwin Discua,HON,0,0,0,0
Darwin Kaminski,URU,0,0,0,0
Darwin Pieyra,URU,0,0,0,0
Dary Dasuda,NIG,0,0,0,0
Dary Oliveira,BRA,0,0,0,0
Darya (-popova),RUS,0,0,0,0
Darya Chikunova,RUS,0,0,0,0
Darya Chuprys,AIN,0,0,0,0
Darya Deyeva,RUS,0,0,0,0
Darya Dmitriyeva,RUS,2,1,1,0
Darya Kasatkina,RUS,0,0,0,0
Darya Klishina,ROC,0,0,0,0
Darya Klishina,RUS,0,0,0,0
Darya Korobova,RUS,1,1,0,0
Darya Kustova,BLR,0,0,0,0
Darya Malygina,RUS,0,0,0,0
Darya Maslova,KGZ,0,0,0,0
Darya Mullakayeva,RUS,0,0,0,0
Darya Mykhaylova,UKR,0,0,0,0
Darya Naumava,BLR,0,0,0,0
Darya Naumova,BLR,1,0,1,0
Darya Parshina,RUS,0,0,0,0
Darya Pchelnik,BLR,0,0,0,0
Darya Pishchalnikova,RUS,1,0,1,0
Darya Pochobut,BLR,0,0,0,0
Darya Reznichenko,UZB,0,0,0,0
Darya Romenskaya,BLR,0,0,0,0
Darya Semyonova,TKM,0,0,0,0
Darya Shkurikhina,RUS,1,1,0,0
Darya Shmelyova,RUS,1,0,1,0
Darya Singh,IND,0,0,0,0
Darya Skrypnik,BLR,0,0,0,0
Darya Sorokina,AZE,0,0,0,0
Darya Spiridonova,RUS,1,0,1,0
Darya Talanova,KGZ,0,0,0,0
Darya Ustinova,RUS,0,0,0,0
Darya Vdovina,RUS,0,0,0,0
Daryl Bultor,FRA,1,1,0,0
Daryl Cohen,AUS,0,0,0,0
Daryl Homer,USA,1,0,1,0
Daryl Impey,RSA,0,0,0,0
Daryl Joseph,ANT,0,0,0,0
Daryl Macdonald,CAN,0,0,0,0
Daryl Perkins,AUS,0,0,0,0
Daryl Skilling,CAN,0,0,0,0
Daryl Sturdy,CAN,0,0,0,0
Daryl Szarenski,USA,0,0,0,0
Daryll Neita,GBR,3,0,1,2
Daryn Wright,USA,0,0,0,0
Daryna Duda,UKR,0,0,0,0
Daryna Pikuleva,BLR,0,0,0,0
Daryna Shytko-tykhova,UKR,0,0,0,0
Daryna Stepaniuk,UKR,0,0,0,0
Daryna Verkhogliad,UKR,0,0,0,0
Daryna Verkhohliad,UKR,0,0,0,0
Daryna Yushko,UKR,0,0,0,0
Daryna Zevina,UKR,0,0,0,0
Daryna Zhoba,UKR,0,0,0,0
Dashdendeviin Makhashiri,MGL,0,0,0,0
Dashdorjiin Tserentogtokh,MGL,0,0,0,0
Dashgombyn Battulga,MGL,0,0,0,0
Dashjamtsyn Mnkhbat,MGL,0,0,0,0
Dashjamtsyn Tmrbaatar,MGL,0,0,0,0
Dashnyamyn Olzvoi,MGL,0,0,0,0
Dashnyamyn Tmr-ochir,MGL,0,0,0,0
Dashtserengiin Saintsetseg,MGL,0,0,0,0
Dashzevgiin Ariunaa,MGL,0,0,0,0
Dashzevgiin Namjilmaa,MGL,0,0,0,0
Dasrangiin Myagmar,MGL,0,0,0,0
Dathan Ritzenhein,USA,0,0,0,0
Dattu Bhokanal,IND,0,0,0,0
Daud Ibrahim,MAS,0,0,0,0
Dauda Izobo,NGR,0,0,0,0
Daugirdas Emiotas,LTU,0,0,0,0
Daugvinas Zujus,LTU,0,0,0,0
Daulet Niyazbekov,KAZ,0,0,0,0
Daulet Shabanbay,KAZ,0,0,0,0
Daulet Turlykhanov,EUN,1,0,0,1
Daulet Turlykhanov,KAZ,0,0,0,0
Daulet Turlykhanov,URS,1,0,1,0
Dauletkeldi Zhangbyrbay,KAZ,0,0,0,0
Daundre Barnaby,CAN,0,0,0,0
Dauren Kurugliev,GRE,1,0,0,1
Dauren Zhumagaziyev,KAZ,0,0,0,0
Davaadorjiin Tmrkhleg,MGL,0,0,0,0
Davaakhuu Enkhtaivan,MGL,0,0,0,0
Davaanasan Enkh,MGL,0,0,0,0
Davaasambuugiin Dorjbat,MGL,0,0,0,0
Davaasrengiin Oyuuntuyaa,MGL,0,0,0,0
Davaasukhiin Otgontsetseg,MGL,0,0,0,0
Davendra Singh,FIJ,0,0,0,0
Davian Clarke,JAM,1,0,0,1
David (-izon),NGR,1,0,1,0
David Abbott,USA,0,0,0,0
David Abibssira,FRA,0,0,0,0
David Abraham,HON,0,0,0,0
David Abrard,FRA,0,0,0,0
David Acfield,GBR,0,0,0,0
David Adams,RSA,0,0,0,0
David Adiele,NGR,0,0,0,0
David Agramonte,CUB,0,0,0,0
David Ahman,SWE,1,1,0,0
David Ain,CRO,1,0,1,0
David Albritton,USA,1,0,1,0
David Alcoriza,USA,0,0,0,0
David Alegre,ESP,0,0,0,0
David Alerte,FRA,0,0,0,0
David Aliqus,ESP,1,0,1,0
David Allen,GBR,0,0,0,0
David Ambler,GBR,1,0,0,1
David Ames,GBR,0,0,0,0
David Andersen,AUS,0,0,0,0
David Anderson,AUS,1,0,0,1
David Anderson,CAN,1,0,1,0
David Anderson,GBR,0,0,0,0
David Anear,AUS,0,0,0,0
David Anyim,KEN,0,0,0,0
David Archer,GBR,0,0,0,0
David Armstrong,USA,0,0,0,0
David Ashby,FIJ,0,0,0,0
David Ashleigh,USA,0,0,0,0
David Aspin,NZL,0,0,0,0
David Attan,KEN,0,0,0,0
David Auble,USA,0,0,0,0
David Aubry,FRA,0,0,0,0
David Avila,COL,0,0,0,0
David Ayrapetyan,RUS,1,0,0,1
David Baan,NED,0,0,0,0
David Baidet,FRA,0,0,0,0
David Bailey,CAN,0,0,0,0
David Baker,GBR,0,0,0,0
David Balp,FRA,0,0,0,0
David Bamford,AUS,0,0,0,0
David Banks,USA,0,0,0,0
David Barker,GBR,0,0,0,0
David Barlow,AUS,0,0,0,0
David Barnes,AUS,0,0,0,0
David Bdard,CAN,0,0,0,0
David Beard,AUS,0,0,0,0
David Bedford,GBR,0,0,0,0
David Belcher,AUS,0,0,0,0
David Bell,AUS,1,0,1,0
David Belyavskiy,ROC,1,1,0,0
David Belyavsky,RUS,2,0,1,1
David Berger,ISR,0,0,0,0
David Bergman,NED,0,0,0,0
David Berkoff,USA,4,2,1,1
David Betlehem,HUN,0,0,0,0
David Bigham,GBR,0,0,0,0
David Bingham,AUS,0,0,0,0
David Biosca,ESP,1,0,1,0
David Bissett,CAN,0,0,0,0
David Black,GBR,0,0,0,0
David Bloomfield,CAN,0,0,0,0
David Bofill,ESP,2,0,0,2
David Bolen,USA,0,0,0,0
David Boll,USA,0,0,0,0
David Bond,GBR,1,1,0,0
David Borra,AND,0,0,0,0
David Boudia,USA,4,1,1,2
David Boui,CAF,0,0,0,0
David Boulanger,FRA,0,0,0,0
David Bowker,GBR,1,0,1,0
David Boyes,CAN,1,0,1,0
David Boykett,AUS,1,0,0,1
David Brandl,AUT,0,0,0,0
David Bratton,USA,1,1,0,0
David Brawn,GUA,0,0,0,0
David Brcic,USA,0,0,0,0
David Bright,USA,0,0,0,0
David Brink,USA,0,0,0,0
David Brinton,USA,0,0,0,0
David Brisseault,FRA,0,0,0,0
David Brodie,GBR,1,0,1,0
David Broome,GBR,2,0,0,2
David Brown,USA,1,1,0,0
David Brumwell,CAN,0,0,0,0
David Bryan-jones,GBR,0,0,0,0
David Brydon,NZL,0,0,0,0
David Buenache,ESP,0,0,0,0
David Burghley,GBR,2,1,1,0
David Burke,GBR,0,0,0,0
David Burnford,GBR,0,0,0,0
David Burrows,IRL,0,0,0,0
David Butler,USA,0,0,0,0
David Calder,CAN,1,0,1,0
David Caldwell,USA,0,0,0,0
David Callender,GBR,0,0,0,0
David Camacho,MEX,0,0,0,0
David Cameron,AUS,0,0,0,0
David Campbell,CAN,0,0,0,0
David Campbell-james,GBR,0,0,0,0
David Carney,AUS,0,0,0,0
David Carry,GBR,0,0,0,0
David Carstens,RSA,1,1,0,0
David Carter,CAN,0,0,0,0
David Carver,MRI,0,0,0,0
David Castro,BRA,0,0,0,0
David Chabala,ZAM,0,0,0,0
David Chapman,AUS,0,0,0,0
David Chapman,GBR,0,0,0,0
David Chauner,USA,0,0,0,0
David Chaussinand,FRA,0,0,0,0
David Chelule,KEN,0,0,0,0
David Chettle,AUS,0,0,0,0
David Churchill,CAN,0,0,0,0
David Clark,USA,1,0,1,0
David Clift,GBR,0,0,0,0
David Cmara,ESP,1,0,0,1
David Cocker,NZL,0,0,0,0
David Colff,BOT,0,0,0,0
David Collins,USA,1,0,0,1
David Colvin,AUS,0,0,0,0
David Condon,GBR,0,0,0,0
David Connor,AUS,0,0,0,0
David Cook,GBR,0,0,0,0
David Cooper,AUS,0,0,0,0
David Corrente,CAN,0,0,0,0
David Corts,CHI,1,0,0,1
David Cox,GBR,0,0,0,0
David Crawshay,AUS,1,1,0,0
David Cropper,GBR,0,0,0,0
David Cruz,PUR,0,0,0,0
David Cuevas,MEX,0,0,0,0
David Culbert,AUS,0,0,0,0
David Cummings,CAN,0,0,0,0
David Cummings,GBR,0,0,0,0
David Cummins,IRL,0,0,0,0
David Cunningham,AUS,0,0,0,0
David Daniels,CAN,0,0,0,0
David Davidson,CAN,0,0,0,0
David Davies,GBR,2,0,1,1
David Dawnay,GBR,1,0,1,0
David Dear,GBR,0,0,0,0
David Defiagbon,CAN,1,0,1,0
David Defiagbon,NGR,0,0,0,0
David Degraaf,USA,0,0,0,0
David Dennis,AUS,0,0,0,0
David Dias,ANG,0,0,0,0
David Diaz,USA,0,0,0,0
David Dibben,CAY,0,0,0,0
David Dickson,AUS,3,0,0,3
David Douglas,AUS,1,0,1,0
David Douillet,FRA,3,2,0,1
David Dower,GBR,0,0,0,0
David Doyle,AUS,0,0,0,0
David Drury,GBR,0,0,0,0
David Dunlap,USA,1,1,0,0
David Dunlop,GBR,1,1,0,0
David Dunne,GBR,1,0,0,1
David Echalecu,ESP,1,1,0,0
David Edgar,USA,1,1,0,0
David Edge,CAN,0,0,0,0
David Edstrom,USA,0,0,0,0
David Edwards,AUS,0,0,0,0
David Ejoke,NGR,0,0,0,0
David Ellis,CAN,0,0,0,0
David England,AUS,0,0,0,0
David Ern,ESP,0,0,0,0
David Espinoza,CHI,1,0,0,1
David Evans,GBR,0,0,0,0
David Everett,USA,0,0,0,0
David Fairbank,USA,2,2,0,0
David Fall,USA,1,0,1,0
David Farfan,TTO,0,0,0,0
David Farinango,ECU,0,0,0,0
David Faulkner,GBR,1,1,0,0
David Fellows,USA,0,0,0,0
David Ferguson,AUS,0,0,0,0
David Fernandes,POR,0,0,0,0
David Fiegen,LUX,0,0,0,0
David Figueroa,ESP,5,1,4,0
David Fitzsimons,AUS,0,0,0,0
David Florence,GBR,3,0,3,0
David Forbes,AUS,1,1,0,0
David Ford,CAN,0,0,0,0
David Foster,IRL,0,0,0,0
David Fox,USA,1,1,0,0
David Francia,ITA,0,0,0,0
David Freeman,PUR,0,0,0,0
David Frost,CAN,0,0,0,0
David Garca,ESP,0,0,0,0
David Garcia,ESP,0,0,0,0
David Gaudu,FRA,0,0,0,0
David Gelder,ISR,0,0,0,0
David Genserowski,GER,0,0,0,0
David George,RSA,0,0,0,0
David Gerchik,ISR,0,0,0,0
David Gerrard,NZL,0,0,0,0
David Ghilchik,GBR,0,0,0,0
David Giles,AUS,1,0,0,1
David Gillick,IRL,0,0,0,0
David Gillow,ZIM,0,0,0,0
David Gilman,USA,0,0,0,0
David Goffin,BEL,0,0,0,0
David Goldsmith,NZL,0,0,0,0
David Gonzalez,AUS,0,0,0,0
David Gonzlez,ESP,0,0,0,0
David Goodfield,GBR,0,0,0,0
David Gourlay,AUS,0,0,0,0
David Gracie,GBR,0,0,0,0
David Graf,GER,0,0,0,0
David Graf,SUI,0,0,0,0
David Gray,IRL,0,0,0,0
David Green,AUS,1,1,0,0
David Greene,GBR,0,0,0,0
David Griffin,CAN,0,0,0,0
David Griffiths,GBR,0,0,0,0
David Griman,VEN,0,0,0,0
David Grindley,GBR,1,0,0,1
David Grogan,GBR,0,0,0,0
David Grogono,CAY,0,0,0,0
David Grundy,NZL,0,0,0,0
David Gruspan,MEX,0,0,0,0
David Grylls,USA,1,0,1,0
David Guerra,HON,0,0,0,0
David Guest,AUS,1,0,0,1
David Guiney,IRL,0,0,0,0
David Guttman,SWE,0,0,0,0
David Hacker,GBR,0,0,0,0
David Hackford,GBR,0,0,0,0
David Haig-thomas,GBR,0,0,0,0
David Hall,USA,1,0,0,1
David Haller,GBR,0,0,0,0
David Halpern,USA,0,0,0,0
David Hammond,USA,2,0,2,0
David Hancock,GBR,0,0,0,0
David Handley,GBR,0,0,0,0
David Harmon,IRL,0,0,0,0
David Hart,CAN,0,0,0,0
David Harte,IRL,0,0,0,0
David Harvey,KEN,0,0,0,0
David Hausmann,GER,0,0,0,0
David Hauss,FRA,0,0,0,0
David Hawkins,AUS,0,0,0,0
David Hazewinkel,USA,0,0,0,0
David Hearn,CAN,0,0,0,0
David Hearn,USA,0,0,0,0
David Heinbuch,CAN,0,0,0,0
David Helliwell,CAN,1,0,1,0
David Hembrow,GBR,0,0,0,0
David Hemery,GBR,3,1,1,1
David Herman,USA,0,0,0,0
David Hernndez,MEX,0,0,0,0
David Hesser,USA,1,1,0,0
David Hibberd,RSA,0,0,0,0
David Hidalgo,PAN,0,0,0,0
David Higgins,USA,0,0,0,0
David Hill,CAN,0,0,0,0
David Hohl,CAN,0,0,0,0
David Holderbach,FRA,0,0,0,0
David Hollister,AUS,0,0,0,0
David Holt,GBR,0,0,0,0
David Holy,CZE,0,0,0,0
David Howard,CAN,0,0,0,0
David Howlett,GBR,0,0,0,0
David Hrckulak,CZE,0,0,0,0
David Huddleston,BUL,0,0,0,0
David Hudson,RSA,0,0,0,0
David Hughes,USA,0,0,0,0
David Humble,CAN,0,0,0,0
David Humphreys,AUS,0,0,0,0
David Hunt,GBR,1,0,1,0
David Hunt,RSA,0,0,0,0
David Hurtado,ECU,0,0,0,0
David Hussl,AUT,0,0,0,0
David Hynes,AUS,0,0,0,0
David Ii,PUR,0,0,0,0
David Iii,USA,1,0,0,1
David Ilariani,GEO,0,0,0,0
David Iornos,NCA,0,0,0,0
David Jackson,NZL,0,0,0,0
David Jackson,UGA,0,0,0,0
David Jackson,USA,0,0,0,0
David Jacobs,GBR,1,1,0,0
David James,USA,0,0,0,0
David Jelinek,CZE,0,0,0,0
David Jenkins,GBR,1,0,1,0
David Jennens,GBR,0,0,0,0
David Jessen,CZE,0,0,0,0
David Jirka,CZE,1,0,1,0
David Johnson,CAN,0,0,0,0
David Johnson,USA,3,2,0,1
David Johnston,USA,0,0,0,0
David Jones,AUS,0,0,0,0
David Jones,CAN,0,0,0,0
David Jones,GBR,1,0,0,1
David Jones,ISV,0,0,0,0
David Joyce,IRL,0,0,0,0
David Jr.,CAN,0,0,0,0
David Jr.,USA,1,1,0,0
David Juarez,USA,0,0,0,0
David Kaci,ALG,0,0,0,0
David Kamau,KEN,0,0,0,0
David Kannemeyer,RSA,0,0,0,0
David Karako,ISR,0,0,0,0
David Karasek,SUI,0,0,0,0
David Katoatau,KIR,0,0,0,0
David Kavelasvili,GRE,0,0,0,0
David Keita,MLI,0,0,0,0
David Kelly,BAH,0,0,0,0
David Kelly,ISV,0,0,0,0
David Kendziera,USA,0,0,0,0
David Kenny,IRL,0,0,0,0
David Kibet,KEN,0,0,0,0
David Kikuchi,CAN,0,0,0,0
David Kimmons,USA,0,0,0,0
David King,GBR,0,0,0,0
David Kiptoo,KEN,0,0,0,0
David Kirkwood,USA,1,0,1,0
David Kirui,KEN,0,0,0,0
David Kitchen,RSA,0,0,0,0
David Kitur,KEN,0,0,0,0
David Klammert,CZE,0,0,0,0
David Klemperer,GER,0,0,0,0
David Kneeland,USA,0,0,0,0
David Kolehmainen,FIN,0,0,0,0
David Kopiva,CZE,1,0,1,0
David Kosoof,NZL,0,0,0,0
David Kosteleck,CZE,1,1,0,0
David Kostelecky,CZE,1,0,1,0
David Kouassi,CIV,0,0,0,0
David Kowah,SLE,0,0,0,0
David Krmpotich,USA,1,0,1,0
David Kuiper,NED,0,0,0,0
David Kushnir,ISR,0,0,0,0
David Laguna,ESP,0,0,0,0
David Lamai,KEN,0,0,0,0
David Langon,USA,0,0,0,0
David Larmour,IRL,0,0,0,0
David Larose,FRA,0,0,0,0
David Larson,USA,1,1,0,0
David Laut,USA,1,0,0,1
David Leach,CAN,0,0,0,0
David Lean,AUS,1,0,1,0
David Leblanc,FRA,0,0,0,0
David Lee,CAN,0,0,0,0
David Lee,USA,2,1,0,1
David Legrand,FRA,0,0,0,0
David Leigh,GBR,0,0,0,0
David Lemon,GBR,0,0,0,0
David Leon,VEN,0,0,0,0
David Lettieri,USA,0,0,0,0
David Lewis,GBR,0,0,0,0
David Liebenberg,USA,0,0,0,0
David Lindsay,NZL,0,0,0,0
David Lindstrom,NZL,0,0,0,0
David Lingmerth,SWE,0,0,0,0
David Liti,NZL,0,0,0,0
David Littell,USA,0,0,0,0
David Litvinov,ISR,0,0,0,0
David Llorente,ESP,0,0,0,0
David Lloyd,GBR,0,0,0,0
David Lodge,GBR,0,0,0,0
David Long,GBR,0,0,0,0
David Lord,RSA,0,0,0,0
David Losonczi,HUN,0,0,0,0
David Lowe,GBR,1,0,0,1
David Lozano,ESP,0,0,0,0
David Lpez,ESP,0,0,0,0
David Luckes,GBR,0,0,0,0
David Luis,ESP,0,0,0,0
David Lukuba,TAN,0,0,0,0
David Lurie,USA,0,0,0,0
David Lvarez,PER,0,0,0,0
David Lyons,USA,1,1,0,0
David Macdonald,CAN,2,0,1,1
David Mackay,NZL,0,0,0,0
David Macklin,GBR,0,0,0,0
David Maggard,USA,0,0,0,0
David Maia,POR,0,0,0,0
David Maina,KEN,0,0,0,0
David Malone,IRL,0,0,0,0
David Mann,CAN,0,0,0,0
David Marcus,CAN,0,0,0,0
David Maree,RSA,0,0,0,0
David Marsh,GBR,0,0,0,0
David Martin,FRA,0,0,0,0
David Martin,GUM,0,0,0,0
David Martinetti,SUI,0,0,0,0
David Martnez,ESP,0,0,0,0
David Martnez,HON,0,0,0,0
David Matam,FRA,0,0,0,0
David Matthews,IRL,0,0,0,0
David Maxwell,GBR,1,0,1,0
David Mayor,USA,0,0,0,0
David Mccann,IRL,0,0,0,0
David Mccleave,GBR,0,0,0,0
David Mcconish,MEX,0,0,0,0
David Mcfaull,USA,1,0,1,0
David Mcgill,CAN,0,0,0,0
David Mcgowan,AUS,0,0,0,0
David Mcgowan,USA,0,0,0,0
David Mcgregor,GBR,0,0,0,0
David Mckay,CAN,0,0,0,0
David Mckenzie,AUS,0,0,0,0
David Mckenzie,NZL,0,0,0,0
David Mckeon,AUS,0,0,0,0
David Mckienzie,USA,0,0,0,0
David Mclellan,CAN,0,0,0,0
David Mcmackon,CAN,1,0,1,0
David Mcmanus,IRL,0,0,0,0
David Mcmichael,USA,0,0,0,0
David Mcneill,AUS,0,0,0,0
David Meineke,RSA,0,0,0,0
David Mercer,GBR,1,0,0,1
David Merwin,USA,0,0,0,0
David Mesquita,NED,0,0,0,0
David Meyrick,GBR,1,0,1,0
David Micahnik,USA,0,0,0,0
David Miklavi,SLO,0,0,0,0
David Millar,GBR,0,0,0,0
David Miller,CAN,1,0,0,1
David Milne,ZIM,0,0,0,0
David Miranda,ESA,0,0,0,0
David Mitchell,AUS,0,0,0,0
David Mitchell,GBR,0,0,0,0
David Mitchell,USA,0,0,0,0
David Moorcroft,GBR,0,0,0,0
David Moore,AUS,0,0,0,0
David Moore,USA,0,0,0,0
David Moret,SUI,0,0,0,0
David Morgan,AUS,1,0,0,1
David Morgan,GBR,0,0,0,0
David Moriaud,SUI,0,0,0,0
David Morley,BAH,0,0,0,0
David Mulica,USA,0,0,0,0
David Munson,USA,1,1,0,0
David Murray,GBR,0,0,0,0
David Musubes,RUS,1,1,0,0
David Musubes,SVK,1,0,0,1
David Mwaba,TAN,0,0,0,0
David Nagy,HUN,1,1,0,0
David Nalbandian,ARG,0,0,0,0
David Nata,ZAM,0,0,0,0
David Nathan,AUS,0,0,0,0
David Neesham,AUS,0,0,0,0
David Nepomuceno,PHI,0,0,0,0
David Neville,USA,2,1,0,1
David Ngel,MEX,0,0,0,0
David Ngodiga,NGR,0,0,0,0
David Nilsson,AUS,1,0,1,0
David Njitock,CMR,0,0,0,0
David Nkoua,CGO,0,0,0,0
David Nolting,ARG,0,0,0,0
David Noon,GBR,0,0,0,0
David Norris,AUS,0,0,0,0
David Norris,NZL,0,0,0,0
David Nyika,NZL,1,0,0,1
David O'brien,GBR,0,0,0,0
David O'brien,IRL,0,0,0,0
David O'connor,USA,3,1,1,1
David O'loughlin,IRL,0,0,0,0
David Obernosterer,AUT,0,0,0,0
David Odwell,GBR,0,0,0,0
David Ogden,GBR,0,0,0,0
David Oleme,CMR,0,0,0,0
David Oliver,USA,1,0,0,1
David Olsson,SWE,1,0,1,0
David Orbell,AUS,0,0,0,0
David Ortega,COL,0,0,0,0
David Ottley,GBR,1,0,1,0
David Overton,CAN,0,0,0,0
David Palacios,ESP,0,0,0,0
David Paloma,ESP,0,0,0,0
David Parker,GBR,0,0,0,0
David Parrington,ZIM,0,0,0,0
David Pasqualucci,ITA,0,0,0,0
David Patrick,USA,0,0,0,0
David Patros,FRA,0,0,0,0
David Payne,USA,1,0,1,0
David Paz,ESP,0,0,0,0
David Peltier,BAR,0,0,0,0
David Penfold,NZL,0,0,0,0
David Pereyra,BOL,0,0,0,0
David Perkowski,USA,0,0,0,0
David Petherbridge,GBR,0,0,0,0
David Phillips,NZL,0,0,0,0
David Philp,FIJ,0,0,0,0
David Pichler,USA,0,0,0,0
David Pink,GBR,0,0,0,0
David Pitarch,ESP,0,0,0,0
David Plessis,RSA,0,0,0,0
David Plummer,USA,2,1,0,1
David Pogosian,GEO,0,0,0,0
David Popejoy,USA,0,0,0,0
David Popovici,ROU,2,1,0,1
David Porter,AUS,0,0,0,0
David Powell,AUS,0,0,0,0
David Power,AUS,1,0,0,1
David Price,GBR,1,0,0,1
David Priestley,GBR,0,0,0,0
David Prinosil,GER,1,0,0,1
David Puig,ESP,0,0,0,0
David Purcell,ESP,1,0,0,1
David Quintana,ESP,0,0,0,0
David Radcliffe,USA,0,0,0,0
David Ramage,AUS,0,0,0,0
David Raum,GER,0,0,0,0
David Reid,USA,1,1,0,0
David Reilly,GBR,1,0,1,0
David Rhoads,USA,0,0,0,0
David Rhodes,AUS,0,0,0,0
David Ricketts,GBR,1,0,0,1
David Rigert,URS,1,1,0,0
David Rikl,CZE,0,0,0,0
David Rissik,RSA,0,0,0,0
David Roberts,USA,1,0,0,1
David Robertson,GBR,1,0,0,1
David Robertson,USA,1,0,1,0
David Robinson,USA,3,2,0,1
David Rodger,NZL,1,0,0,1
David Rodrguez,CUB,0,0,0,0
David Rollandini,ITA,0,0,0,0
David Rollinson,GBR,0,0,0,0
David Romann,FRA,0,0,0,0
David Romansky,USA,0,0,0,0
David Romero,ESP,0,0,0,0
David Ros,MEX,1,0,0,1
David Rosa,POR,0,0,0,0
David Ross,CAN,0,0,0,0
David Rotich,KEN,0,0,0,0
David Rowe,GBR,0,0,0,0
David Rudisha,KEN,2,2,0,0
David Ruff,USA,0,0,0,0
David Ruiz,PUR,0,0,0,0
David Rumbutis,SWE,0,0,0,0
David Ryder,IRL,0,0,0,0
David Saad,LIB,0,0,0,0
David Saldadze,UKR,1,0,1,0
David Saldadze,UZB,0,0,0,0
David Sanchez,ESP,0,0,0,0
David Santee,USA,0,0,0,0
David Saunders,USA,2,2,0,0
David Savage,GBR,0,0,0,0
David Sawyer,USA,0,0,0,0
David Sawyerr,SLE,0,0,0,0
David Scarfe,AUS,0,0,0,0
David Schaper,NZL,0,0,0,0
David Schiaffino,ARG,0,0,0,0
David Schrder,GER,0,0,0,0
David Schulman,NED,0,0,0,0
David Schultz,USA,1,1,0,0
David Schumacher,AUS,0,0,0,0
David Schweiner,CZE,0,0,0,0
David Sderberg,FIN,0,0,0,0
David Seal,AUS,0,0,0,0
David Segal,GBR,1,0,0,1
David Sela,ISR,0,0,0,0
David Serrano,ESP,0,0,0,0
David Sharp,USA,0,0,0,0
David Sharpe,CAN,0,0,0,0
David Sheldon,ITA,0,0,0,0
David Shemilt,CAN,0,0,0,0
David Sheppard,USA,1,0,1,0
David Silva,BRA,1,0,1,0
David Sime,USA,1,0,1,0
David Simmons,NZL,0,0,0,0
David Simon,USA,0,0,0,0
David Slva,BOH,0,0,0,0
