Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
Nicole Hare,CAN,Rowing,0,0,2,0,0
Patrick Keane,CAN,Rowing,0,0,1,0,0
Patrick Keane,CAN,Rowing,0,0,1,0,0
Stephanie Grauer,CAN,Rowing,0,0,1,0,0
Stephanie Grauer,CAN,Rowing,0,0,1,0,0
Susanne Grainger,CAN,Rowing,0,1,1,0,1
Susanne Grainger,CAN,Rowing,0,1,1,0,1
Sydney Payne,CAN,Rowing,0,1,0,0,1
Sydney Payne,CAN,Rowing,0,1,0,1,2
Trevor Jones,CAN,Rowing,0,0,1,0,0
Trevor Jones,CAN,Rowing,0,0,1,0,0
William Crothers,CAN,Rowing,0,0,1,0,0
William Crothers,CAN,Rowing,0,0,1,0,0
Alysha Corrigan,CAN,Rugby Sevens,0,0,0,1,1
Andrew Coe,CAN,Rugby Sevens,0,0,1,0,0
Andrew Coe,CAN,Rugby Sevens,0,0,1,0,0
Asia Hogan-rochester,CAN,Rugby Sevens,0,0,0,1,1
Bianca Farella,CAN,Rugby Sevens,1,0,1,0,1
Bianca Farella,CAN,Rugby Sevens,1,0,1,0,1
Breanne Nicholas,CAN,Rugby Sevens,0,0,1,0,0
Breanne Nicholas,CAN,Rugby Sevens,0,0,1,0,0
Britt Benn,CAN,Rugby Sevens,0,0,1,0,0
Britt Benn,CAN,Rugby Sevens,0,0,1,0,0
Carissa Norsten,CAN,Rugby Sevens,0,0,0,1,1
Caroline Crossley,CAN,Rugby Sevens,0,0,0,1,1
Charity Williams,CAN,Rugby Sevens,1,0,1,0,1
Charity Williams,CAN,Rugby Sevens,1,0,1,1,2
Chloe Daniels,CAN,Rugby Sevens,0,0,0,1,1
Connor Braid,CAN,Rugby Sevens,0,0,1,0,0
Connor Braid,CAN,Rugby Sevens,0,0,1,0,0
Conor Trainor,CAN,Rugby Sevens,0,0,1,0,0
Conor Trainor,CAN,Rugby Sevens,0,0,1,0,0
Elissa Alarie,CAN,Rugby Sevens,0,0,1,0,0
Elissa Alarie,CAN,Rugby Sevens,0,0,1,0,0
Fancy Bermudez,CAN,Rugby Sevens,0,0,0,1,1
Florence Symonds,CAN,Rugby Sevens,0,0,0,1,1
Ghislaine Landry,CAN,Rugby Sevens,1,0,1,0,1
Ghislaine Landry,CAN,Rugby Sevens,1,0,1,0,1
Harry Jones,CAN,Rugby Sevens,0,0,1,0,0
Harry Jones,CAN,Rugby Sevens,0,0,1,0,0
Jake Thiel,CAN,Rugby Sevens,0,0,1,0,0
Jake Thiel,CAN,Rugby Sevens,0,0,1,0,0
Julia Greenshields,CAN,Rugby Sevens,0,0,1,0,0
Julia Greenshields,CAN,Rugby Sevens,0,0,1,0,0
Justin Douglas,CAN,Rugby Sevens,0,0,1,0,0
Justin Douglas,CAN,Rugby Sevens,0,0,1,0,0
Kaili Lukan,CAN,Rugby Sevens,0,0,1,0,0
Kaili Lukan,CAN,Rugby Sevens,0,0,1,0,0
Karen Paquin,CAN,Rugby Sevens,1,0,1,0,1
Karen Paquin,CAN,Rugby Sevens,1,0,1,0,1
Kayla Moleschi,CAN,Rugby Sevens,1,0,1,0,1
Kayla Moleschi,CAN,Rugby Sevens,1,0,1,0,1
Keyara Wardley,CAN,Rugby Sevens,0,0,1,0,0
Keyara Wardley,CAN,Rugby Sevens,0,0,1,1,1
Krissy Scurfield,CAN,Rugby Sevens,0,0,0,1,1
Lucas Hammond,CAN,Rugby Sevens,0,0,1,0,0
Lucas Hammond,CAN,Rugby Sevens,0,0,1,0,0
Matt Mullins,CAN,Rugby Sevens,0,0,1,0,0
Matt Mullins,CAN,Rugby Sevens,0,0,1,0,0
Mike Fuailefau,CAN,Rugby Sevens,0,0,1,0,0
Mike Fuailefau,CAN,Rugby Sevens,0,0,1,0,0
Nathan Hirayama,CAN,Rugby Sevens,0,0,1,0,0
Nathan Hirayama,CAN,Rugby Sevens,0,0,1,0,0
Olivia Apps,CAN,Rugby Sevens,0,0,1,0,0
Olivia Apps,CAN,Rugby Sevens,0,0,1,1,1
Pamphinette Buisa,CAN,Rugby Sevens,0,0,1,0,0
Pamphinette Buisa,CAN,Rugby Sevens,0,0,1,0,0
Pat Kay,CAN,Rugby Sevens,0,0,1,0,0
Pat Kay,CAN,Rugby Sevens,0,0,1,0,0
Phil Berna,CAN,Rugby Sevens,0,0,1,0,0
Phil Berna,CAN,Rugby Sevens,0,0,1,0,0
Piper Logan,CAN,Rugby Sevens,0,0,0,1,1
Shalaya Valenzuela,CAN,Rugby Sevens,0,0,0,1,1
Taylor Perry,CAN,Rugby Sevens,0,0,0,1,1
Theo Sauder,CAN,Rugby Sevens,0,0,1,0,0
Theo Sauder,CAN,Rugby Sevens,0,0,1,0,0
Alexandra Ten,CAN,Sailing,0,0,1,0,0
Alexandra Ten,CAN,Sailing,0,0,1,0,0
Antonia Lewin-lafrance,CAN,Sailing,0,0,1,0,0
Emily Bugeja,CAN,Sailing,0,0,1,0,0
Evan Depaul,CAN,Sailing,0,0,1,0,0
Evan Depaul,CAN,Sailing,0,0,1,0,0
Georgia Lewin-lafrance,CAN,Sailing,0,0,1,0,0
Jacob Saunders,CAN,Sailing,0,0,2,0,0
Jacob Saunders,CAN,Sailing,0,0,2,0,0
Justin Barnes,CAN,Sailing,0,0,1,0,0
Mariah Millen,CAN,Sailing,0,0,1,0,0
Mariah Millen,CAN,Sailing,0,0,1,0,0
Nikola Girke,CAN,Sailing,0,0,5,0,0
Nikola Girke,CAN,Sailing,0,0,5,0,0
Oliver Bone,CAN,Sailing,0,0,2,0,0
Oliver Bone,CAN,Sailing,0,0,2,0,0
Sarah Douglas,CAN,Sailing,0,0,1,0,0
Sarah Douglas,CAN,Sailing,0,0,2,0,0
Tom Ramshaw,CAN,Sailing,0,0,1,0,0
Tom Ramshaw,CAN,Sailing,0,0,1,0,0
Will Jones,CAN,Sailing,0,0,1,0,0
Lynda Kiejko,CAN,Shooting,0,0,2,0,0
Lynda Kiejko,CAN,Shooting,0,0,2,0,0
Shannon Westlake,CAN,Shooting,0,0,1,0,0
Andy Anderson,CAN,Skateboarding,0,0,1,0,0
Andy Anderson,CAN,Skateboarding,0,0,1,0,0
Annie Guglia,CAN,Skateboarding,0,0,1,0,0
Annie Guglia,CAN,Skateboarding,0,0,1,0,0
Cordano Russell,CAN,Skateboarding,0,0,1,0,0
Fay Ebert,CAN,Skateboarding,0,0,1,0,0
Matt Berger,CAN,Skateboarding,0,0,1,0,0
Matt Berger,CAN,Skateboarding,0,0,2,0,0
Micky Papa,CAN,Skateboarding,0,0,1,0,0
Micky Papa,CAN,Skateboarding,0,0,1,0,0
Ryan Decenzo,CAN,Skateboarding,0,0,1,0,0
Danielle Lawrie,CAN,Softball,0,0,1,0,0
Danielle Lawrie,CAN,Softball,0,0,1,0,0
Kaleigh Rafter,CAN,Softball,0,0,1,0,0
Kaleigh Rafter,CAN,Softball,0,0,1,0,0
Alannah Yip,CAN,Sport Climbing,0,0,1,0,0
Alannah Yip,CAN,Sport Climbing,0,0,1,0,0
McCOLL Sean,CAN,Sport Climbing,0,0,1,0,0
McCOLL Sean,CAN,Sport Climbing,0,0,1,0,0
Sanoa Dempfle-olin,CAN,Surfing,0,0,1,0,0
Alex Axon,CAN,Swimming,0,0,2,0,0
Andrew Ford,CAN,Swimming,0,0,1,0,0
Andrew Ford,CAN,Swimming,0,0,1,0,0
Apollo Hess,CAN,Swimming,0,0,2,0,0
Bailey Andison,CAN,Swimming,0,0,1,0,0
Bailey Andison,CAN,Swimming,0,0,1,0,0
Blake Tierney,CAN,Swimming,0,0,4,0,0
Brent Hayden,CAN,Swimming,1,0,14,0,1
Brent Hayden,CAN,Swimming,1,0,14,0,1
Brooklyn Douthwright,CAN,Swimming,0,0,2,0,0
Cole Pratt,CAN,Swimming,0,0,1,0,0
Cole Pratt,CAN,Swimming,0,0,1,0,0
Ella Jansen,CAN,Swimming,0,0,2,0,0
Emma O'croinin,CAN,Swimming,0,0,2,0,0
Finlay Knox,CAN,Swimming,0,0,1,0,0
Finlay Knox,CAN,Swimming,0,0,5,0,0
Gabe Mastromatteo,CAN,Swimming,0,0,3,0,0
Gabe Mastromatteo,CAN,Swimming,0,0,3,0,0
Heather Maclean,CAN,Swimming,0,0,1,0,0
Heather Maclean,CAN,Swimming,0,0,1,0,0
Ilya Kharun,CAN,Swimming,2,0,1,0,2
Ingrid Wilm,CAN,Swimming,0,0,2,0,0
Javier Acevedo,CAN,Swimming,0,0,3,0,0
Javier Acevedo,CAN,Swimming,0,0,6,0,0
Jeremy Bagshaw,CAN,Swimming,0,0,2,0,0
Josh Liendo,CAN,Swimming,0,0,5,1,1
Joshua Liendo,CAN,Swimming,0,0,5,0,0
Joshua Liendo,CAN,Swimming,0,0,5,0,0
Julia Wilkinson,CAN,Swimming,0,0,10,0,0
Julia Wilkinson,CAN,Swimming,0,0,10,0,0
Julie Brousseau,CAN,Swimming,0,0,2,0,0
Katerine Savard,CAN,Swimming,1,0,7,0,1
Katerine Savard,CAN,Swimming,1,0,7,0,1
Katrina Bellio,CAN,Swimming,0,0,1,0,0
Katrina Bellio,CAN,Swimming,0,0,1,0,0
Kayla Sanchez,CAN,Swimming,1,0,3,1,2
Kayla Sanchez,CAN,Swimming,1,0,3,1,2
Kelsey Wog,CAN,Swimming,0,0,1,0,0
Kierra Smith,CAN,Swimming,0,0,3,0,0
Kierra Smith,CAN,Swimming,0,0,3,0,0
Kylie Masse,CAN,Swimming,2,0,1,2,4
Kylie Masse,CAN,Swimming,3,0,4,2,5
Lauren Wog,CAN,Swimming,0,0,2,0,0
Lauren Wog,CAN,Swimming,0,0,2,0,0
Lorne Wigginton,CAN,Swimming,0,0,2,0,0
Margaret Mac,CAN,Swimming,0,0,5,0,0
Margaret Macneil,CAN,Swimming,1,1,0,1,3
Margaret Macneil,CAN,Swimming,1,1,0,1,3
Markus Thormeyer,CAN,Swimming,0,0,5,0,0
Markus Thormeyer,CAN,Swimming,0,0,5,0,0
Mary-sophie Harvey,CAN,Swimming,0,0,1,0,0
Mary-sophie Harvey,CAN,Swimming,0,0,5,0,0
McINTOSH Summer,CAN,Swimming,0,0,4,0,0
McINTOSH Summer,CAN,Swimming,0,3,7,1,4
Michael Mason,CAN,Swimming,0,0,1,0,0
Michael Mason,CAN,Swimming,0,0,1,0,0
Patrick Hussey,CAN,Swimming,0,0,2,0,0
Penny Oleksiak,CAN,Swimming,2,0,2,1,3
Penny Oleksiak,CAN,Swimming,2,0,5,1,3
Rebecca Smith,CAN,Swimming,0,0,2,1,1
Rebecca Smith,CAN,Swimming,0,0,3,1,1
Regan Rathwell,CAN,Swimming,0,0,1,0,0
Ruslan Gaziev,CAN,Swimming,0,0,1,0,0
Ruslan Gaziev,CAN,Swimming,0,0,1,0,0
Santo Condorelli,CAN,Swimming,0,0,4,0,0
Santo Condorelli,CAN,Swimming,0,0,4,0,0
Sophie Angus,CAN,Swimming,0,0,2,0,0
Sydney Pickrem,CAN,Swimming,1,0,6,0,1
Sydney Pickrem,CAN,Swimming,1,0,8,0,1
Taylor Ruck,CAN,Swimming,3,0,3,1,4
Taylor Ruck,CAN,Swimming,3,0,6,1,4
Tessa Cieplucha,CAN,Swimming,0,0,1,0,0
Tessa Cieplucha,CAN,Swimming,0,0,1,0,0
Tristan Jankovics,CAN,Swimming,0,0,1,0,0
Yuri Kisil,CAN,Swimming,0,0,7,0,0
Yuri Kisil,CAN,Swimming,0,0,9,0,0
Jacqueline Simoneau,CAN,Synchronized Swimming,0,0,1,0,0
Jacqueline Simoneau,CAN,Synchronized Swimming,0,0,1,0,0
Edward Ly,CAN,Table Tennis,0,0,2,0,0
Eugene Wang,CAN,Table Tennis,0,0,1,0,0
Eugene Wang,CAN,Table Tennis,0,0,3,0,0
Jeremy Hazin,CAN,Table Tennis,0,0,1,0,0
Jeremy Hazin,CAN,Table Tennis,0,0,2,0,0
Mo Zhang,CAN,Table Tennis,0,0,5,0,0
Mo Zhang,CAN,Table Tennis,0,0,6,0,0
Zhen Wang,CAN,Table Tennis,0,0,2,0,0
Zhen Wang,CAN,Table Tennis,0,0,2,0,0
Josipa Kafadar,CAN,Taekwondo,0,0,1,0,0
Skylar Park,CAN,Taekwondo,0,0,1,0,0
Skylar Park,CAN,Taekwondo,1,0,1,0,1
Yvette Yong,CAN,Taekwondo,0,0,1,0,0
Yvette Yong,CAN,Taekwondo,0,0,1,0,0
Annie Fernandez,CAN,Tennis,0,0,1,0,0
Annie Fernandez,CAN,Tennis,0,0,1,0,0
Bianca Andreescu,CAN,Tennis,0,0,1,0,0
Charles Brown,CAN,Tennis,0,0,1,0,0
Charles Brown,CAN,Tennis,0,0,1,0,0
Felix Auger-aliassime,CAN,Tennis,0,0,2,0,0
Felix Auger-aliassime,CAN,Tennis,1,0,4,0,1
Gabriela Dabrowski,CAN,Tennis,0,0,3,0,0
Gabriela Dabrowski,CAN,Tennis,1,0,4,0,1
Leylah Fernandez,CAN,Tennis,0,0,2,0,0
Milos Raonic,CAN,Tennis,0,0,1,0,0
Milos Raonic,CAN,Tennis,0,0,3,0,0
Sharon Fichman,CAN,Tennis,0,0,1,0,0
Sharon Fichman,CAN,Tennis,0,0,1,0,0
Rosannagh Maclennan,CAN,Trampoline Gymnastics,0,0,1,0,0
Rosannagh Maclennan,CAN,Trampoline Gymnastics,0,0,1,0,0
Samantha Smith,CAN,Trampoline Gymnastics,0,0,1,0,0
Samantha Smith,CAN,Trampoline Gymnastics,0,0,1,0,0
Sophiane Methot,CAN,Trampoline Gymnastics,1,0,0,0,1
Rosannagh Maclennan,CAN,Trampolining,0,2,1,0,2
Rosannagh Maclennan,CAN,Trampolining,0,2,1,0,2
Alexis Lepage,CAN,Triathlon,0,0,1,0,0
Alexis Lepage,CAN,Triathlon,0,0,1,0,0
Amelie Kretz,CAN,Triathlon,0,0,2,0,0
Amelie Kretz,CAN,Triathlon,0,0,2,0,0
Charles Paquet,CAN,Triathlon,0,0,1,0,0
Emy Legault,CAN,Triathlon,0,0,1,0,0
Joanna Brown,CAN,Triathlon,0,0,2,0,0
Joanna Brown,CAN,Triathlon,0,0,2,0,0
Matthew Sharpe,CAN,Triathlon,0,0,2,0,0
Matthew Sharpe,CAN,Triathlon,0,0,2,0,0
Tyler Mislawchuk,CAN,Triathlon,0,0,3,0,0
Tyler Mislawchuk,CAN,Triathlon,0,0,4,0,0
Arthur Szwarc,CAN,Volleyball,0,0,1,0,0
Arthur Szwarc,CAN,Volleyball,0,0,2,0,0
Brendan Barnes,CAN,Volleyball,0,0,1,0,0
Brodie Hofer,CAN,Volleyball,0,0,1,0,0
Cameron Bann,CAN,Volleyball,0,0,1,0,0
Cameron Bann,CAN,Volleyball,0,0,1,0,0
Danny Demyanenko,CAN,Volleyball,0,0,1,0,0
Eric Loeppky,CAN,Volleyball,0,0,1,0,0
Gordon Perrin,CAN,Volleyball,0,0,1,0,0
Gordon Perrin,CAN,Volleyball,0,0,1,0,0
Graham Vigrass,CAN,Volleyball,0,0,2,0,0
Graham Vigrass,CAN,Volleyball,0,0,2,0,0
James Walsh,CAN,Volleyball,0,0,1,0,0
Jay Blankenau,CAN,Volleyball,0,0,2,0,0
Jay Blankenau,CAN,Volleyball,0,0,2,0,0
Joseph Sclater,CAN,Volleyball,0,0,1,0,0
Joseph Sclater,CAN,Volleyball,0,0,1,0,0
Justin Lui,CAN,Volleyball,0,0,1,0,0
Luke Herr,CAN,Volleyball,0,0,1,0,0
McCARTHY Lionel,CAN,Volleyball,0,0,1,0,0
Nicholas Hoag,CAN,Volleyball,0,0,2,0,0
Nicholas Hoag,CAN,Volleyball,0,0,3,0,0
Sharone Vernon-evans,CAN,Volleyball,0,0,1,0,0
Sharone Vernon-evans,CAN,Volleyball,0,0,1,0,0
Steven Marshall,CAN,Volleyball,0,0,2,0,0
Steven Marshall,CAN,Volleyball,0,0,2,0,0
Timothy Maar,CAN,Volleyball,0,0,1,0,0
Timothy Maar,CAN,Volleyball,0,0,2,0,0
Tyler Sanders,CAN,Volleyball,0,0,2,0,0
Tyler Sanders,CAN,Volleyball,0,0,2,0,0
Xander Ketrzynski,CAN,Volleyball,0,0,1,0,0
Axelle Crevier,CAN,Water Polo,0,0,1,0,0
Axelle Crevier,CAN,Water Polo,0,0,2,0,0
Claire Wright,CAN,Water Polo,0,0,1,0,0
Claire Wright,CAN,Water Polo,0,0,1,0,0
Clara Vulpisi,CAN,Water Polo,0,0,1,0,0
Clara Vulpisi,CAN,Water Polo,0,0,2,0,0
Elyse Lemay-lavoie,CAN,Water Polo,0,0,1,0,0
Elyse Lemay-lavoie,CAN,Water Polo,0,0,2,0,0
Emma Wright,CAN,Water Polo,0,0,1,0,0
Emma Wright,CAN,Water Polo,0,0,2,0,0
Gurpreet Sohi,CAN,Water Polo,0,0,1,0,0
Gurpreet Sohi,CAN,Water Polo,0,0,1,0,0
Jessica Gaudreault,CAN,Water Polo,0,0,1,0,0
Joelle Bekhazi,CAN,Water Polo,0,0,1,0,0
Joelle Bekhazi,CAN,Water Polo,0,0,1,0,0
Kindred Paul,CAN,Water Polo,0,0,1,0,0
Kindred Paul,CAN,Water Polo,0,0,2,0,0
Kyra Christmas,CAN,Water Polo,0,0,1,0,0
Kyra Christmas,CAN,Water Polo,0,0,1,0,0
Marilia Mimides,CAN,Water Polo,0,0,1,0,0
McDOWELL Blaire,CAN,Water Polo,0,0,1,0,0
McKEE Kelly,CAN,Water Polo,0,0,1,0,0
McKEE Kelly,CAN,Water Polo,0,0,1,0,0
McKELVEY Hayley,CAN,Water Polo,0,0,1,0,0
McKELVEY Hayley,CAN,Water Polo,0,0,2,0,0
Monika Eggens,CAN,Water Polo,0,0,1,0,0
Monika Eggens,CAN,Water Polo,0,0,1,0,0
Rae Lekness,CAN,Water Polo,0,0,1,0,0
Serena Browne,CAN,Water Polo,0,0,1,0,0
Verica Bakoc,CAN,Water Polo,0,0,1,0,0
la Shae,CAN,Water Polo,0,0,1,0,0
la Shae,CAN,Water Polo,0,0,2,0,0
Boady Santavy,CAN,Weightlifting,0,0,1,0,0
G Charron,CAN,Weightlifting,0,1,0,0,1
G Charron,CAN,Weightlifting,0,1,0,0,1
Kristel Ngarlem,CAN,Weightlifting,0,0,1,0,0
Kristel Ngarlem,CAN,Weightlifting,0,0,1,0,0
Maude Charron,CAN,Weightlifting,0,0,0,1,1
Rachel Leblanc-bazinet,CAN,Weightlifting,0,0,1,0,0
Rachel Leblanc-bazinet,CAN,Weightlifting,0,0,1,0,0
Robert Santavy,CAN,Weightlifting,0,0,2,0,0
Robert Santavy,CAN,Weightlifting,0,0,2,0,0
Tali Darsigny,CAN,Weightlifting,0,0,1,0,0
Tali Darsigny,CAN,Weightlifting,0,0,1,0,0
Amarveer Dhesi,CAN,Wrestling,0,0,1,0,0
Amarveer Dhesi,CAN,Wrestling,0,0,2,0,0
Elizabeth Wiebe,CAN,Wrestling,0,0,1,0,0
Elizabeth Wiebe,CAN,Wrestling,0,0,1,0,0
Fay Taylor,CAN,Wrestling,0,0,1,0,0
Jordan Steen,CAN,Wrestling,0,0,1,0,0
Jordan Steen,CAN,Wrestling,0,0,1,0,0
Linda Morais,CAN,Wrestling,0,0,1,0,0
Paula Godinez,CAN,Wrestling,0,0,1,0,0
Robert Moore,CAN,Wrestling,0,0,1,0,0
Suzanne Lappage,CAN,Wrestling,0,0,1,0,0
Suzanne Lappage,CAN,Wrestling,0,0,1,0,0
di Renay,CAN,Wrestling,0,0,1,0,0
Raegan Rutty,CAY,Artistic Gymnastics,0,0,5,0,0
Raegan Rutty,CAY,Artistic Gymnastics,0,0,5,0,0
Davonte Howell,CAY,Athletics,0,0,1,0,0
Kemar Hyman,CAY,Athletics,0,0,3,0,0
Kemar Hyman,CAY,Athletics,0,0,3,0,0
Shalysa Wray,CAY,Athletics,0,0,1,0,0
Shalysa Wray,CAY,Athletics,0,0,1,0,0
Charlotte Webster,CAY,Sailing,0,0,1,0,0
Michael Joseph,CAY,Sailing,0,0,1,0,0
Michael Joseph,CAY,Sailing,0,0,1,0,0
Brett Fraser,CAY,Swimming,0,0,5,0,0
Brett Fraser,CAY,Swimming,0,0,5,0,0
Geohagan Crooks,CAY,Swimming,0,0,1,0,0
Jillian Crooks,CAY,Swimming,0,0,1,0,0
Jillian Crooks,CAY,Swimming,0,0,1,0,0
Jordan Crooks,CAY,Swimming,0,0,2,0,0
Anthony Afoumba,CGO,Athletics,0,0,1,0,0
Anthony Afoumba,CGO,Athletics,0,0,1,0,0
Natacha Ngoye,CGO,Athletics,0,0,1,0,0
Natacha Ngoye,CGO,Athletics,0,0,2,0,0
Freddy Mayala,CGO,Swimming,0,0,1,0,0
Stefan Sangala,CGO,Swimming,0,0,2,0,0
Stefan Sangala,CGO,Swimming,0,0,2,0,0
Vanessa Bobimbo,CGO,Swimming,0,0,1,0,0
Jianan Wang,CGO,Table Tennis,0,0,1,0,0
Jianan Wang,CGO,Table Tennis,0,0,1,0,0
Saheed Idowu,CGO,Table Tennis,0,0,1,0,0
Saheed Idowu,CGO,Table Tennis,0,0,2,0,0
Israel Madaye,CHA,Archery,0,0,1,0,0
Marlyse Hourtou,CHA,Archery,0,0,1,0,0
Marlyse Hourtou,CHA,Archery,0,0,1,0,0
Bachir Mahamat,CHA,Athletics,0,0,2,0,0
Bachir Mahamat,CHA,Athletics,0,0,2,0,0
Valentin Betoudji,CHA,Athletics,0,0,1,0,0
Demos Memneloum,CHA,Judo,0,0,1,0,0
Demos Memneloum,CHA,Judo,0,0,2,0,0
Andres Aguilar,CHI,Archery,0,0,1,0,0
Andres Aguilar,CHI,Archery,0,0,1,0,0
Andres Gallardo,CHI,Archery,0,0,1,0,0
Simona Castro,CHI,Artistic Gymnastics,0,0,5,0,0
Simona Castro,CHI,Artistic Gymnastics,0,0,5,0,0
Tomas Gonzalez,CHI,Artistic Gymnastics,0,0,1,0,0
Tomas Gonzalez,CHI,Artistic Gymnastics,0,0,1,0,0
Carlos Diaz,CHI,Athletics,0,0,1,0,0
Claudio Romero,CHI,Athletics,0,0,1,0,0
Gabriel Kehr,CHI,Athletics,0,0,1,0,0
Gabriel Kehr,CHI,Athletics,0,0,2,0,0
Hugo Catrileo,CHI,Athletics,0,0,1,0,0
Humberto Mansilla,CHI,Athletics,0,0,1,0,0
Humberto Mansilla,CHI,Athletics,0,0,2,0,0
Karen Gallardo,CHI,Athletics,0,0,1,0,0
Karen Gallardo,CHI,Athletics,0,0,1,0,0
Martin Saenz,CHI,Athletics,0,0,1,0,0
Martina Weil,CHI,Athletics,0,0,1,0,0
Natalia Duco,CHI,Athletics,0,0,1,0,0
Xennia Gallardo,CHI,Athletics,0,0,1,0,0
Esteban Grimalt,CHI,Beach Volleyball,0,0,1,0,0
Esteban Grimalt,CHI,Beach Volleyball,0,0,2,0,0
Marco Grimalt,CHI,Beach Volleyball,0,0,1,0,0
Marco Grimalt,CHI,Beach Volleyball,0,0,2,0,0
Jose Mailliard,CHI,Canoe Sprint,0,0,2,0,0
Karen Roco,CHI,Canoe Sprint,0,0,1,0,0
Karen Roco,CHI,Canoe Sprint,0,0,2,0,0
Maria Mailliard,CHI,Canoe Sprint,0,0,2,0,0
Maria Mailliard,CHI,Canoe Sprint,0,0,2,0,0
Paula Gomez,CHI,Canoe Sprint,0,0,1,0,0
Macarena Perez,CHI,Cycling BMX Freestyle,0,0,1,0,0
Macarena Perez,CHI,Cycling BMX Freestyle,0,0,2,0,0
Mauricio Molina,CHI,Cycling BMX Racing,0,0,1,0,0
Martin Vidaurre,CHI,Cycling Mountain Bike,0,0,1,0,0
Martin Vidaurre,CHI,Cycling Mountain Bike,0,0,2,0,0
Anais Soto,CHI,Cycling Road,0,0,1,0,0
Anais Soto,CHI,Cycling Road,0,0,1,0,0
Catalina Soto,CHI,Cycling Road,0,0,1,0,0
Samuel Parot,CHI,Equestrian,0,0,1,0,0
Samuel Parot,CHI,Equestrian,0,0,1,0,0
Virginia Yarur,CHI,Equestrian,0,0,1,0,0
Virginia Yarur,CHI,Equestrian,0,0,1,0,0
Arantza Inostroza,CHI,Fencing,0,0,1,0,0
Katina Proestakis,CHI,Fencing,0,0,1,0,0
Katina Proestakis,CHI,Fencing,0,0,1,0,0
Antonia Canales,CHI,Football,0,0,1,0,0
Antonia Canales,CHI,Football,0,0,1,0,0
Camila Saez,CHI,Football,0,0,1,0,0
Camila Saez,CHI,Football,0,0,1,0,0
Carla Guerrero,CHI,Football,0,0,1,0,0
Carla Guerrero,CHI,Football,0,0,1,0,0
Christiane Endler,CHI,Football,0,0,1,0,0
Christiane Endler,CHI,Football,0,0,1,0,0
Daniela Pardo,CHI,Football,0,0,1,0,0
Daniela Pardo,CHI,Football,0,0,1,0,0
Daniela Zamora,CHI,Football,0,0,1,0,0
Daniela Zamora,CHI,Football,0,0,1,0,0
Fernanda Pinilla,CHI,Football,0,0,1,0,0
Fernanda Pinilla,CHI,Football,0,0,1,0,0
Fernanda Ramirez,CHI,Football,0,0,1,0,0
Fernanda Ramirez,CHI,Football,0,0,1,0,0
Francisca Lara,CHI,Football,0,0,1,0,0
Francisca Lara,CHI,Football,0,0,1,0,0
Francisca Mardones,CHI,Football,0,0,1,0,0
Francisca Mardones,CHI,Football,0,0,1,0,0
Javiera Grez,CHI,Football,0,0,1,0,0
Javiera Grez,CHI,Football,0,0,1,0,0
Javiera Toro,CHI,Football,0,0,1,0,0
Javiera Toro,CHI,Football,0,0,1,0,0
Karen Araya,CHI,Football,0,0,1,0,0
Karen Araya,CHI,Football,0,0,1,0,0
Natalia Campos,CHI,Football,0,0,1,0,0
Natalia Campos,CHI,Football,0,0,1,0,0
Nayadet Opazo,CHI,Football,0,0,1,0,0
Nayadet Opazo,CHI,Football,0,0,1,0,0
Rosario Balmaceda,CHI,Football,0,0,1,0,0
Rosario Balmaceda,CHI,Football,0,0,1,0,0
Valentina Diaz,CHI,Football,0,0,1,0,0
Valentina Diaz,CHI,Football,0,0,1,0,0
Yanara Aedo,CHI,Football,0,0,1,0,0
Yanara Aedo,CHI,Football,0,0,1,0,0
Yastin Jimenez,CHI,Football,0,0,1,0,0
Yastin Jimenez,CHI,Football,0,0,1,0,0
Yenny Acuna,CHI,Football,0,0,1,0,0
Yenny Acuna,CHI,Football,0,0,1,0,0
Yessenia Lopez,CHI,Football,0,0,1,0,0
Yessenia Lopez,CHI,Football,0,0,1,0,0
Joaquin Niemann,CHI,Golf,0,0,1,0,0
Joaquin Niemann,CHI,Golf,0,0,2,0,0
Mito Pereira,CHI,Golf,0,0,1,0,0
Mito Pereira,CHI,Golf,0,0,2,0,0
Dee Vargas,CHI,Judo,0,0,1,0,0
Dee Vargas,CHI,Judo,0,0,2,0,0
Thomas Briceno,CHI,Judo,0,0,1,0,0
Esteban Bustos,CHI,Modern Pentathlon,0,0,1,0,0
Esteban Bustos,CHI,Modern Pentathlon,0,0,2,0,0
Antonia Abraham,CHI,Rowing,0,0,1,0,0
Cesar Abaroa,CHI,Rowing,0,0,1,0,0
Cesar Abaroa,CHI,Rowing,0,0,2,0,0
Eber Sanhueza,CHI,Rowing,0,0,1,0,0
Eber Sanhueza,CHI,Rowing,0,0,2,0,0
Melita Abraham,CHI,Rowing,0,0,1,0,0
Clemente Seguel,CHI,Sailing,0,0,1,0,0
Clemente Seguel,CHI,Sailing,0,0,2,0,0
Jose Poncell,CHI,Sailing,0,0,1,0,0
Andres Parra,CHI,Shooting,0,0,1,0,0
Francisca Crovetto,CHI,Shooting,0,0,1,0,0
Francisca Crovetto,CHI,Shooting,0,1,1,0,1
Josefina Tapia,CHI,Skateboarding,0,0,1,0,0
Josefina Tapia,CHI,Skateboarding,0,0,1,0,0
Manuel Selman,CHI,Surfing,0,0,1,0,0
