Name,NOC,Sport,Bronze_Medals,Gold_Medals,No Medals,Silve_Medals,Tota_Medals,Participation Count,Cutoff Year,TOPSIS Score,TOPSIS Rank,Birth_Year,Age_in_2028
Barbara Domingos,BRA,Rhythmic Gymnastics,0,0,1,0,0,1,2024,0,22629,2000,28
Deborah Medrado,BRA,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,2002,26
Eduarda Arakaki,BRA,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,2003,25
Geovanna Santos,BRA,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,2002,26
Nicole Pircio,BRA,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,2002,26
Sofia Pereira,BRA,Rhythmic Gymnastics,0,0,1,0,0,1,2024,0,22629,2003,25
Luca Verthein,BRA,Rowing,0,0,1,0,0,1,2020,0,22629,1998,30
Lucas Verthein,BRA,Rowing,0,0,1,0,0,1,2024,0,22629,1998,30
Raquel Kochhann,BRA,Rugby Sevens,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Luiza Campos,BRA,Rugby Sevens,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Isadora Cerullo,BRA,Rugby Sevens,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Eshyllen Coimbra,BRA,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,2000,28
Bianca Silva,BRA,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1998,30
Aline Furtado,BRA,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1995,33
Gisele Gomes,BRA,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2003,25
Haline Leme,BRA,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1992,36
Isadora Lopes,BRA,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1997,31
Marcelle Souza,BRA,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1996,32
Gabriela Lima,BRA,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,1994,34
Mariana Nicolau,BRA,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1997,31
Marina Fioravanti,BRA,Rugby Sevens,0,0,1,0,0,1,2020,0,22629,1993,35
Milena Silva,BRA,Rugby Sevens,0,0,1,0,0,1,2024,0,22629,2000,28
Martine Grael,BRA,Sailing,0,2,0,0,2,2,2020,0.15737653,556,1991,37
Kahena Kunze,BRA,Sailing,0,2,0,0,2,2,2020,0.15737653,556,1991,37
Ana Barbachan,BRA,Sailing,0,0,3,0,0,3,2020,0.002327667,8721,1989,39
Jorge Zarif,BRA,Sailing,0,0,3,0,0,3,2020,0.002327667,8721,1992,36
Gabriel Borges,BRA,Sailing,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Marco Grael,BRA,Sailing,0,0,2,0,0,2,2020,0.001165157,11953,1989,39
Gabriela Nicolino,BRA,Sailing,0,0,1,0,0,1,2020,0,22629,1989,39
Bruno Lobo,BRA,Sailing,0,0,1,0,0,1,2024,0,22629,1993,35
Marco Soffiatti,BRA,Sailing,0,0,1,0,0,1,2024,0,22629,1989,39
Martine Soffiatti,BRA,Sailing,0,0,1,0,0,1,2024,0,22629,1991,37
Mateus Isaac,BRA,Sailing,0,0,1,0,0,1,2024,0,22629,1994,34
Patricia Freitas,BRA,Sailing,0,0,1,0,0,1,2020,0,22629,1990,38
Geovana Meyer,BRA,Shooting,0,0,2,0,0,2,2024,0.001165157,11953,2001,27
Almeida Wu,BRA,Shooting,0,0,1,0,0,1,2020,0,22629,1992,36
Georgia Furquim,BRA,Shooting,0,0,1,0,0,1,2024,0,22629,1996,32
Kelvin Hoefler,BRA,Skateboarding,0,0,0,1,1,1,2020,0.086108042,2712,1994,34
Rayssa Leal,BRA,Skateboarding,0,0,0,1,1,1,2020,0.086108042,2712,2008,20
Pedro Barros,BRA,Skateboarding,0,0,0,1,1,1,2020,0.086108042,2712,1995,33
Augusto Akio,BRA,Skateboarding,1,0,0,0,1,1,2024,0.079861291,6185,2000,28
Giovanni Vianna,BRA,Skateboarding,0,0,1,0,0,1,2020,0,22629,2001,27
Felipe Gustavo,BRA,Skateboarding,0,0,1,0,0,1,2024,0,22629,1991,37
Dora Varella,BRA,Skateboarding,0,0,1,0,0,1,2020,0,22629,2001,27
Isadora Pacheco,BRA,Skateboarding,0,0,1,0,0,1,2020,0,22629,2005,23
Gustavo Felipe,BRA,Skateboarding,0,0,1,0,0,1,2020,0,22629,1991,37
Luiz Francisco,BRA,Skateboarding,0,0,1,0,0,1,2020,0,22629,2000,28
Leticia Bufoni,BRA,Skateboarding,0,0,1,0,0,1,2020,0,22629,1993,35
Pamela Rosa,BRA,Skateboarding,0,0,1,0,0,1,2020,0,22629,1999,29
Italo Ferreira,BRA,Surfing,0,1,0,0,1,1,2020,0.080611276,4224,1994,34
Filipe Toledo,BRA,Surfing,0,0,1,0,0,1,2024,0,22629,1995,33
Gabriel Medina,BRA,Surfing,0,0,1,0,0,1,2020,0,22629,1993,35
Joao Chianca,BRA,Surfing,0,0,1,0,0,1,2024,0,22629,2000,28
Luana Silva,BRA,Surfing,0,0,1,0,0,1,2024,0,22629,2004,24
Tatiana Weston-webb,BRA,Surfing,0,0,1,0,0,1,2020,0,22629,1996,32
Bruno Fratus,BRA,Swimming,1,0,3,0,1,4,2020,0.07993218,4857,1989,39
Fernando Scheffer,BRA,Swimming,1,0,1,0,1,2,2020,0.079870749,5334,1998,30
Larissa Oliveira,BRA,Swimming,0,0,8,0,0,8,2020,0.008100656,6917,1993,35
Marcelo Chierighini,BRA,Swimming,0,0,7,0,0,7,2020,0.006951319,7022,1991,37
Etiene Medeiros,BRA,Swimming,0,0,6,0,0,6,2020,0.005799355,7170,1991,37
Fernanda Costa,BRA,Swimming,0,0,4,0,0,4,2024,0.003487533,7794,2002,26
Rui Oliveira,BRA,Swimming,0,0,4,0,0,4,2020,0.003487533,7794,1996,32
Guilherme Costa,BRA,Swimming,0,0,3,0,0,3,2020,0.002327667,8721,1998,30
Gabriel Santos,BRA,Swimming,0,0,3,0,0,3,2020,0.002327667,8721,1996,32
Vinicius Lanza,BRA,Swimming,0,0,3,0,0,3,2020,0.002327667,8721,1997,31
Paula Heitmann,BRA,Swimming,0,0,3,0,0,3,2024,0.002327667,8721,1999,29
Eduardo Oliveira,BRA,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2000,28
Gabrielle Roncatto,BRA,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Breno Correia,BRA,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Caio Pumputis,BRA,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Stephanie Balduccini,BRA,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,2004,24
Pedro Spajari,BRA,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1997,31
Caroline Kumahara,BRA,Table Tennis,0,0,5,0,0,5,2020,0.004644761,7393,1995,33
Thiago Monteiro,BRA,Table Tennis,0,0,4,0,0,4,2020,0.003487533,7794,1994,34
Hugo Calderano,BRA,Table Tennis,0,0,4,0,0,4,2020,0.003487533,7794,1996,32
Bruna Takahashi,BRA,Table Tennis,0,0,3,0,0,3,2020,0.002327667,8721,2000,28
Jessica Yamada,BRA,Table Tennis,0,0,2,0,0,2,2020,0.001165157,11953,1989,39
Bruna Alexandre,BRA,Table Tennis,0,0,1,0,0,1,2024,0,22629,1995,33
Caroline Santos,BRA,Taekwondo,0,0,1,0,0,1,2024,0,22629,1996,32
Clara Pacheco,BRA,Taekwondo,0,0,1,0,0,1,2024,0,22629,2003,25
Edival Pontes,BRA,Taekwondo,0,0,1,0,0,1,2020,0,22629,1997,31
Miguel Martins,BRA,Taekwondo,0,0,1,0,0,1,2020,0,22629,1997,31
Luisa Stefani,BRA,Tennis,1,0,1,0,1,2,2020,0.079870749,5334,1997,31
Laura Pigossi,BRA,Tennis,1,0,0,0,1,1,2020,0.079861291,6185,1994,34
Thiago Seyboth,BRA,Tennis,0,0,3,0,0,3,2024,0.002327667,8721,2000,28
Beatriz Haddad,BRA,Tennis,0,0,2,0,0,2,2024,0.001165157,11953,1996,32
Joao Menezes,BRA,Tennis,0,0,1,0,0,1,2020,0,22629,1996,32
Camilla Gomes,BRA,Trampoline Gymnastics,0,0,1,0,0,1,2024,0,22629,1994,34
Rayan Dutra,BRA,Trampoline Gymnastics,0,0,1,0,0,1,2024,0,22629,2002,26
Djenyfer Arnold,BRA,Triathlon,0,0,1,0,0,1,2024,0,22629,1993,35
Luisa Baptista,BRA,Triathlon,0,0,1,0,0,1,2020,0,22629,1994,34
Manoel Messias,BRA,Triathlon,0,0,1,0,0,1,2020,0,22629,1996,32
Vittoria Lopes,BRA,Triathlon,0,0,1,0,0,1,2020,0,22629,1996,32
Tandara Caixeta,BRA,Volleyball,0,1,0,1,2,2,2020,0.125233651,941,1988,40
Camila Brait,BRA,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712,1988,40
Silva Ratzke,BRA,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712,1990,38
Natalia Pereira,BRA,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712,1989,39
Gabriela Braga,BRA,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712,1994,34
Beatriz Correa,BRA,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712,1992,36
Rosamaria Montibeller,BRA,Volleyball,0,0,0,1,1,1,2020,0.086108042,2712,1994,34
Natalia Araujo,BRA,Volleyball,1,0,0,0,1,1,2024,0.079861291,6185,1997,31
Isabelle Bergmann,BRA,Volleyball,1,0,0,0,1,1,2024,0.079861291,6185,2001,27
Cris Menezes,BRA,Volleyball,1,0,0,0,1,1,2024,0.079861291,6185,2004,24
Tainara Lemes,BRA,Volleyball,1,0,0,0,1,1,2024,0.079861291,6185,2000,28
Diana Duarte,BRA,Volleyball,1,0,0,0,1,1,2024,0.079861291,6185,1999,29
Lorenne Geraldo,BRA,Volleyball,1,0,0,0,1,1,2024,0.079861291,6185,1996,32
Adriano Fernandes,BRA,Volleyball,0,0,1,0,0,1,2024,0,22629,2002,26
De Luiz,BRA,Volleyball,0,0,1,0,0,1,2020,0,22629,1995,33
Alan Souza,BRA,Volleyball,0,0,1,0,0,1,2020,0,22629,1994,34
Isac Santos,BRA,Volleyball,0,0,1,0,0,1,2020,0,22629,1990,38
Lucarelli Souza,BRA,Volleyball,0,0,1,0,0,1,2020,0,22629,1992,36
Mauricio Borges,BRA,Volleyball,0,0,1,0,0,1,2020,0,22629,1989,39
Nobrega Honorato,BRA,Volleyball,0,0,1,0,0,1,2024,0,22629,1997,31
Thales Hoss,BRA,Volleyball,0,0,1,0,0,1,2020,0,22629,1989,39
Yoandy Leal,BRA,Volleyball,0,0,1,0,0,1,2020,0,22629,1988,40
Laura Nascimento,BRA,Weightlifting,0,0,1,0,0,1,2024,0,22629,2000,28
Nathasha Rosa,BRA,Weightlifting,0,0,1,0,0,1,2020,0,22629,1996,32
Eduard Soghomonyan,BRA,Wrestling,0,0,2,0,0,2,2020,0.001165157,11953,1990,38
Eid Naser,BRN,Athletics,0,0,0,1,1,1,2024,0.086108042,2712,1998,30
Kalkidan Gezahegne,BRN,Athletics,0,0,0,1,1,1,2020,0.086108042,2712,1991,37
Winfred Yavi,BRN,Athletics,0,1,0,0,1,1,2024,0.080611276,4224,1999,29
John Koech,BRN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Birhanu Balew,BRN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Hasan Ali,BRN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Abdelrahman Mahmoud,BRN,Athletics,0,0,1,0,0,1,2020,0,22629,2001,27
Aminat Jamal,BRN,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Askerbii Gerbekov,BRN,Judo,0,0,1,0,0,1,2024,0,22629,1996,32
Noor Yusuf,BRN,Swimming,0,0,1,0,0,1,2020,0,22629,2005,23
Lesman Montano,BRN,Weightlifting,0,0,1,0,0,1,2024,0,22629,1996,32
Akhmed Tazhudinov,BRN,Wrestling,0,1,0,0,1,1,2024,0.080611276,4224,2003,25
Firdaus Ar,BRU,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Hayley Wong,BRU,Swimming,0,0,1,0,0,1,2024,0,22629,2008,20
Isa Ahmad,BRU,Swimming,0,0,1,0,0,1,2020,0,22629,1998,30
Kevin Penev,BUL,Artistic Gymnastics,0,0,8,0,0,8,2024,0.008100656,6917,2000,28
Valentina Georgieva,BUL,Artistic Gymnastics,0,0,4,0,0,4,2024,0.003487533,7794,2006,22
Mirela Demireva,BUL,Athletics,0,0,1,1,1,2,2020,0.08611725,1957,1989,39
Inna Eftimova,BUL,Athletics,0,0,4,0,0,4,2020,0.003487533,7794,1988,40
Tihomir Ivanov,BUL,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Gabriela Petrova,BUL,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Bozhidar Saraboyukov,BUL,Athletics,0,0,1,0,0,1,2024,0,22629,2004,24
Gabriela Stoeva,BUL,Badminton,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Stefani Stoeva,BUL,Badminton,0,0,2,0,0,2,2020,0.001165157,11953,1995,33
Kaloyana Nalbantova,BUL,Badminton,0,0,1,0,0,1,2024,0,22629,2006,22
Javier Ibanez,BUL,Boxing,1,0,0,0,1,1,2024,0.079861291,6185,1996,32
Mofid Kiwan,BUL,Boxing,0,0,1,0,0,1,2024,0,22629,2000,28
Stanimira Petrova,BUL,Boxing,0,0,1,0,0,1,2020,0,22629,1990,38
Staniliya Stamenova,BUL,Canoe Sprint,0,0,1,0,0,1,2020,0,22629,1988,40
Yoana Ilieva,BUL,Fencing,0,0,1,0,0,1,2024,0,22629,2001,27
Yanislav Gerchev,BUL,Judo,0,0,2,0,0,2,2020,0.001165157,11953,1989,39
Ivelina Ilieva,BUL,Judo,0,0,1,0,0,1,2020,0,22629,1991,37
Todor Mihalev,BUL,Modern Pentathlon,0,0,1,0,0,1,2024,0,22629,1997,31
Erika Zafirova,BUL,Rhythmic Gymnastics,0,1,0,0,1,1,2020,0.080611276,4224,1999,29
Laura Traets,BUL,Rhythmic Gymnastics,0,1,0,0,1,1,2020,0.080611276,4224,1998,30
Stefani Kiryakova,BUL,Rhythmic Gymnastics,0,1,0,0,1,1,2020,0.080611276,4224,2001,27
Simona Dyankova,BUL,Rhythmic Gymnastics,0,1,0,0,1,1,2020,0.080611276,4224,1994,34
Madlen Radukanova,BUL,Rhythmic Gymnastics,0,1,0,0,1,1,2020,0.080611276,4224,2000,28
Katrin Taseva,BUL,Rhythmic Gymnastics,0,0,1,0,0,1,2020,0,22629,1997,31
Kamelia Petrova,BUL,Rhythmic Gymnastics,0,0,1,0,0,1,2024,0,22629,2006,22
Kristian Vasilev,BUL,Rowing,0,0,1,0,0,1,2020,0,22629,1991,37
Kiril Kirov,BUL,Shooting,0,0,2,0,0,2,2024,0.001165157,11953,2000,28
Selin Ali,BUL,Shooting,0,0,1,0,0,1,2020,0,22629,2002,26
Antani Ivanov,BUL,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1999,29
Diana Petkova,BUL,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Gabriela Georgieva,BUL,Swimming,0,0,2,0,0,2,2024,0.001165157,11953,1997,31
Josif Miladinov,BUL,Swimming,0,0,2,0,0,2,2020,0.001165157,11953,2003,25
Alizadeh Kimia,BUL,Taekwondo,1,0,0,0,1,1,2024,0.079861291,6185,1998,30
Viktoriya Tomova,BUL,Tennis,0,0,1,0,0,1,2024,0,22629,1995,33
May Nasar,BUL,Weightlifting,0,1,0,0,1,1,2024,0.080611276,4224,2004,24
Petkov Dimov,BUL,Weightlifting,0,0,1,0,0,1,2024,0,22629,2002,26
Eldarovitch Ramazanov,BUL,Wrestling,0,1,0,0,1,1,2024,0.080611276,4224,1993,35
Georgieva Nikolova,BUL,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185,1993,35
Mustafa Yusein,BUL,Wrestling,1,0,0,0,1,1,2020,0.079861291,6185,1991,37
Aik Mnatsakanian,BUL,Wrestling,0,0,1,0,0,1,2020,0,22629,1995,33
Georgieva Selishka,BUL,Wrestling,0,0,1,0,0,1,2020,0,22629,1996,32
Milenov Milov,BUL,Wrestling,0,0,1,0,0,1,2020,0,22629,1997,31
Fabrice Zango,BUR,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1993,35
Marthe Koala,BUR,Athletics,0,0,4,0,0,4,2020,0.003487533,7794,1994,34
Awa Bamogo,BUR,Cycling Road,0,0,1,0,0,1,2024,0,22629,1999,29
Lucas Diallo,BUR,Judo,0,0,1,0,0,1,2020,0,22629,1996,32
Angelika Ouedraogo,BUR,Swimming,0,0,1,0,0,1,2020,0,22629,1993,35
Iman Kouraogo,BUR,Swimming,0,0,1,0,0,1,2024,0,22629,2006,22
Faysal Sawadogo,BUR,Taekwondo,0,0,1,0,0,1,2020,0,22629,1996,32
Francky Mbotto,CAF,Athletics,0,0,1,0,0,1,2020,0,22629,1997,31
Matchiko Guimendego,CAF,Judo,0,0,1,0,0,1,2024,0,22629,1997,31
Chloe Sauvourel,CAF,Swimming,0,0,1,0,0,1,2020,0,22629,2000,28
Marine Andet,CAF,Swimming,0,0,1,0,0,1,2024,0,22629,2005,23
Bunthorn Chhun,CAM,Athletics,0,0,1,0,0,1,2024,0,22629,1993,35
Bunpichmorakat Kheun,CAM,Swimming,0,0,1,0,0,1,2020,0,22629,2006,22
Katarina Sakbun,CAM,Swimming,0,0,1,0,0,1,2024,0,22629,2001,27
Kacie Bosch,CAN,3x3 Basketball,0,0,1,0,0,1,2024,0,22629,1996,32
Paige Crozon,CAN,3x3 Basketball,0,0,1,0,0,1,2024,0,22629,1994,34
Virginie Chenier,CAN,Archery,0,0,2,0,0,2,2024,0.001165157,11953,1994,34
Felix Dolci,CAN,Artistic Gymnastics,0,0,9,0,0,9,2024,0.009247373,6846,2002,26
Samuel Zakutney,CAN,Artistic Gymnastics,0,0,9,0,0,9,2024,0.009247373,6846,1998,30
William Emard,CAN,Artistic Gymnastics,0,0,8,0,0,8,2024,0.008100656,6917,2000,28
Zachary Clay,CAN,Artistic Gymnastics,0,0,8,0,0,8,2024,0.008100656,6917,1995,33
Rene Cournoyer,CAN,Artistic Gymnastics,0,0,7,0,0,7,2020,0.006951319,7022,1997,31
Aurelie Tran,CAN,Artistic Gymnastics,0,0,7,0,0,7,2024,0.006951319,7022,2006,22
Ava Stewart,CAN,Artistic Gymnastics,0,0,6,0,0,6,2020,0.005799355,7170,2005,23
Brooklyn Moors,CAN,Artistic Gymnastics,0,0,6,0,0,6,2020,0.005799355,7170,2001,27
Elsabeth Black,CAN,Artistic Gymnastics,0,0,6,0,0,6,2020,0.005799355,7170,1995,33
Cassandra Lee,CAN,Artistic Gymnastics,0,0,6,0,0,6,2024,0.005799355,7170,2005,23
Claudia Holzner,CAN,Artistic Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Audrey Lamothe,CAN,Artistic Swimming,0,0,2,0,0,2,2024,0.001165157,11953,2005,23
Jacqueline Simoneau,CAN,Artistic Swimming,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Audrey Joly,CAN,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1998,30
Camille Fiola-dion,CAN,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1998,30
Andree-anne Cote,CAN,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,2000,28
Claire Scheffel,CAN,Artistic Swimming,0,0,1,0,0,1,2024,0,22629,2003,25
Florence Tremblay,CAN,Artistic Swimming,0,0,1,0,0,1,2024,0,22629,2004,24
Halle Pratt,CAN,Artistic Swimming,0,0,1,0,0,1,2020,0,22629,1999,29
Aaron Brown,CAN,Athletics,2,0,4,0,2,6,2020,0.152044889,621,1992,36
Brendon Rodney,CAN,Athletics,2,0,2,0,2,4,2020,0.151987557,645,1992,36
Damian Warner,CAN,Athletics,1,1,1,0,2,3,2020,0.120070875,1267,1989,39
Mohammed Ahmed,CAN,Athletics,0,0,4,1,1,5,2020,0.086224064,1456,1991,37
Duan Asemota,CAN,Athletics,0,1,1,0,1,2,2024,0.08062117,3590,1996,32
Ethan Katzberg,CAN,Athletics,0,1,0,0,1,1,2024,0.080611276,4224,2002,26
Evan Dunfee,CAN,Athletics,1,0,2,0,1,3,2020,0.079894383,4975,1990,38
Bismark Boateng,CAN,Athletics,1,0,1,0,1,2,2020,0.079870749,5334,1992,36
Jerome Blake,CAN,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1995,33
Bolade Ajomale,CAN,Athletics,1,0,0,0,1,1,2020,0.079861291,6185,1995,33
Crystal Emmanuel,CAN,Athletics,0,0,6,0,0,6,2020,0.005799355,7170,1991,37
Sage Watson,CAN,Athletics,0,0,4,0,0,4,2020,0.003487533,7794,1994,34
Alicia Brown,CAN,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1990,38
Khamica Bingham,CAN,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1994,34
Cameron Levins,CAN,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1989,39
Noelle Montcalm,CAN,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1988,40
Andrea Seccafien,CAN,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1990,38
Audrey Leduc,CAN,Athletics,0,0,3,0,0,3,2024,0.002327667,8721,1999,29
Elizabeth Gleadle,CAN,Athletics,0,0,3,0,0,3,2020,0.002327667,8721,1988,40
Jacqueline Madogo,CAN,Athletics,0,0,3,0,0,3,2024,0.002327667,8721,2000,28
Kyra Constantine,CAN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1998,30
Zoe Sherar,CAN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,1999,29
Alysha Newman,CAN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Anicka Newell,CAN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
McDONALD Natassha,CAN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1997,31
Savannah Sutherland,CAN,Athletics,0,0,2,0,0,2,2024,0.001165157,11953,2003,25
Christabel Nettey,CAN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1991,37
Brittany Crew,CAN,Athletics,0,0,2,0,0,2,2020,0.001165157,11953,1994,34
Aiyanna Stiverne,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,1995,33
Adam Keenan,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,1993,35
Ben Preisner,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Alycia Butterworth,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1992,36
Django Lovett,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1992,36
Gabriela Debues-stafford,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Georgia Ellenwood,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1995,33
Crystal Emmanuel-ahye,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,1991,37
Christopher Morales-williams,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,2004,24
Craig Thorne,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,2001,27
Charles Philibert-thiboutot,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1990,38
Benjamin Flanagan,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,1995,33
Briana Scott,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,1990,38
Camryn Rogers,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1999,29
Kate Current,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,1998,30
Justyn Knight,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1996,32
Julie-anne Staehli,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1993,35
Jillian Weir,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1993,35
Jazz Shukla,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,1998,30
Jean-simon Desgagnes,CAN,Athletics,0,0,1,0,0,1,2024,0,22629,1998,30
Genevieve Lalonde,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,1991,37
Lauren Gale,CAN,Athletics,0,0,1,0,0,1,2020,0,22629,2000,28
Adam Dong,CAN,Badminton,0,0,1,0,0,1,2024,0,22629,1994,34
Brian Yang,CAN,Badminton,0,0,1,0,0,1,2020,0,22629,2001,27
Jason Ho-shue,CAN,Badminton,0,0,1,0,0,1,2020,0,22629,1998,30
Josephine Wu,CAN,Badminton,0,0,1,0,0,1,2020,0,22629,1995,33
Miranda Ayim,CAN,Basketball,0,0,3,0,0,3,2020,0.002327667,8721,1988,40
Natalie Achonwa,CAN,Basketball,0,0,3,0,0,3,2020,0.002327667,8721,1992,36
Nirra Fields,CAN,Basketball,0,0,2,0,0,2,2020,0.001165157,11953,1993,35
Michelle Plouffe,CAN,Basketball,0,0,2,0,0,2,2020,0.001165157,11953,1992,36
Kia Nurse,CAN,Basketball,0,0,2,0,0,2,2020,0.001165157,11953,1996,32
Dillon Brooks,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1996,32
Dwight Powell,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1991,37
Katherine Plouffe,CAN,Basketball,0,0,1,0,0,1,2020,0,22629,1992,36
Jamal Murray,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1997,31
Andrew Nembhard,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,2000,28
Bridget Carleton,CAN,Basketball,0,0,1,0,0,1,2020,0,22629,1997,31
Cassandre Prosper,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,2005,23
Aaliyah Edwards,CAN,Basketball,0,0,1,0,0,1,2020,0,22629,2002,26
Laeticia Amihere,CAN,Basketball,0,0,1,0,0,1,2020,0,22629,2001,27
Khem Birch,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1992,36
Kelly Olynyk,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1991,37
Kayla Alexander,CAN,Basketball,0,0,1,0,0,1,2020,0,22629,1991,37
Luguentz Dort,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1999,29
Melvin Ejim,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1991,37
Nayo Raincock-ekunwe,CAN,Basketball,0,0,1,0,0,1,2020,0,22629,1991,37
Nickeil Alexander-walker,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1998,30
Rj Barrett,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,2000,28
Sami Hill,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1992,36
Shai Gilgeous-alexander,CAN,Basketball,0,0,1,0,0,1,2024,0,22629,1998,30
Brandie Wilkerson,CAN,Beach Volleyball,0,0,1,0,0,1,2020,0,22629,1992,36
Daniel Dearing,CAN,Beach Volleyball,0,0,1,0,0,1,2024,0,22629,1990,38
Melissa Humana-paredes,CAN,Beach Volleyball,0,0,1,0,0,1,2020,0,22629,1992,36
Sophie Bukovec,CAN,Beach Volleyball,0,0,1,0,0,1,2024,0,22629,1995,33
Christopher Ius,CAN,Boxing,0,0,2,0,0,2,2020,0.001165157,11953,2000,28
Caroline Veyre,CAN,Boxing,0,0,1,0,0,1,2020,0,22629,1988,40
Wizard Phil,CAN,Breaking,0,1,0,0,1,1,2024,0.080611276,4224,1997,31
Alex Baldoni,CAN,Canoe Slalom,0,0,3,0,0,3,2024,0.002327667,8721,2003,25
Cameron Smedley,CAN,Canoe Slalom,0,0,1,0,0,1,2020,0,22629,1990,38
