Name,NOC,Sport,Participation_Count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals
Christopher Taylor,JAM,Athletics,2,0,0,0,0
Christopher Taylor,USA,Wrestling,2,0,0,1,1
Christos Frantzeskakis,GRE,Athletics,1,0,0,0,0
Christos Volikakis,GRE,Cycling Track,1,0,0,0,0
Chrysoula Anagnostopoulou,GRE,Athletics,1,0,0,0,0
Chu-han Chang,TPE,Canoe Slalom,1,0,0,0,0
Chukwuebuka Enekwechi,NGR,Athletics,1,0,0,0,0
Chun-han Yang,TPE,Athletics,1,0,0,0,0
Chun-heng Wei,TPE,Archery,2,0,1,0,1
Chunyu Wang,CHN,Athletics,1,0,0,0,0
Churandy Martina,AHO,Athletics,3,0,0,0,0
Churandy Martina,NED,Athletics,6,0,0,0,0
Chutikan Kitwanitsathian,THA,Cycling BMX Racing,1,0,0,0,0
Cian O'connor,IRL,Equestrian,1,0,0,0,0
Cian O'connor,IRL,Equestrianism,3,0,0,1,1
Ciara Mageean,IRL,Athletics,2,0,0,0,0
Cicely Madden,USA,Rowing,1,0,0,0,0
Cillin Greene,IRL,Athletics,1,0,0,0,0
Cindy Sember,GBR,Athletics,1,0,0,0,0
Ciprian Huc,ROU,Rowing,1,0,0,0,0
Ciprian Tudosa,ROU,Rowing,1,0,1,0,1
Cj Bott,NZL,Football,1,0,0,0,0
Claire Ayivon,TOG,Rowing,1,0,0,0,0
Claire Bove,FRA,Rowing,1,0,1,0,1
Claire Collins,USA,Rowing,1,0,0,0,0
Claire Curzan,USA,Swimming,2,0,1,0,1
Claire Hinch,GBR,Hockey,1,0,0,1,1
Claire Michel,BEL,Triathlon,3,0,0,0,0
Claire Wright,CAN,Water Polo,1,0,0,0,0
Claire Wright,GBR,Trampolining,1,0,0,0,0
Clara Azurmendi,ESP,Badminton,1,0,0,0,0
Clara Copponi,FRA,Cycling Track,2,0,0,0,0
Clara Espar,ESP,Water Polo,1,0,1,0,1
Clara Rybak-andersen,DEN,Swimming,1,0,0,0,0
Clara Vulpisi,CAN,Water Polo,1,0,0,0,0
Clara Ycart,ESP,Hockey,1,0,0,0,0
Clare Polkinghorne,AUS,Football,2,0,0,0,0
Clare Warwick,AUS,Baseball/Softball,1,0,0,0,0
Clarence Chew,SGP,Table Tennis,1,0,0,0,0
Clarence Cummings,USA,Weightlifting,1,0,0,0,0
Clarence Munyai,RSA,Athletics,3,0,0,0,0
Clarissa Johnston,RSA,Artistic Swimming,1,0,0,0,0
Clarisse Agbegnenou,FRA,Judo,3,2,1,0,3
Clark Dean,USA,Rowing,1,0,0,0,0
Claudia Bunge,NZL,Football,1,0,0,0,0
Claudia Cuic,ROU,3x3 Basketball,1,0,0,0,0
Claudia Holzner,CAN,Artistic Swimming,2,0,0,0,0
Claudia Lemos,BRA,Athletics,1,0,0,0,0
Claudia Nechita,ROU,Boxing,1,0,0,0,0
Claudia Rivas,MEX,Triathlon,2,0,0,0,0
Claudia Verdino,MON,Swimming,1,0,0,0,0
Claudine Vita,GER,Athletics,1,0,0,0,0
Claudio Bravo,ARG,Football,1,0,0,0,0
Claudymar Garces,VEN,Karate,1,0,0,0,0
Clayton Lewis,NZL,Football,1,0,0,0,0
Clayton Murphy,USA,Athletics,2,0,0,1,1
Clemens Prufer,GER,Athletics,1,0,0,0,0
Clemens Wickler,GER,Beach Volleyball,1,0,0,0,0
Clement Bessaguet,FRA,Shooting,1,0,0,0,0
Clement Michelin,FRA,Football,1,0,0,0,0
Clement Mignon,FRA,Swimming,1,0,0,0,0
Clemente Seguel,CHI,Sailing,1,0,0,0,0
Clementine Meukeugni,CMR,Weightlifting,1,0,0,0,0
Cleopatre Darleux,FRA,Handball,1,1,0,0,1
Cliodhna Manning,IRL,Athletics,1,0,0,0,0
Clive Ockenden,AUS,Hockey,1,0,1,0,1
Coco Lin,HKG,Fencing,2,0,0,0,0
Cody Melphy,USA,Rugby Sevens,1,0,0,0,0
Cole Hocker,USA,Athletics,1,0,0,0,0
Cole Pratt,CAN,Swimming,1,0,0,0,0
Colin Duffy,USA,Sport Climbing,1,0,0,0,0
Colleen Furgeson,MHL,Swimming,2,0,0,0,0
Colleen Loach,CAN,Equestrian,1,0,0,0,0
Colleen Loach,CAN,Equestrianism,2,0,0,0,0
Collin Morikawa,USA,Golf,1,0,0,0,0
Collins Injera,KEN,Rugby Sevens,2,0,0,0,0
Colton Brown,USA,Judo,2,0,0,0,0
Congkang Wang,CHN,Canoe Sprint,2,0,0,0,0
Connor Braid,CAN,Rugby Sevens,1,0,0,0,0
Connor Fields,USA,Cycling,2,1,0,0,1
Connor Fields,USA,Cycling BMX Racing,1,0,0,0,0
Connor Fitzpatrick,CAN,Canoe Sprint,2,0,0,0,0
Connor Metcalfe,AUS,Football,1,0,0,0,0
Conor Leahy,AUS,Cycling Track,1,0,0,1,1
Conor Trainor,CAN,Rugby Sevens,1,0,0,0,0
Conrad Scheibner,GER,Canoe Sprint,1,0,0,0,0
Constantin Adam,ROU,Rowing,2,0,0,0,0
Constantin Hauke,GER,Hockey,1,0,0,0,0
Constantin Preis,GER,Athletics,1,0,0,0,0
Constantin Radu,ROU,Rowing,1,0,0,0,0
Constantin Staib,GER,Hockey,1,0,0,0,0
Constanza Lazcano,ARG,Volleyball,1,0,0,0,0
Consuelo Martinez,CUB,Beach Volleyball,1,0,0,0,0
Coralie Bertrand,FRA,Rugby Sevens,1,0,1,0,1
Coralie Demay,FRA,Cycling Track,3,0,0,0,0
Coralie Lassource,FRA,Handball,1,1,0,0,1
Coraline Vitalis,FRA,Fencing,1,0,0,0,0
Corben Sharrah,USA,Cycling,1,0,0,0,0
Corben Sharrah,USA,Cycling BMX Racing,1,0,0,0,0
Corbin Strong,NZL,Cycling Track,2,0,0,0,0
Corey Conners,CAN,Golf,1,0,0,0,0
Corfixsen Milthers,DEN,Canoe Sprint,2,0,0,0,0
Corinna Schwab,GER,Athletics,3,0,0,0,0
Cory Juneau,USA,Skateboarding,1,0,0,1,1
Coryn Rivera,USA,Cycling Road,1,0,0,0,0
Cosmin Pascari,ROU,Rowing,1,0,1,0,1
Cosmin-petre Girleanu,ROU,Boxing,1,0,0,0,0
Costanza Ferro,ITA,Artistic Swimming,2,0,0,0,0
Costanza Ferro,ITA,Synchronized Swimming,2,0,0,0,0
Costina Iusco,ROU,Athletics,1,0,0,0,0
Courtney Frerichs,USA,Athletics,2,0,1,0,1
Courtney Hurley,USA,Fencing,6,0,0,1,1
Courtney Nevin,AUS,Football,1,0,0,0,0
Cowen Julius,RSA,Hockey,1,0,0,0,0
Craig Horne,RSA,Hockey,1,0,0,0,0
Cravon Gillespie,USA,Athletics,1,0,0,0,0
Cris Nievarez,PHI,Rowing,1,0,0,0,0
Cris. Menezes,BRA,Volleyball,1,0,1,0,1
Crisanto Grajales,MEX,Triathlon,2,0,0,0,0
Crispin Duenas,CAN,Archery,6,0,0,0,0
Cristian Napoles,CUB,Athletics,1,0,0,0,0
Cristian Poglajen,ARG,Volleyball,3,0,0,1,1
Cristina Cabana,ESP,Judo,1,0,0,0,0
Cristina Chirichella,ITA,Volleyball,2,0,0,0,0
Cristina Gomez,ARG,Athletics,1,0,0,0,0
Cristina Ouvina,ESP,Basketball,1,0,0,0,0
Cristina Popescu,ROU,Rowing,1,0,0,0,0
Cristina Pujol,ESP,Sailing,1,0,0,0,0
Cristina Rosa,BRA,Athletics,3,0,0,0,0
Cristopher Melendez,HON,Football,1,0,0,0,0
Cristopher Mercedes,DOM,Baseball/Softball,1,0,0,1,1
Cruz Saubidet,ARG,Sailing,1,0,0,0,0
Crystal Dunn,USA,Football,2,0,0,1,1
Crystal Emmanuel,CAN,Athletics,6,0,0,0,0
Csanad Gemesi,HUN,Fencing,1,0,0,1,1
Curtis Thompson,USA,Athletics,1,0,0,0,0
Cynthia Bolingo,BEL,Athletics,3,0,0,0,0
Cynthia Leduc,FRA,Athletics,1,0,0,0,0
Cynthia Reinle,SUI,Athletics,1,0,0,0,0
Cyprian Mrzyglod,POL,Athletics,1,0,0,0,0
Cyrena Samba-mayela,FRA,Athletics,1,0,0,0,0
Cyrielle Duhamel,FRA,Swimming,1,0,0,0,0
Cyril Tommasone,FRA,Artistic Gymnastics,1,0,0,0,0
Cyril Tommasone,FRA,Gymnastics,11,0,0,0,0
Cyrille Tchatchet,EOR,Weightlifting,1,0,0,0,0
Cyrille Thiery,SUI,Cycling Track,1,0,0,0,0
D'jamila Tavares,STP,Athletics,1,0,0,0,0
DEBINHA,BRA,Football,1,0,0,0,0
DUDA,BRA,Football,1,0,0,0,0
Da-sol Park,KOR,Judo,2,0,0,0,0
Dabin Lee,KOR,Taekwondo,1,0,1,0,1
Daehoon Lee,KOR,Taekwondo,1,0,0,0,0
Daeyoon Han,KOR,Shooting,1,0,0,0,0
Dafne Navarro,MEX,Trampoline Gymnastics,1,0,0,0,0
Dafne Schippers,NED,Athletics,7,0,1,0,1
Dagmar Genee,NED,Water Polo,1,0,0,0,0
Dagmara Wozniak,USA,Fencing,2,0,0,0,0
Dahl Pedersen,DEN,Rowing,1,0,0,0,0
Dai Yoshioka,JPN,Shooting,1,0,0,0,0
Daichi Hayashi,JPN,Football,1,0,0,0,0
Daiki Hashimoto,JPN,Artistic Gymnastics,8,2,1,0,3
Daiki Hashioka,JPN,Football,1,0,0,0,0
Daiki Kishi,JPN,Trampoline Gymnastics,1,0,0,0,0
Daiki Tanaka,JPN,Basketball,1,0,0,0,0
Dainier Pero,CUB,Boxing,1,0,0,0,0
Daisuke Fukushima,JPN,Equestrian,2,0,0,0,0
Daisuke Fukushima,JPN,Equestrianism,2,0,0,0,0
Daisuke Narimatsu,JPN,Boxing,2,0,0,0,0
Daisy Cleverley,NZL,Football,1,0,0,0,0
Daisy Osakue,ITA,Athletics,1,0,0,0,0
Daiya Seto,JPN,Swimming,5,0,0,1,1
Daizen Maeda,JPN,Football,1,0,0,0,0
Dajana Butulija,SRB,Basketball,2,0,0,1,1
Dakyung Han,KOR,Swimming,4,0,0,0,0
Dalia Kaddari,ITA,Athletics,1,0,0,0,0
Dalilah Muhammad,USA,Athletics,3,2,1,0,3
Dallas Escobedo,MEX,Baseball/Softball,1,0,0,0,0
Dallas Oberholzer,RSA,Skateboarding,1,0,0,0,0
Dalma Sebestyen,HUN,Swimming,2,0,0,0,0
Damian Czykier,POL,Athletics,2,0,0,0,0
Damian Durkacz,POL,Boxing,1,0,0,0,0
Damian Lillard,USA,Basketball,1,1,0,0,1
Damian Quintero,ESP,Karate,1,0,1,0,1
Damian Warner,CAN,Athletics,3,1,0,1,2
Damian Wierling,GER,Swimming,7,0,0,0,0
Damiano Caruso,ITA,Cycling,2,0,0,0,0
Damiano Caruso,ITA,Cycling Road,1,0,0,0,0
Damiella Nomenjanahary,MAD,Judo,1,0,0,0,0
Damien Schumann,AUS,Beach Volleyball,1,0,0,0,0
Damion Thomas,JAM,Athletics,1,0,0,0,0
Damir Martin,CRO,Rowing,3,0,2,1,3
Damir Mikec,SRB,Shooting,8,0,1,0,1
Dan Bibby,GBR,Rugby Sevens,1,0,0,0,0
Dan Norton,GBR,Rugby Sevens,1,0,0,0,0
Dan Olaru,MDA,Archery,3,0,0,0,0
Dan Steveson,USA,Wrestling,1,1,0,0,1
Dan Willcox,NZL,Sailing,1,0,0,0,0
Danas Rapsys,LTU,Swimming,4,0,0,0,0
Danbi Kim,KOR,Basketball,1,0,0,0,0
Dane Ingham,NZL,Football,1,0,0,0,0
Dane Lett,NZL,Hockey,1,0,0,0,0
Dane Sampson,AUS,Shooting,9,0,0,0,0
Dang Liu,CHN,Rowing,1,0,0,0,0
Dani Alves,BRA,Football,1,1,0,0,1
Dani Ceballos,ESP,Football,1,0,1,0,1
Dani Olmo,ESP,Football,1,0,1,0,1
Dani Stevens,AUS,Athletics,1,0,0,0,0
Dania Nour,PLE,Swimming,1,0,0,0,0
Danick Snelder,NED,Handball,2,0,0,0,0
Daniel Angyal,HUN,Water Polo,1,0,0,1,1
Daniel Arce,ESP,Athletics,1,0,0,0,0
Daniel Arzani,AUS,Football,1,0,0,0,0
Daniel Bell,NZL,Swimming,3,0,0,0,0
Daniel Bell,RSA,Hockey,1,0,0,0,0
Daniel Cargnin,BRA,Judo,2,0,0,1,1
Daniel Castro,ESP,Archery,2,0,0,0,0
Daniel Castro,HKG,Hockey,1,0,0,0,0
Daniel Corral,MEX,Artistic Gymnastics,7,0,0,0,0
Daniel Delgadillo,MEX,Marathon Swimming,1,0,0,0,0
Daniel Deusser,GER,Equestrian,2,0,0,0,0
Daniel Dhers,VEN,Cycling BMX Freestyle,1,0,1,0,1
Daniel Do,BRA,Athletics,1,0,0,0,0
Daniel Duarte,MEX,Baseball/Softball,1,0,0,0,0
Daniel Espinosa,MEX,Baseball/Softball,1,0,0,0,0
Daniel Fayola,VEN,Volleyball,1,0,0,0,0
Daniel Fejes,HUN,Canoe Sprint,2,0,0,0,0
Daniel Gaysinsky,CAN,Karate,1,0,0,0,0
Daniel Goodfellow,GBR,Diving,2,0,0,1,1
Daniel Gregorich,CUB,Wrestling,1,0,0,0,0
Daniel Habesohn,AUT,Table Tennis,2,0,0,0,0
Daniel Haugh,USA,Athletics,1,0,0,0,0
Daniel Jasinski,GER,Athletics,2,0,0,1,1
Daniel Jervis,GBR,Swimming,1,0,0,0,0
Daniel Lopez,ESP,Water Polo,1,0,0,0,0
Daniel Lopez,USA,Athletics,1,0,0,0,0
Daniel Martin,IRL,Cycling,2,0,0,0,0
Daniel Martin,IRL,Cycling Road,1,0,0,0,0
Daniel Martin,ROU,Swimming,2,0,0,0,0
Daniel Mateo,ESP,Athletics,1,0,0,0,0
Daniel Meech,NZL,Equestrian,2,0,0,0,0
Daniel Meech,NZL,Equestrianism,3,0,0,0,0
Daniel Miklasevich,USA,Rowing,1,0,0,0,0
Daniel Namir,ISR,Swimming,1,0,0,0,0
Daniel Pettersson,SWE,Handball,1,0,0,0,0
Daniel Pintado,ECU,Athletics,1,0,0,0,0
Daniel Repacholi,AUS,Shooting,10,0,0,0,0
Daniel Restrepo,COL,Diving,1,0,0,0,0
Daniel Roberts,USA,Athletics,1,0,0,0,0
Daniel Rowden,GBR,Athletics,1,0,0,0,0
Daniel Sarmiento,ESP,Handball,1,0,0,1,1
Daniel Stahl,SWE,Athletics,1,1,0,0,1
Daniel Staniszewski,POL,Cycling Track,2,0,0,0,0
Daniel Taabu,KEN,Rugby Sevens,1,0,0,0,0
Daniel Veron,ARG,Boxing,1,0,0,0,0
Daniel Watkins,AUS,Canoe Slalom,1,0,0,0,0
Daniel Wiffen,IRL,Swimming,2,0,0,0,0
Daniel Williamson,NZL,Rowing,1,1,0,0,1
Daniela Bulaich,ARG,Volleyball,1,0,0,0,0
Daniela Campuzano,MEX,Cycling Mountain Bike,1,0,0,0,0
Daniela Cociu,MDA,Canoe Sprint,2,0,0,0,0
Daniela Darquea,ECU,Golf,1,0,0,0,0
Daniela Dodean,ROU,Table Tennis,6,0,0,0,0
Daniela Druncea,ROU,Rowing,2,0,0,1,1
Daniela Fonseca,CUB,Table Tennis,2,0,0,0,0
Daniela Gaxiola,MEX,Cycling Track,3,0,0,0,0
Daniela Macias,PER,Badminton,1,0,0,0,0
Daniela Mogurean,ITA,Rhythmic Gymnastics,1,0,0,1,1
Daniela Pardo,CHI,Football,1,0,0,0,0
Daniela Schultze,GER,Rowing,2,0,0,0,0
Daniela Stanciu,ROU,Athletics,1,0,0,0,0
Daniela Torres,MEX,Athletics,1,0,0,0,0
Daniela Zamora,CHI,Football,1,0,0,0,0
Daniele Garozzo,ITA,Fencing,4,1,1,0,2
Daniele Lavia,ITA,Volleyball,1,0,0,0,0
Daniele Lupo,ITA,Beach Volleyball,3,0,1,0,1
Daniella Rosas,PER,Surfing,1,0,0,0,0
Danielle Hill,IRL,Swimming,2,0,0,0,0
Danielle Kang,USA,Golf,1,0,0,0,0
Danielle Lawrie,CAN,Baseball/Softball,1,0,0,1,1
Danielle Lawrie,CAN,Softball,1,0,0,0,0
Danielle O'toole,MEX,Baseball/Softball,1,0,0,0,0
Danielle Titus,BAR,Swimming,1,0,0,0,0
Daniil Medvedev,ROC,Tennis,2,0,0,0,0
Daniils Bobrovs,LAT,Swimming,1,0,0,0,0
Danijel Furtula,MNE,Athletics,3,0,0,0,0
Danil Artyukh,KAZ,Water Polo,1,0,0,0,0
Danilo Barthel,GER,Basketball,1,0,0,0,0
Danilo Gallinari,ITA,Basketball,1,0,0,0,0
Danilo Rosafio,KEN,Swimming,1,0,0,0,0
Danis Latypov,BRN,Boxing,1,0,0,0,0
Daniyal Shahbakhsh,IRI,Boxing,1,0,0,0,0
Daniyar Kaisanov,KAZ,Wrestling,1,0,0,0,0
Daniyar Yuldashev,KAZ,Karate,1,0,0,0,0
Danka Bartekova,SVK,Shooting,1,0,0,0,0
Danniel Thomas-dodd,JAM,Athletics,1,0,0,0,0
Danny Barrett,USA,Rugby Sevens,2,0,0,0,0
Danny Leon,ESP,Skateboarding,1,0,0,0,0
Danny Valencia,ISR,Baseball/Softball,1,0,0,0,0
Dante Exum,AUS,Basketball,1,0,0,1,1
Danusia Francis,JAM,Artistic Gymnastics,1,0,0,0,0
Danuta Kozak,HUN,Canoe Sprint,3,1,0,1,2
Danyi Zhang,CHN,Water Polo,1,0,0,0,0
Danylo Danylenko,UKR,Athletics,1,0,0,0,0
Dapeng Wang,CHN,Archery,2,0,0,0,0
Dara Alizadeh,BER,Rowing,1,0,0,0,0
Darcel Elendt,GER,Swimming,2,0,0,0,0
Daria Bilodid,UKR,Judo,1,0,0,1,1
Daria Davydova,ROC,Judo,2,0,0,0,0
Daria Dmitrieva,ROC,Handball,1,0,1,0,1
Daria Kulagina,BLR,Artistic Swimming,1,0,0,0,0
Daria Lushina,ROC,Rugby Sevens,1,0,0,0,0
Daria Mezhetskaia,ROC,Judo,2,0,0,0,0
Daria Noritsina,ROC,Rugby Sevens,1,0,0,0,0
Daria Pikulik,POL,Cycling,2,0,0,0,0
Daria Pikulik,POL,Cycling Track,2,0,0,0,0
Daria Pilipenko,ROC,Volleyball,1,0,0,0,0
Daria Semianova,ROC,Shooting,2,0,0,0,0
Daria Shestakova,ROC,Rugby Sevens,1,0,0,0,0
Daria Shmeleva,ROC,Cycling Track,3,0,0,1,1
Darija Jurak,CRO,Tennis,1,0,0,0,0
Dario Alvarez,DOM,Baseball/Softball,1,0,0,1,1
Dario Gonzalez,COL,Athletics,1,0,0,0,0
Dario Moscariello,ARG,Handball,1,0,0,0,0
Dariusz Kowaluk,POL,Athletics,2,1,0,0,1
Dariya Derkach,ITA,Athletics,2,0,0,0,0
Darkhan Assadilov,KAZ,Karate,1,0,0,1,1
Darko Jorgic,SLO,Table Tennis,2,0,0,0,0
Darlan Romani,BRA,Athletics,2,0,0,0,0
Darragh Greene,IRL,Swimming,2,0,0,0,0
Darragh Kenny,IRL,Equestrian,2,0,0,0,0
Darrelle Valsaint,HAI,Boxing,1,0,0,0,0
Darryl Sullivan,USA,Athletics,1,0,0,0,0
Darya Klishina,ROC,Athletics,1,0,0,0,0
Darya Klishina,RUS,Athletics,1,0,0,0,0
Darya Maslova,KGZ,Athletics,2,0,0,0,0
Darya Mykhaylova,UKR,Athletics,1,0,0,0,0
Darya Naumava,BLR,Weightlifting,1,0,0,0,0
Darya Reznichenko,UZB,Athletics,1,0,0,0,0
Darya Semyonova,TKM,Swimming,1,0,0,0,0
Darya Sorokina,AZE,Rhythmic Gymnastics,1,0,0,0,0
Daryl Bultor,FRA,Volleyball,1,1,0,0,1
Daryl Homer,USA,Fencing,5,0,1,0,1
Daryll Neita,GBR,Athletics,4,0,0,2,2
Daryna Duda,UKR,Rhythmic Gymnastics,1,0,0,0,0
Daryna Pikuleva,BLR,Canoe Sprint,1,0,0,0,0
Daryna Zevina,UKR,Swimming,6,0,0,0,0
Daulet Niyazbekov,KAZ,Wrestling,2,0,0,0,0
Davaakhuu Enkhtaivan,MGL,Shooting,3,0,0,0,0
David Alegre,ESP,Hockey,1,0,0,0,0
David Ames,GBR,Hockey,2,0,0,0,0
David Aubry,FRA,Marathon Swimming,1,0,0,0,0
David Aubry,FRA,Swimming,2,0,0,0,0
David Avila,COL,Boxing,1,0,0,0,0
David Barnes,AUS,Archery,4,0,0,0,0
David Belyavskiy,ROC,Artistic Gymnastics,8,1,0,0,1
David Brydon,NZL,Hockey,1,0,0,0,0
David Farinango,ECU,Marathon Swimming,1,0,0,0,0
David Gaudu,FRA,Cycling Road,1,0,0,0,0
David Graf,GER,Boxing,1,0,0,0,0
David Graf,SUI,Cycling,1,0,0,0,0
David Graf,SUI,Cycling BMX Racing,1,0,0,0,0
David Hrckulak,CZE,Shooting,2,0,0,0,0
David Huddleston,BUL,Artistic Gymnastics,7,0,0,0,0
David Hughes,USA,Sailing,2,0,0,0,0
David Hurtado,ECU,Athletics,1,0,0,0,0
David Hussl,AUT,Sailing,1,0,0,0,0
David Jelinek,CZE,Basketball,1,0,0,0,0
David Jessen,CZE,Artistic Gymnastics,7,0,0,0,0
David Jessen,CZE,Gymnastics,6,0,0,0,0
David Kendziera,USA,Athletics,1,0,0,0,0
David Kenny,IRL,Athletics,1,0,0,0,0
David King,GBR,Athletics,1,0,0,0,0
David Klammert,CZE,Judo,1,0,0,0,0
David Kostelecky,CZE,Shooting,1,0,1,0,1
David Litvinov,ISR,Weightlifting,1,0,0,0,0
David Llorente,ESP,Canoe Slalom,1,0,0,0,0
David Maree,RSA,Cycling Track,1,0,0,0,0
David Morgan,AUS,Swimming,6,0,0,1,1
David Morgan,GBR,Weightlifting,3,0,0,0,0
David Nyika,NZL,Boxing,1,0,0,1,1
David Popovici,ROU,Swimming,3,0,0,0,0
David Powell,AUS,Table Tennis,4,0,0,0,0
David Raum,GER,Football,1,0,0,0,0
David Robertson,GBR,Cycling,2,0,0,0,0
David Robertson,GBR,Golf,1,0,0,1,1
David Robertson,USA,Baseball/Softball,1,0,1,0,1
David Rumbutis,SWE,Artistic Gymnastics,7,0,0,0,0
David Sanchez,ESP,Weightlifting,1,0,0,0,0
David Schweiner,CZE,Beach Volleyball,1,0,0,0,0
David Smith,AUS,Athletics,3,0,0,0,0
David Smith,AUS,Canoeing,3,1,0,0,1
David Smith,GBR,Athletics,2,0,0,0,0
David Smith,RSA,Shooting,7,0,1,0,1
David Smith,USA,Sailing,1,1,0,0,1
David Smith,USA,Volleyball,3,0,0,1,1
David Ssemujju,UGA,Boxing,1,0,0,0,0
David Thomasberger,GER,Swimming,1,0,0,0,0
David Tshama,COD,Boxing,1,0,0,0,0
David Valero,ESP,Athletics,5,0,0,0,0
David Valero,ESP,Cycling Mountain Bike,1,0,0,1,1
David Varela,CPV,Boxing,1,0,0,0,0
David Varela,ESP,Athletics,3,0,0,0,0
David Varela,POR,Canoe Sprint,1,0,0,0,0
David Verraszto,HUN,Swimming,1,0,0,0,0
David Wrobel,GER,Athletics,1,0,0,0,0
Davide Manenti,ITA,Athletics,3,1,0,0,1
Davide Re,ITA,Athletics,2,0,0,0,0
Davide Ruiu,ITA,Weightlifting,1,0,0,0,0
Davidson Vincent,HAI,Swimming,1,0,0,0,0
Davisleydi Velazco,CUB,Athletics,1,0,0,0,0
Davlat Bobonov,UZB,Judo,2,0,0,1,1
Dawid Tomala,POL,Athletics,2,1,0,0,1
Dawit Fikadu,BRN,Athletics,1,0,0,0,0
Daxiang Chen,CHN,Boxing,1,0,0,0,0
Dayaan Cassiem,RSA,Hockey,1,0,0,0,0
Dayan Jorge,CUB,Canoe Sprint,2,1,0,0,1
Dayana Yastremska,UKR,Tennis,2,0,0,0,0
Daymaro Salina,POR,Handball,1,0,0,0,0
Dayna Pidhoresky,CAN,Athletics,1,0,0,0,0
Dayshalee Salaman,PUR,Basketball,1,0,0,0,0
De Luiz,BRA,Volleyball,1,0,0,0,0
De Wallace,BRA,Volleyball,1,0,0,0,0
Dean Wakeling,AUS,Weightlifting,1,0,0,0,0
Deanna Price,USA,Athletics,1,0,0,0,0
Deanne Rose,CAN,Football,2,1,0,1,2
Debbie Bont,NED,Handball,1,0,0,0,0
Debby Willemsz,NED,Water Polo,1,0,0,0,0
Debora Vivarelli,ITA,Table Tennis,1,0,0,0,0
Deborah Fleming,GBR,Rugby Sevens,1,0,0,0,0
Deborah Kerr,GBR,Canoe Sprint,2,0,0,0,0
Deborah Medrado,BRA,Rhythmic Gymnastics,1,0,0,0,0
Deborah Rodriguez,URU,Athletics,1,0,0,0,0
Deborah Schoneborn,GER,Athletics,1,0,0,0,0
Dechang Zhang,CHN,Rowing,1,0,0,1,1
Dechapol Puavaranukroh,THA,Badminton,1,0,0,0,0
Declan Brooks,GBR,Cycling BMX Freestyle,1,0,0,1,1
Declan Tingay,AUS,Athletics,1,0,0,0,0
Dee Vargas,CHI,Judo,1,0,0,0,0
Deen Conte,GUI,Athletics,1,0,0,0,0
Deepak Kumar,IND,Shooting,2,0,0,0,0
Deepak Punia,IND,Wrestling,1,0,0,0,0
Deepika Kumari,IND,Archery,6,0,0,0,0
Defne Tacyildiz,TUR,Swimming,1,0,0,0,0
Deirdre Duke,IRL,Hockey,1,0,0,0,0
Deividas Margevicius,LTU,Swimming,1,0,0,0,0
Deizy Nhaquile,MOZ,Sailing,1,0,0,0,0
Dejah Mulipola,USA,Baseball/Softball,1,0,1,0,1
Dejan Georgievski,MKD,Taekwondo,1,0,1,0,1
Dejan Majstorovic,SRB,3x3 Basketball,1,0,0,1,1
Del Marco,ITA,Water Polo,1,0,0,0,0
Delaney Schnell,USA,Diving,2,0,1,0,1
Delaney Spaulding,USA,Baseball/Softball,1,0,1,0,1
Delante Johnson,USA,Boxing,1,0,0,0,0
Delfina Merino,ARG,Hockey,3,0,2,0,2
Delfina Pignatiello,ARG,Swimming,2,0,0,0,0
Delgerkhuu Myagmar,MGL,Swimming,1,0,0,0,0
Delia Sclabas,SUI,Athletics,1,0,0,0,0
Delian Stateff,ITA,Triathlon,2,0,0,0,0
Delphine Delrue,FRA,Badminton,1,0,0,0,0
Delron Felix,GRN,Swimming,1,0,0,0,0
Demeu Zhadrayev,KAZ,Wrestling,1,0,0,0,0
Demi Hayes,AUS,Rugby Sevens,1,0,0,0,0
Demi Schuurs,NED,Tennis,1,0,0,0,0
Demi Stokes,GBR,Football,1,0,0,0,0
Demi Vollering,NED,Cycling Road,1,0,0,0,0
Demish Gaye,JAM,Athletics,2,0,0,0,0
Demita Vega,MEX,Sailing,1,0,0,0,0
Demos Memneloum,CHA,Judo,1,0,0,0,0
Denes Varga,HUN,Water Polo,1,0,0,1,1
Deni Kozul,SLO,Table Tennis,1,0,0,0,0
Denia Caballero,CUB,Athletics,1,0,0,0,0
Denil Maldonado,HON,Football,1,0,0,0,0
Denis Abliazin,ROC,Artistic Gymnastics,8,1,1,0,2
Denis Bogdan,ROC,Volleyball,1,0,1,0,1
Denis Dmitriev,ROC,Cycling Track,3,0,0,0,0
Denis Gankin,KAZ,Archery,3,0,0,0,0
Denis Genreau,AUS,Football,1,0,0,0,0
Denis Gribanov,ROC,Sailing,1,0,0,0,0
Denis Gribanov,RUS,Sailing,1,0,0,0,0
Denis Istomin,UZB,Tennis,3,0,0,0,0
Denis Loktev,ISR,Swimming,2,0,0,0,0
Denis Mysak,SVK,Canoe Sprint,1,0,0,1,1
Denis Petrashov,KGZ,Swimming,3,0,0,0,0
Denis Vieru,MDA,Judo,1,0,0,0,0
Denisa Barankova,SVK,Archery,1,0,0,0,0
Denisa Tilvescu,ROU,Rowing,1,0,0,0,0
Denise Parruque,MOZ,Sailing,1,0,0,0,0
Deniz Almas,GER,Athletics,1,0,0,0,0
Deniz Cinar,TUR,Sailing,1,0,0,0,0
Deniz Ertan,TUR,Swimming,3,0,0,0,0
