Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals,Participation Count,Cutoff Year
Aleksandra Crvendakic,SRB,Basketball,0,0,1,0,0,1,2020
Ana Dabovic,SRB,Basketball,0,0,1,0,0,1,2020
Angela Dugalic,SRB,Basketball,0,0,1,0,0,1,2020
Dajana Butulija,SRB,Basketball,1,0,1,0,1,2,2020
Dragana Stankovic,SRB,Basketball,0,0,1,0,0,1,2020
Jelena Brooks,SRB,Basketball,0,0,1,0,0,1,2020
Maja Skoric,SRB,Basketball,0,0,1,0,0,1,2020
Nevena Jovanovic,SRB,Basketball,0,0,1,0,0,1,2020
Sasa Cado,SRB,Basketball,0,0,1,0,0,1,2020
Sonja Vasic,SRB,Basketball,0,0,1,0,0,1,2020
Tina Krajisnik,SRB,Basketball,0,0,1,0,0,1,2020
Yvonne Anderson,SRB,Basketball,0,0,1,0,0,1,2020
Nina Radovanovic,SRB,Boxing,0,0,1,0,0,1,2020
Bojan Zdelar,SRB,Canoe Sprint,0,0,2,0,0,2,2020
Milica Novakovic,SRB,Canoe Sprint,0,0,2,0,0,2,2020
Strahinja Stefanovic,SRB,Canoe Sprint,0,0,1,0,0,1,2020
Vladimir Torubarov,SRB,Canoeing,0,0,1,0,0,1,2020
Aleksandar Kukolj,SRB,Judo,0,0,2,0,0,2,2020
Anja Obradovic,SRB,Judo,0,0,1,0,0,1,2020
Marica Perisic,SRB,Judo,0,0,1,0,0,1,2020
Milica Nikolic,SRB,Judo,0,0,1,0,0,1,2020
Nemanja Majdov,SRB,Judo,0,0,1,0,0,1,2020
Jovana Prekovic,SRB,Karate,0,1,0,0,1,1,2020
Jovana Arsic,SRB,Rowing,0,0,1,0,0,1,2020
Martin Mackovic,SRB,Rowing,0,0,1,0,0,1,2020
Milos Vasic,SRB,Rowing,0,0,1,0,0,1,2020
Andrea Arsovic,SRB,Shooting,0,0,3,0,0,3,2020
Damir Mikec,SRB,Shooting,0,0,7,1,1,8,2020
Jasmina Milovanovic,SRB,Shooting,0,0,2,0,0,2,2020
Milenko Sebic,SRB,Shooting,1,0,2,0,1,3,2020
Milutin Stefanovic,SRB,Shooting,0,0,3,0,0,3,2020
Sanja Vukasinovic,SRB,Shooting,0,0,3,0,0,3,2020
Zorana Arunovic,SRB,Shooting,0,0,3,0,0,3,2020
Andrej Barna,SRB,Swimming,0,0,3,0,0,3,2020
Anja Crevar,SRB,Swimming,0,0,4,0,0,4,2020
Caba Siladi,SRB,Swimming,0,0,1,0,0,1,2020
Nikola Acin,SRB,Swimming,0,0,1,0,0,1,2020
Uros Nikolic,SRB,Swimming,0,0,1,0,0,1,2020
Velimir Stjepanovic,SRB,Swimming,0,0,2,0,0,2,2020
Vuk Celic,SRB,Swimming,0,0,1,0,0,1,2020
Dimitrije Levajac,SRB,Table Tennis,0,0,2,0,0,2,2020
Marko Jevtovic,SRB,Table Tennis,0,0,1,0,0,1,2020
Zsolt Peto,SRB,Table Tennis,0,0,2,0,0,2,2020
Milica Mandic,SRB,Taekwondo,0,1,0,0,1,1,2020
Tijana Bogdanovic,SRB,Taekwondo,1,0,0,0,1,1,2020
Aleksandra Krunic,SRB,Tennis,0,0,1,0,0,1,2020
Ivana Jorovic,SRB,Tennis,0,0,1,0,0,1,2020
Miomir Kecmanovic,SRB,Tennis,0,0,1,0,0,1,2020
Nina Stojanovic,SRB,Tennis,0,0,3,0,0,3,2020
Novak Djokovic,SRB,Tennis,0,0,2,0,0,2,2020
Ana Bjelica,SRB,Volleyball,1,0,0,0,1,1,2020
Bianka Busa,SRB,Volleyball,1,0,0,0,1,1,2020
Bojana Milenkovic,SRB,Volleyball,1,0,0,0,1,1,2020
Brankica Mihajlovic,SRB,Volleyball,1,0,0,0,1,1,2020
Jelena Blagojevic,SRB,Volleyball,1,0,0,0,1,1,2020
Maja Aleksic,SRB,Volleyball,1,0,0,0,1,1,2020
Maja Ognjenovic,SRB,Volleyball,1,0,0,0,1,1,2020
Milena Rasic,SRB,Volleyball,1,0,0,0,1,1,2020
Mina Popovic,SRB,Volleyball,1,0,0,0,1,1,2020
Silvija Popovic,SRB,Volleyball,1,0,0,0,1,1,2020
Sladjana Mirkovic,SRB,Volleyball,1,0,0,0,1,1,2020
Tijana Boskovic,SRB,Volleyball,1,0,0,0,1,1,2020
Andrija Prlainovic,SRB,Water Polo,0,1,0,0,1,1,2020
Branislav Mitrovic,SRB,Water Polo,0,1,0,0,1,1,2020
Dorde Lazic,SRB,Water Polo,0,1,0,0,1,1,2020
Dusan Mandic,SRB,Water Polo,0,1,0,0,1,1,2020
Dusko Pijetlovic,SRB,Water Polo,0,1,0,0,1,1,2020
Filip Filipovic,SRB,Water Polo,0,1,0,0,1,1,2020
Gojko Pijetlovic,SRB,Water Polo,0,1,0,0,1,1,2020
Milan Aleksic,SRB,Water Polo,0,1,0,0,1,1,2020
Nikola Dedovic,SRB,Water Polo,0,1,0,0,1,1,2020
Nikola Jaksic,SRB,Water Polo,0,1,0,0,1,1,2020
Sava Randelovic,SRB,Water Polo,0,1,0,0,1,1,2020
Stefan Mitrovic,SRB,Water Polo,0,1,0,0,1,1,2020
Strahinja Rasovic,SRB,Water Polo,0,1,0,0,1,1,2020
Andria Micic,SRB,Wrestling,0,0,1,0,0,1,2020
Mate Nemes,SRB,Wrestling,0,0,1,0,0,1,2020
Mihail Kajaia,SRB,Wrestling,0,0,1,0,0,1,2020
Zurabi Datunashvili,SRB,Wrestling,1,0,0,0,1,1,2020
Gehani Elpitiya,SRI,Artistic Gymnastics,0,0,5,0,0,5,2020
Abeykoon Mudiyanselage,SRI,Athletics,0,0,1,0,0,1,2020
Nimali Waliwarsha,SRI,Athletics,0,0,1,0,0,1,2020
Niluka Karunaratne,SRI,Badminton,0,0,3,0,0,3,2020
Mathilda Karlsson,SRI,Equestrian,0,0,1,0,0,1,2020
Chamara Repiyallage,SRI,Judo,0,0,2,0,0,2,2020
Tehani Egodawela,SRI,Shooting,0,0,1,0,0,1,2020
Aniqah Gaffoor,SRI,Swimming,0,0,1,0,0,1,2020
Matthew Abeysinghe,SRI,Swimming,0,0,2,0,0,2,2020
Abraham Guem,SSD,Athletics,0,0,1,0,0,1,2020
Lucia Moris,SSD,Athletics,0,0,1,0,0,1,2020
D'jamila Tavares,STP,Athletics,0,0,1,0,0,1,2020
Roque Fernandes,STP,Canoe Sprint,0,0,2,0,0,2,2020
da Buly,STP,Canoe Sprint,0,0,2,0,0,2,2020
Ahmed Ali,SUD,Athletics,0,0,1,0,0,1,2020
Suliman Koumi,SUD,Athletics,0,0,1,0,0,1,2020
Mohamed Abdalrasool,SUD,Judo,0,0,1,0,0,1,2020
Esraa Khogali,SUD,Rowing,0,0,1,0,0,1,2020
Abobakr Abass,SUD,Swimming,0,0,1,0,0,1,2020
Haneen Ibrahim,SUD,Swimming,0,0,2,0,0,2,2020
Benjamin Gischard,SUI,Artistic Gymnastics,0,0,8,0,0,8,2020
Christian Baumann,SUI,Artistic Gymnastics,0,0,8,0,0,8,2020
Eddy Yusof,SUI,Artistic Gymnastics,0,0,8,0,0,8,2020
Giulia Steingruber,SUI,Artistic Gymnastics,0,0,5,0,0,5,2020
Pablo Braegger,SUI,Artistic Gymnastics,0,0,8,0,0,8,2020
Alex Wilson,SUI,Athletics,0,0,1,0,0,1,2020
Andrina Hodel,SUI,Athletics,0,0,1,0,0,1,2020
Angelica Moser,SUI,Athletics,0,0,2,0,0,2,2020
Annina Fahr,SUI,Athletics,0,0,1,0,0,1,2020
Cynthia Reinle,SUI,Athletics,0,0,1,0,0,1,2020
Delia Sclabas,SUI,Athletics,0,0,1,0,0,1,2020
Ditaji Kambundji,SUI,Athletics,0,0,1,0,0,1,2020
Fabienne Schlumpf,SUI,Athletics,0,0,2,0,0,2,2020
Jason Joseph,SUI,Athletics,0,0,1,0,0,1,2020
Jonas Raess,SUI,Athletics,0,0,1,0,0,1,2020
Julien Wanders,SUI,Athletics,0,0,1,0,0,1,2020
Lea Sprunger,SUI,Athletics,0,0,2,0,0,2,2020
Loic Gasch,SUI,Athletics,0,0,1,0,0,1,2020
Lore Hoffmann,SUI,Athletics,0,0,1,0,0,1,2020
Martina Strahl,SUI,Athletics,0,0,1,0,0,1,2020
Mujinga Kambundji,SUI,Athletics,0,0,6,0,0,6,2020
Rachel Pellaud,SUI,Athletics,0,0,1,0,0,1,2020
Riccarda Dietsche,SUI,Athletics,0,0,1,0,0,1,2020
Ricky Petrucciani,SUI,Athletics,0,0,1,0,0,1,2020
Salome Kora,SUI,Athletics,0,0,3,0,0,3,2020
Salome Lang,SUI,Athletics,0,0,1,0,0,1,2020
Sarah King,SUI,Athletics,0,0,1,0,0,1,2020
Silke Lemmens,SUI,Athletics,0,0,1,0,0,1,2020
Silvan Wicki,SUI,Athletics,0,0,1,0,0,1,2020
Tadesse Abraham,SUI,Athletics,0,0,2,0,0,2,2020
William Reais,SUI,Athletics,0,0,1,0,0,1,2020
Yasmin Giger,SUI,Athletics,0,0,2,0,0,2,2020
del Ajla,SUI,Athletics,0,0,2,0,0,2,2020
Sabrina Jaquet,SUI,Badminton,0,0,3,0,0,3,2020
Adrian Heidrich,SUI,Beach Volleyball,0,0,1,0,0,1,2020
Anouk Verge-depre,SUI,Beach Volleyball,1,0,0,0,1,1,2020
Joana Heidrich,SUI,Beach Volleyball,1,0,1,0,1,2,2020
Mirco Gerson,SUI,Beach Volleyball,0,0,1,0,0,1,2020
Nina Betschart,SUI,Beach Volleyball,0,0,1,0,0,1,2020
Tanja Huberli,SUI,Beach Volleyball,0,0,1,0,0,1,2020
Alena Marx,SUI,Canoe Slalom,0,0,1,0,0,1,2020
Martin Dougoud,SUI,Canoe Slalom,0,0,1,0,0,1,2020
Naemi Braendle,SUI,Canoe Slalom,0,0,1,0,0,1,2020
Thomas Koechlin,SUI,Canoe Slalom,0,0,1,0,0,1,2020
Elise Chabbey,SUI,Canoeing,0,0,1,0,0,1,2020
David Graf,SUI,Cycling,0,0,1,0,0,1,2020
Jolanda Neff,SUI,Cycling,0,0,2,0,0,2,2020
Linda Indergand,SUI,Cycling,0,0,1,0,0,1,2020
Nino Schurter,SUI,Cycling,1,1,0,1,3,3,2020
Nikita Ducarroz,SUI,Cycling BMX Freestyle,1,0,0,0,1,1,2020
David Graf,SUI,Cycling BMX Racing,0,0,1,0,0,1,2020
Simon Marquart,SUI,Cycling BMX Racing,0,0,1,0,0,1,2020
Zoe Claessens,SUI,Cycling BMX Racing,0,0,1,0,0,1,2020
Filippo Colombo,SUI,Cycling Mountain Bike,0,0,1,0,0,1,2020
Jolanda Neff,SUI,Cycling Mountain Bike,0,1,0,0,1,1,2020
Linda Indergand,SUI,Cycling Mountain Bike,1,0,0,0,1,1,2020
Mathias Flueckiger,SUI,Cycling Mountain Bike,0,0,0,1,1,1,2020
Nino Schurter,SUI,Cycling Mountain Bike,0,0,1,0,0,1,2020
Sina Frei,SUI,Cycling Mountain Bike,0,0,0,1,1,1,2020
Gino Maeder,SUI,Cycling Road,0,0,1,0,0,1,2020
Marc Hirschi,SUI,Cycling Road,0,0,1,0,0,1,2020
Marlen Reusser,SUI,Cycling Road,0,0,1,1,1,2,2020
Michael Schaer,SUI,Cycling Road,0,0,1,0,0,1,2020
Stefan Kueng,SUI,Cycling Road,0,0,2,0,0,2,2020
Cyrille Thiery,SUI,Cycling Track,0,0,1,0,0,1,2020
Mauro Schmid,SUI,Cycling Track,0,0,2,0,0,2,2020
Robin Froidevaux,SUI,Cycling Track,0,0,3,0,0,3,2020
Stefan Bissegger,SUI,Cycling Track,0,0,1,0,0,1,2020
Thery Schir,SUI,Cycling Track,0,0,3,0,0,3,2020
Valere Thiebaud,SUI,Cycling Track,0,0,1,0,0,1,2020
Michelle Heimberg,SUI,Diving,0,0,1,0,0,1,2020
Beat Mandli,SUI,Equestrian,0,0,2,0,0,2,2020
Bryan Balsiger,SUI,Equestrian,0,0,2,0,0,2,2020
Estelle Wettstein,SUI,Equestrian,0,0,1,0,0,1,2020
Eveline Bodenmuller,SUI,Equestrian,0,0,2,0,0,2,2020
Felix Vogg,SUI,Equestrian,0,0,2,0,0,2,2020
Martin Fuchs,SUI,Equestrian,0,0,2,0,0,2,2020
Melody Johner,SUI,Equestrian,0,0,2,0,0,2,2020
Robin Godel,SUI,Equestrian,0,0,2,0,0,2,2020
Steve Guerdat,SUI,Equestrian,0,0,2,0,0,2,2020
Christoph Meier,SUI,Equestrianism,0,0,1,0,0,1,2020
Felix Vogg,SUI,Equestrianism,0,0,1,0,0,1,2020
Markus Fuchs,SUI,Equestrianism,0,0,9,1,1,10,2020
Martin Fuchs,SUI,Equestrianism,0,0,2,0,0,2,2020
Pius Schwizer,SUI,Equestrianism,1,0,3,0,1,4,2020
Steve Guerdat,SUI,Equestrianism,1,1,6,0,2,8,2020
Benjamin Steffen,SUI,Fencing,0,0,4,0,0,4,2020
Lucas Malcotti,SUI,Fencing,0,0,1,0,0,1,2020
Max Heinzer,SUI,Fencing,0,0,5,0,0,5,2020
Michele Niggeler,SUI,Fencing,0,0,2,0,0,2,2020
Albane Valenzuela,SUI,Golf,0,0,2,0,0,2,2020
Kim Metraux,SUI,Golf,0,0,1,0,0,1,2020
Benjamin Gischard,SUI,Gymnastics,0,0,3,0,0,3,2020
Christian Baumann,SUI,Gymnastics,0,0,5,0,0,5,2020
Eddy Yusof,SUI,Gymnastics,0,0,7,0,0,7,2020
Giulia Steingruber,SUI,Gymnastics,1,0,9,0,1,10,2020
Fabienne Kocher,SUI,Judo,0,0,1,0,0,1,2020
Nils Stump,SUI,Judo,0,0,1,0,0,1,2020
Elena Quirici,SUI,Karate,0,0,1,0,0,1,2020
Andrin Gulich,SUI,Rowing,0,0,1,0,0,1,2020
Barnabe Delarze,SUI,Rowing,0,0,1,0,0,1,2020
Frederique Rol,SUI,Rowing,0,0,1,0,0,1,2020
Jeannine Gmelin,SUI,Rowing,0,0,1,0,0,1,2020
Joel Schuerch,SUI,Rowing,0,0,1,0,0,1,2020
Markus Kessler,SUI,Rowing,0,0,1,0,0,1,2020
Patricia Merz,SUI,Rowing,0,0,1,0,0,1,2020
Paul Jacquot,SUI,Rowing,0,0,1,0,0,1,2020
Roman Roeoesli,SUI,Rowing,0,0,1,0,0,1,2020
Linda Fahrni,SUI,Sailing,0,0,2,0,0,2,2020
Lucien Cujean,SUI,Sailing,0,0,2,0,0,2,2020
Maja Siegenthaler,SUI,Sailing,0,0,2,0,0,2,2020
Mateo Sanz,SUI,Sailing,0,0,1,0,0,1,2020
Maud Jayet,SUI,Sailing,0,0,1,0,0,1,2020
Sebastien Schneiter,SUI,Sailing,0,0,2,0,0,2,2020
Heidi Diethelm,SUI,Shooting,0,0,2,0,0,2,2020
Nina Christen,SUI,Shooting,1,1,2,0,2,4,2020
Petra Klingler,SUI,Sport Climbing,0,0,1,0,0,1,2020
Antonio Djakovic,SUI,Swimming,0,0,4,0,0,4,2020
Jeremy Desplanches,SUI,Swimming,1,0,2,0,1,3,2020
Lisa Mamie,SUI,Swimming,0,0,2,0,0,2,2020
Maria Ugolkova,SUI,Swimming,0,0,6,0,0,6,2020
Nils Liess,SUI,Swimming,0,0,2,0,0,2,2020
Noe Ponti,SUI,Swimming,1,0,3,0,1,4,2020
Roman Mityukov,SUI,Swimming,0,0,4,0,0,4,2020
Rachel Moret,SUI,Table Tennis,0,0,1,0,0,1,2020
Belinda Bencic,SUI,Tennis,0,1,0,1,2,2,2020
Viktorija Golubic,SUI,Tennis,0,0,1,1,1,2,2020
Andrea Salvisberg,SUI,Triathlon,0,0,3,0,0,3,2020
Jolanda Annen,SUI,Triathlon,0,0,3,0,0,3,2020
Max Studer,SUI,Triathlon,0,0,2,0,0,2,2020
Nicola Spirig,SUI,Triathlon,0,0,2,0,0,2,2020
Max Studer,SUI,Wrestling,0,0,1,0,0,1,2020
Stefan Reichmuth,SUI,Wrestling,0,0,1,0,0,1,2020
Soren Opti,SUR,Badminton,0,0,2,0,0,2,2020
Jair Tjon,SUR,Cycling Track,0,0,2,0,0,2,2020
Renzo Tjon-a-joe,SUR,Swimming,0,0,2,0,0,2,2020
Denisa Barankova,SVK,Archery,0,0,1,0,0,1,2020
Barbora Mokosova,SVK,Artistic Gymnastics,0,0,5,0,0,5,2020
Emma Zapletalova,SVK,Athletics,0,0,1,0,0,1,2020
Gabriela Gajanova,SVK,Athletics,0,0,1,0,0,1,2020
Jan Volko,SVK,Athletics,0,0,2,0,0,2,2020
Marcel Lomnicky,SVK,Athletics,0,0,1,0,0,1,2020
Maria Katerinka,SVK,Athletics,0,0,1,0,0,1,2020
Martina Hrasnova,SVK,Athletics,0,0,1,0,0,1,2020
Matej Toth,SVK,Athletics,0,0,1,0,0,1,2020
Michal Morvay,SVK,Athletics,0,0,1,0,0,1,2020
Miroslav Uradnik,SVK,Athletics,0,0,1,0,0,1,2020
Martina Repiska,SVK,Badminton,0,0,1,0,0,1,2020
Andrej Csemez,SVK,Boxing,0,0,1,0,0,1,2020
Eliska Mintalova,SVK,Canoe Slalom,0,0,1,0,0,1,2020
Jakub Grigar,SVK,Canoe Slalom,0,0,0,1,1,1,2020
Matej Benus,SVK,Canoe Slalom,0,0,1,0,0,1,2020
Monika Skachova,SVK,Canoe Slalom,0,0,1,0,0,1,2020
Adam Botek,SVK,Canoe Sprint,1,0,1,0,1,2,2020
Denis Mysak,SVK,Canoe Sprint,1,0,0,0,1,1,2020
Erik Vlcek,SVK,Canoe Sprint,1,0,0,0,1,1,2020
Peter Gelle,SVK,Canoe Sprint,0,0,1,0,0,1,2020
Samuel Balaz,SVK,Canoe Sprint,1,0,1,0,1,2,2020
Jakub Grigar,SVK,Canoeing,0,0,1,0,0,1,2020
Peter Gelle,SVK,Canoeing,0,0,3,0,0,3,2020
Peter Nagy,SVK,Canoeing,0,0,2,0,0,2,2020
Juraj Sagan,SVK,Cycling Road,0,0,1,0,0,1,2020
Lukas Kubis,SVK,Cycling Road,0,0,2,0,0,2,2020
Rory Sabbatini,SVK,Golf,0,0,0,1,1,1,2020
Danka Bartekova,SVK,Shooting,0,0,1,0,0,1,2020
Erik Varga,SVK,Shooting,0,0,5,0,0,5,2020
Jana Spotakova,SVK,Shooting,0,0,1,0,0,1,2020
Juraj Tuzinsky,SVK,Shooting,0,0,1,0,0,1,2020
Marian Kovacocy,SVK,Shooting,0,0,1,0,0,1,2020
Patrik Jany,SVK,Shooting,0,0,2,0,0,2,2020
Zuzana Rehak,SVK,Shooting,0,1,1,0,1,2,2020
Andrea Podmanikova,SVK,Swimming,0,0,2,0,0,2,2020
Richard Nagy,SVK,Swimming,0,0,5,0,0,5,2020
Barbora Balazova,SVK,Table Tennis,0,0,2,0,0,2,2020
Lubomir Pistej,SVK,Table Tennis,0,0,1,0,0,1,2020
Yang Wang,SVK,Table Tennis,0,0,2,0,0,2,2020
Filip Polasek,SVK,Tennis,0,0,1,0,0,1,2020
Lukas Klein,SVK,Tennis,0,0,2,0,0,2,2020
Norbert Gombos,SVK,Tennis,0,0,1,0,0,1,2020
Boris Makoev,SVK,Wrestling,0,0,1,0,0,1,2020
Christine Bjerendal,SWE,Archery,0,0,3,0,0,3,2020
David Rumbutis,SWE,Artistic Gymnastics,0,0,7,0,0,7,2020
Jonna Adlerteg,SWE,Artistic Gymnastics,0,0,1,0,0,1,2020
Andreas Kramer,SWE,Athletics,0,0,1,0,0,1,2020
Angelica Bengtsson,SWE,Athletics,0,0,3,0,0,3,2020
Armand Duplantis,SWE,Athletics,0,1,0,0,1,1,2020
Carolina Wikstrom,SWE,Athletics,0,0,1,0,0,1,2020
Daniel Stahl,SWE,Athletics,0,1,0,0,1,1,2020
Emil Blomberg,SWE,Athletics,0,0,1,0,0,1,2020
Erika Kinsey,SWE,Athletics,0,0,1,0,0,1,2020
Fanny Roos,SWE,Athletics,0,0,1,0,0,1,2020
Kalle Berglund,SWE,Athletics,0,0,1,0,0,1,2020
Khaddi Sagnia,SWE,Athletics,0,0,1,0,0,1,2020
Kim Amb,SWE,Athletics,0,0,3,0,0,3,2020
Maja Nilsson,SWE,Athletics,0,0,1,0,0,1,2020
Meraf Bahta,SWE,Athletics,0,0,1,0,0,1,2020
Michaela Meijer,SWE,Athletics,0,0,1,0,0,1,2020
Perseus Karlstrom,SWE,Athletics,0,0,1,0,0,1,2020
Sarah Lahti,SWE,Athletics,0,0,2,0,0,2,2020
Simon Pettersson,SWE,Athletics,0,0,0,1,1,1,2020
Simon Sundstrom,SWE,Athletics,0,0,1,0,0,1,2020
Thobias Montler,SWE,Athletics,0,0,1,0,0,1,2020
Vidar Johansson,SWE,Athletics,0,0,1,0,0,1,2020
Wictor Petersson,SWE,Athletics,0,0,1,0,0,1,2020
Felix Burestedt,SWE,Badminton,0,0,1,0,0,1,2020
Adam Chartoi,SWE,Boxing,0,0,1,0,0,1,2020
Agnes Alexiusson,SWE,Boxing,0,0,1,0,0,1,2020
Erik Holmer,SWE,Canoe Slalom,0,0,1,0,0,1,2020
Linnea Stensils,SWE,Canoe Sprint,0,0,2,0,0,2,2020
Petter Menning,SWE,Canoe Sprint,0,0,1,0,0,1,2020
Linnea Stensils,SWE,Canoeing,0,0,1,0,0,1,2020
Jenny Rissveds,SWE,Cycling,0,1,0,0,1,1,2020
Jenny Rissveds,SWE,Cycling Mountain Bike,0,0,1,0,0,1,2020
Emma Gullstrand,SWE,Diving,0,0,1,0,0,1,2020
Antonia Ramel,SWE,Equestrian,0,0,2,0,0,2,2020
Juliette Ramel,SWE,Equestrian,0,0,2,0,0,2,2020
Louise Romeike,SWE,Equestrian,0,0,2,0,0,2,2020
Ludwig Svennerstal,SWE,Equestrian,0,0,2,0,0,2,2020
Malin Baryard-johnsson,SWE,Equestrian,0,1,1,0,1,2,2020
Patrik Kittel,SWE,Equestrian,0,0,2,0,0,2,2020
Peder Fredricson,SWE,Equestrian,0,1,0,1,2,2,2020
Rolf-goran Bengtsson,SWE,Equestrian,0,1,0,0,1,1,2020
Sara Algotsson,SWE,Equestrian,0,0,2,0,0,2,2020
Therese Nilshagen,SWE,Equestrian,0,0,2,0,0,2,2020
Therese Viklund,SWE,Equestrian,0,0,2,0,0,2,2020
von Henrik,SWE,Equestrian,0,1,1,0,1,2,2020
Juliette Ramel,SWE,Equestrianism,0,0,2,0,0,2,2020
Malin Baryard-johnsson,SWE,Equestrianism,0,0,7,1,1,8,2020
Patrik Kittel,SWE,Equestrianism,0,0,6,0,0,6,2020
Amanda Ilestedt,SWE,Football,0,0,0,1,1,1,2020
Anna Anvegard,SWE,Football,0,0,0,1,1,1,2020
Caroline Seger,SWE,Football,0,0,0,1,1,1,2020
Emma Kullberg,SWE,Football,0,0,0,1,1,1,2020
Erik Persson,SWE,Football,0,0,1,0,0,1,2020
Filippa Angeldal,SWE,Football,0,0,0,1,1,1,2020
Fridolina Rolfo,SWE,Football,0,0,0,1,1,1,2020
Hanna Bennison,SWE,Football,0,0,0,1,1,1,2020
Hanna Glas,SWE,Football,0,0,0,1,1,1,2020
Hedvig Lindahl,SWE,Football,0,0,0,1,1,1,2020
Jennifer Falk,SWE,Football,0,0,0,1,1,1,2020
Jonna Andersson,SWE,Football,0,0,0,2,2,2,2020
Julia Roddar,SWE,Football,0,0,0,1,1,1,2020
Kosovare Asllani,SWE,Football,0,0,1,2,2,3,2020
Lina Hurtig,SWE,Football,0,0,0,1,1,1,2020
Madelen Janogy,SWE,Football,0,0,0,1,1,1,2020
Magdalena Eriksson,SWE,Football,0,0,0,2,2,2,2020
Nathalie Bjorn,SWE,Football,0,0,0,1,1,1,2020
Olivia Schough,SWE,Football,0,0,0,2,2,2,2020
Rebecka Blomqvist,SWE,Football,0,0,0,1,1,1,2020
Sofia Jakobsson,SWE,Football,0,0,0,1,1,1,2020
Stina Blackstenius,SWE,Football,0,0,0,1,1,1,2020
Zecira Musovic,SWE,Football,0,0,0,1,1,1,2020
Alex Noren,SWE,Golf,0,0,1,0,0,1,2020
Anna Nordqvist,SWE,Golf,0,0,2,0,0,2,2020
Henrik Norlander,SWE,Golf,0,0,1,0,0,1,2020
Madelene Sagstrom,SWE,Golf,0,0,1,0,0,1,2020
Jonna Adlerteg,SWE,Gymnastics,0,0,4,0,0,4,2020
Albin Lagergren,SWE,Handball,0,0,2,0,0,2,2020
Andreas Palicka,SWE,Handball,0,0,1,0,0,1,2020
Anna Lagerquist,SWE,Handball,0,0,1,0,0,1,2020
Anton Lindskog,SWE,Handball,0,0,1,0,0,1,2020
Carin Stromberg,SWE,Handball,0,0,1,0,0,1,2020
Daniel Pettersson,SWE,Handball,0,0,1,0,0,1,2020
Elin Hansson,SWE,Handball,0,0,1,0,0,1,2020
Emma Lindqvist,SWE,Handball,0,0,1,0,0,1,2020
Felix Claar,SWE,Handball,0,0,1,0,0,1,2020
Fredric Pettersson,SWE,Handball,0,0,1,0,0,1,2020
Hampus Wanne,SWE,Handball,0,0,1,0,0,1,2020
Jamina Roberts,SWE,Handball,0,0,3,0,0,3,2020
Jenny Carlson,SWE,Handball,0,0,1,0,0,1,2020
Jessica Ryde,SWE,Handball,0,0,1,0,0,1,2020
Jim Gottfridsson,SWE,Handball,0,0,2,0,0,2,2020
Johanna Bundsen,SWE,Handball,0,0,2,0,0,2,2020
Johanna Westberg,SWE,Handball,0,0,1,0,0,1,2020
Jonathan Carlsbogard,SWE,Handball,0,0,1,0,0,1,2020
Kristin Thorleifsdottir,SWE,Handball,0,0,1,0,0,1,2020
Linn Blohm,SWE,Handball,0,0,2,0,0,2,2020
Lucas Pellas,SWE,Handball,0,0,1,0,0,1,2020
Lukas Sandell,SWE,Handball,0,0,1,0,0,1,2020
Mathilda Lundstrom,SWE,Handball,0,0,1,0,0,1,2020
Max Darj,SWE,Handball,0,0,1,0,0,1,2020
Melissa Petren,SWE,Handball,0,0,1,0,0,1,2020
Mikael Aggefors,SWE,Handball,0,0,1,0,0,1,2020
Nathalie Hagman,SWE,Handball,0,0,2,0,0,2,2020
Niclas Ekberg,SWE,Handball,0,0,1,0,0,1,2020
Nina Dano,SWE,Handball,0,0,1,0,0,1,2020
Oskar Sunnefeldt,SWE,Handball,0,0,1,0,0,1,2020
Anna Bernholm,SWE,Judo,0,0,1,0,0,1,2020
Marcus Nyman,SWE,Judo,0,0,3,0,0,3,2020
Robin Pacek,SWE,Judo,0,0,2,0,0,2,2020
Tommy Macias,SWE,Judo,0,0,1,0,0,1,2020
Lovisa Claesson,SWE,Rowing,0,0,1,0,0,1,2020
Anton Dahlberg,SWE,Sailing,0,0,3,1,1,4,2020
Cecilia Jonsson,SWE,Sailing,0,0,1,0,0,1,2020
Emil Jarudd,SWE,Sailing,0,0,1,0,0,1,2020
Fredrik Bergstrom,SWE,Sailing,0,0,0,1,1,1,2020
Jesper Stalheim,SWE,Sailing,0,0,1,0,0,1,2020
Josefin Olsson,SWE,Sailing,0,0,2,1,1,3,2020
Lovisa Karlsson,SWE,Sailing,0,0,1,0,0,1,2020
Max Salminen,SWE,Sailing,0,1,2,0,1,3,2020
Olivia Bergstrom,SWE,Sailing,0,0,1,0,0,1,2020
Stefan Nilsson,SWE,Shooting,0,0,1,0,0,1,2020
Oskar Rozenberg,SWE,Skateboarding,0,0,1,0,0,1,2020
Bjoern Seeliger,SWE,Swimming,0,0,1,0,0,1,2020
Emelie Fast,SWE,Swimming,0,0,1,0,0,1,2020
Erik Persson,SWE,Swimming,0,0,4,0,0,4,2020
Louise Hansson,SWE,Swimming,0,0,9,0,0,9,2020
Michelle Coleman,SWE,Swimming,0,0,11,0,0,11,2020
Robin Hanson,SWE,Swimming,0,0,2,0,0,2,2020
Sara Junevik,SWE,Swimming,0,0,1,0,0,1,2020
Sarah Sjoestroem,SWE,Swimming,0,0,4,1,1,5,2020
