NOC,Year,Bronze,Gold,No medal,Silver,Total_Medals,More_Than_3_Medals,check1,check2
GBS,2008,0,0,3,0,0,0,0,1
GBS,2012,0,0,4,0,0,0,0,1
GBS,2016,0,0,5,0,0,0,0,1
GBS,2020,0,0,4,0,0,0,0,1
GBS,2024,0,0,6,0,0,0,0,1
GDR,1896,0,0,0,0,0,1,0,0
GDR,1900,0,0,0,0,0,1,0,0
GDR,1904,0,0,0,0,0,1,0,0
GDR,1906,0,0,0,0,0,1,0,0
GDR,1908,0,0,0,0,0,1,0,0
GDR,1912,0,0,0,0,0,1,0,0
GDR,1920,0,0,0,0,0,1,0,0
GDR,1924,0,0,0,0,0,1,0,0
GDR,1928,0,0,0,0,0,1,0,0
GDR,1932,0,0,0,0,0,1,0,0
GDR,1936,0,0,0,0,0,1,0,0
GDR,1948,0,0,0,0,0,1,0,0
GDR,1952,0,0,0,0,0,1,0,0
GDR,1956,0,0,0,0,0,1,0,0
GDR,1960,0,0,0,0,0,1,0,0
GDR,1964,0,0,0,0,0,1,0,0
GDR,1968,19,13,294,20,52,1,0,0
GDR,1972,57,30,303,64,151,1,0,0
GDR,1976,42,102,212,51,195,1,0,0
GDR,1980,61,115,231,88,264,1,0,0
GDR,1984,0,0,0,0,0,1,0,0
GDR,1988,48,79,221,54,181,1,0,0
GDR,1992,0,0,0,0,0,1,0,0
GDR,1996,0,0,0,0,0,1,0,0
GDR,2000,0,0,0,0,0,1,0,0
GDR,2004,0,0,0,0,0,1,0,0
GDR,2008,0,0,0,0,0,1,0,0
GDR,2012,0,0,0,0,0,1,0,0
GDR,2016,0,0,0,0,0,1,0,0
GDR,2020,0,0,0,0,0,1,0,0
GDR,2024,0,0,0,0,0,1,0,0
GEO,1896,0,0,0,0,0,1,0,0
GEO,1900,0,0,0,0,0,1,0,0
GEO,1904,0,0,0,0,0,1,0,0
GEO,1906,0,0,0,0,0,1,0,0
GEO,1908,0,0,0,0,0,1,0,0
GEO,1912,0,0,0,0,0,1,0,0
GEO,1920,0,0,0,0,0,1,0,0
GEO,1924,0,0,0,0,0,1,0,0
GEO,1928,0,0,0,0,0,1,0,0
GEO,1932,0,0,0,0,0,1,0,0
GEO,1936,0,0,0,0,0,1,0,0
GEO,1948,0,0,0,0,0,1,0,0
GEO,1952,0,0,0,0,0,1,0,0
GEO,1956,0,0,0,0,0,1,0,0
GEO,1960,0,0,0,0,0,1,0,0
GEO,1964,0,0,0,0,0,1,0,0
GEO,1968,0,0,0,0,0,1,0,0
GEO,1972,0,0,0,0,0,1,0,0
GEO,1976,0,0,0,0,0,1,0,0
GEO,1980,0,0,0,0,0,1,0,0
GEO,1984,0,0,0,0,0,1,0,0
GEO,1988,0,0,0,0,0,1,0,0
GEO,1992,0,0,0,0,0,1,0,0
GEO,1996,2,0,40,0,2,1,0,0
GEO,2000,6,0,41,0,6,1,0,0
GEO,2004,0,2,35,2,4,1,0,0
GEO,2008,3,3,32,0,6,1,0,0
GEO,2012,3,1,29,3,7,1,0,0
GEO,2016,4,2,38,1,7,1,0,0
GEO,2020,1,2,28,5,8,1,0,0
GEO,2024,1,3,31,3,7,1,0,0
GEQ,1896,0,0,0,0,0,0,0,1
GEQ,1900,0,0,0,0,0,0,0,1
GEQ,1904,0,0,0,0,0,0,0,1
GEQ,1906,0,0,0,0,0,0,0,1
GEQ,1908,0,0,0,0,0,0,0,1
GEQ,1912,0,0,0,0,0,0,0,1
GEQ,1920,0,0,0,0,0,0,0,1
GEQ,1924,0,0,0,0,0,0,0,1
GEQ,1928,0,0,0,0,0,0,0,1
GEQ,1932,0,0,0,0,0,0,0,1
GEQ,1936,0,0,0,0,0,0,0,1
GEQ,1948,0,0,0,0,0,0,0,1
GEQ,1952,0,0,0,0,0,0,0,1
GEQ,1956,0,0,0,0,0,0,0,1
GEQ,1960,0,0,0,0,0,0,0,1
GEQ,1964,0,0,0,0,0,0,0,1
GEQ,1968,0,0,0,0,0,0,0,1
GEQ,1972,0,0,0,0,0,0,0,1
GEQ,1976,0,0,0,0,0,0,0,1
GEQ,1980,0,0,0,0,0,0,0,1
GEQ,1984,0,0,5,0,0,0,0,1
GEQ,1988,0,0,7,0,0,0,0,1
GEQ,1992,0,0,8,0,0,0,0,1
GEQ,1996,0,0,8,0,0,0,0,1
GEQ,2000,0,0,4,0,0,0,0,1
GEQ,2004,0,0,2,0,0,0,0,1
GEQ,2008,0,0,3,0,0,0,0,1
GEQ,2012,0,0,2,0,0,0,0,1
GEQ,2016,0,0,1,0,0,0,0,1
GEQ,2020,0,0,3,0,0,0,0,1
GEQ,2024,0,0,3,0,0,0,0,1
GER,1896,2,25,62,5,32,1,0,0
GER,1900,11,14,58,20,45,1,0,0
GER,1904,7,4,39,5,16,1,0,0
GER,1906,6,14,127,10,30,1,0,0
GER,1908,6,4,127,11,21,1,0,0
GER,1912,23,11,259,19,53,1,0,0
GER,1920,0,0,0,0,0,1,0,0
GER,1924,0,0,0,0,0,1,0,0
GER,1928,41,21,322,15,77,1,0,0
GER,1932,7,10,159,26,43,1,0,0
GER,1936,61,93,357,70,224,1,0,0
GER,1948,0,0,0,0,0,1,0,0
GER,1952,26,0,325,14,40,1,0,0
GER,1956,23,9,209,20,52,1,0,0
GER,1960,22,34,336,33,89,1,0,0
GER,1964,50,22,362,44,116,1,0,0
GER,1968,41,21,322,15,77,1,0,0
GER,1972,7,10,159,26,43,1,0,0
GER,1976,61,93,357,70,224,1,0,0
GER,1980,0,0,0,0,0,1,0,0
GER,1984,26,0,325,14,40,1,0,0
GER,1988,23,9,209,20,52,1,0,0
GER,1992,60,81,455,57,198,1,0,0
GER,1996,47,42,502,35,124,1,0,0
GER,2000,64,31,449,23,118,1,0,0
GER,2004,63,41,443,45,149,1,0,0
GER,2008,41,42,459,16,99,1,0,0
GER,2012,22,45,416,27,94,1,0,0
GER,2016,67,49,377,43,159,1,0,0
GER,2020,34,21,516,26,81,1,0,0
GER,2024,38,21,539,49,108,1,0,0
GHA,1896,0,0,0,0,0,1,0,0
GHA,1900,0,0,0,0,0,1,0,0
GHA,1904,0,0,0,0,0,1,0,0
GHA,1906,0,0,0,0,0,1,0,0
GHA,1908,0,0,0,0,0,1,0,0
GHA,1912,0,0,0,0,0,1,0,0
GHA,1920,0,0,0,0,0,1,0,0
GHA,1924,0,0,0,0,0,1,0,0
GHA,1928,0,0,0,0,0,1,0,0
GHA,1932,0,0,0,0,0,1,0,0
GHA,1936,0,0,0,0,0,1,0,0
GHA,1948,0,0,0,0,0,1,0,0
GHA,1952,0,0,9,0,0,1,0,0
GHA,1956,0,0,0,0,0,1,0,0
GHA,1960,0,0,14,1,1,1,0,0
GHA,1964,1,0,39,0,1,1,0,0
GHA,1968,0,0,36,0,0,1,0,0
GHA,1972,1,0,40,0,1,1,0,0
GHA,1976,0,0,0,0,0,1,0,0
GHA,1980,0,0,0,0,0,1,0,0
GHA,1984,0,0,27,0,0,1,0,0
GHA,1988,0,0,21,0,0,1,0,0
GHA,1992,20,0,21,0,20,1,0,0
GHA,1996,0,0,40,0,0,1,0,0
GHA,2000,0,0,28,0,0,1,0,0
GHA,2004,0,0,29,0,0,1,0,0
GHA,2008,0,0,9,0,0,1,0,0
GHA,2012,0,0,7,0,0,1,0,0
GHA,2016,0,0,15,0,0,1,0,0
GHA,2020,1,0,15,0,1,1,0,0
GHA,2024,0,0,11,0,0,1,0,0
GRE,1896,20,10,100,18,48,1,0,0
GRE,1900,0,0,4,0,0,1,0,0
GRE,1904,1,1,15,0,2,1,0,0
GRE,1906,30,24,382,48,102,1,0,0
GRE,1908,1,0,45,3,4,1,0,0
GRE,1912,1,1,75,0,2,1,0,0
GRE,1920,0,0,93,5,5,1,0,0
GRE,1924,0,1,78,0,1,1,0,0
GRE,1928,0,0,47,0,0,1,0,0
GRE,1932,0,0,16,0,0,1,0,0
GRE,1936,0,0,64,0,0,1,0,0
GRE,1948,0,0,97,0,0,1,0,0
GRE,1952,0,0,54,0,0,1,0,0
GRE,1956,1,0,15,0,1,1,0,0
GRE,1960,0,3,56,0,3,1,0,0
GRE,1964,0,0,19,0,0,1,0,0
GRE,1968,1,0,43,0,1,1,0,0
GRE,1972,0,0,64,2,2,1,0,0
GRE,1976,0,0,40,0,0,1,0,0
GRE,1980,4,1,40,0,5,1,0,0
GRE,1984,1,0,71,1,2,1,0,0
GRE,1988,1,0,71,0,1,1,0,0
GRE,1992,0,2,74,0,2,1,0,0
GRE,1996,0,4,172,4,8,1,0,0
GRE,2000,8,4,157,6,18,1,0,0
GRE,2004,5,8,468,18,31,1,0,0
GRE,2008,4,0,169,3,7,1,0,0
GRE,2012,3,0,112,0,3,1,0,0
GRE,2016,3,3,97,1,7,1,0,0
GRE,2020,1,2,84,13,16,1,0,0
GRE,2024,8,1,116,1,10,1,0,0
GRN,1896,0,0,0,0,0,0,1,0
GRN,1900,0,0,0,0,0,0,1,0
GRN,1904,0,0,0,0,0,0,1,0
GRN,1906,0,0,0,0,0,0,1,0
GRN,1908,0,0,0,0,0,0,1,0
GRN,1912,0,0,0,0,0,0,1,0
GRN,1920,0,0,0,0,0,0,1,0
GRN,1924,0,0,0,0,0,0,1,0
GRN,1928,0,0,0,0,0,0,1,0
GRN,1932,0,0,0,0,0,0,1,0
GRN,1936,0,0,0,0,0,0,1,0
GRN,1948,0,0,0,0,0,0,1,0
GRN,1952,0,0,0,0,0,0,1,0
GRN,1956,0,0,0,0,0,0,1,0
GRN,1960,0,0,0,0,0,0,1,0
GRN,1964,0,0,0,0,0,0,1,0
GRN,1968,0,0,0,0,0,0,1,0
GRN,1972,0,0,0,0,0,0,1,0
GRN,1976,0,0,0,0,0,0,1,0
GRN,1980,0,0,0,0,0,0,1,0
GRN,1984,0,0,6,0,0,0,1,0
GRN,1988,0,0,7,0,0,0,1,0
GRN,1992,0,0,5,0,0,0,1,0
GRN,1996,0,0,5,0,0,0,1,0
GRN,2000,0,0,3,0,0,0,1,0
GRN,2004,0,0,5,0,0,0,1,0
GRN,2008,0,0,9,0,0,0,1,0
GRN,2012,0,1,7,0,1,0,1,0
GRN,2016,0,0,5,1,1,0,1,0
GRN,2020,1,0,5,0,1,0,1,0
GRN,2024,2,0,4,0,2,0,1,0
GUA,1896,0,0,0,0,0,0,1,0
GUA,1900,0,0,0,0,0,0,1,0
GUA,1904,0,0,0,0,0,0,1,0
GUA,1906,0,0,0,0,0,0,1,0
GUA,1908,0,0,0,0,0,0,1,0
GUA,1912,0,0,0,0,0,0,1,0
GUA,1920,0,0,0,0,0,0,1,0
GUA,1924,0,0,0,0,0,0,1,0
GUA,1928,0,0,0,0,0,0,1,0
GUA,1932,0,0,1,0,0,0,1,0
GUA,1936,0,0,0,0,0,0,1,0
GUA,1948,0,0,0,0,0,0,1,0
GUA,1952,0,0,35,0,0,0,1,0
GUA,1956,0,0,0,0,0,0,1,0
GUA,1960,0,0,0,0,0,0,1,0
GUA,1964,0,0,0,0,0,0,1,0
GUA,1968,0,0,67,0,0,0,1,0
GUA,1972,0,0,11,0,0,0,1,0
GUA,1976,0,0,28,0,0,0,1,0
GUA,1980,0,0,10,0,0,0,1,0
GUA,1984,0,0,53,0,0,0,1,0
GUA,1988,0,0,37,0,0,0,1,0
GUA,1992,0,0,41,0,0,0,1,0
GUA,1996,0,0,28,0,0,0,1,0
GUA,2000,0,0,18,0,0,0,1,0
GUA,2004,0,0,19,0,0,0,1,0
GUA,2008,0,0,13,0,0,0,1,0
GUA,2012,0,0,23,1,1,0,1,0
GUA,2016,0,0,25,0,0,0,1,0
GUA,2020,0,0,24,0,0,0,1,0
GUA,2024,1,1,14,0,2,0,1,0
GUI,1896,0,0,0,0,0,0,0,1
GUI,1900,0,0,0,0,0,0,0,1
GUI,1904,0,0,0,0,0,0,0,1
GUI,1906,0,0,0,0,0,0,0,1
GUI,1908,0,0,0,0,0,0,0,1
GUI,1912,0,0,0,0,0,0,0,1
GUI,1920,0,0,0,0,0,0,0,1
GUI,1924,0,0,0,0,0,0,0,1
GUI,1928,0,0,0,0,0,0,0,1
GUI,1932,0,0,0,0,0,0,0,1
GUI,1936,0,0,0,0,0,0,0,1
GUI,1948,0,0,0,0,0,0,0,1
GUI,1952,0,0,0,0,0,0,0,1
GUI,1956,0,0,0,0,0,0,0,1
GUI,1960,0,0,0,0,0,0,0,1
GUI,1964,0,0,0,0,0,0,0,1
GUI,1968,0,0,15,0,0,0,0,1
GUI,1972,0,0,0,0,0,0,0,1
GUI,1976,0,0,0,0,0,0,0,1
GUI,1980,0,0,10,0,0,0,0,1
GUI,1984,0,0,1,0,0,0,0,1
GUI,1988,0,0,7,0,0,0,0,1
GUI,1992,0,0,11,0,0,0,0,1
GUI,1996,0,0,5,0,0,0,0,1
GUI,2000,0,0,6,0,0,0,0,1
GUI,2004,0,0,4,0,0,0,0,1
GUI,2008,0,0,5,0,0,0,0,1
GUI,2012,0,0,4,0,0,0,0,1
GUI,2016,0,0,5,0,0,0,0,1
GUI,2020,0,0,5,0,0,0,0,1
GUI,2024,0,0,25,0,0,0,0,1
GUM,1896,0,0,0,0,0,0,0,1
GUM,1900,0,0,0,0,0,0,0,1
GUM,1904,0,0,0,0,0,0,0,1
GUM,1906,0,0,0,0,0,0,0,1
GUM,1908,0,0,0,0,0,0,0,1
GUM,1912,0,0,0,0,0,0,0,1
GUM,1920,0,0,0,0,0,0,0,1
GUM,1924,0,0,0,0,0,0,0,1
GUM,1928,0,0,0,0,0,0,0,1
GUM,1932,0,0,0,0,0,0,0,1
GUM,1936,0,0,0,0,0,0,0,1
GUM,1948,0,0,0,0,0,0,0,1
GUM,1952,0,0,0,0,0,0,0,1
GUM,1956,0,0,0,0,0,0,0,1
GUM,1960,0,0,0,0,0,0,0,1
GUM,1964,0,0,0,0,0,0,0,1
GUM,1968,0,0,0,0,0,0,0,1
GUM,1972,0,0,0,0,0,0,0,1
GUM,1976,0,0,0,0,0,0,0,1
GUM,1980,0,0,0,0,0,0,0,1
GUM,1984,0,0,0,0,0,0,0,1
GUM,1988,0,0,26,0,0,0,0,1
GUM,1992,0,0,45,0,0,0,0,1
GUM,1996,0,0,9,0,0,0,0,1
GUM,2000,0,0,7,0,0,0,0,1
GUM,2004,0,0,4,0,0,0,0,1
GUM,2008,0,0,7,0,0,0,0,1
GUM,2012,0,0,8,0,0,0,0,1
GUM,2016,0,0,5,0,0,0,0,1
GUM,2020,0,0,5,0,0,0,0,1
GUM,2024,0,0,9,0,0,0,0,1
GUY,1896,0,0,0,0,0,0,1,0
GUY,1900,0,0,0,0,0,0,1,0
GUY,1904,0,0,0,0,0,0,1,0
GUY,1906,0,0,0,0,0,0,1,0
GUY,1908,0,0,0,0,0,0,1,0
GUY,1912,0,0,0,0,0,0,1,0
GUY,1920,0,0,0,0,0,0,1,0
GUY,1924,0,0,0,0,0,0,1,0
GUY,1928,0,0,0,0,0,0,1,0
GUY,1932,0,0,0,0,0,0,1,0
GUY,1936,0,0,0,0,0,0,1,0
GUY,1948,0,0,7,0,0,0,1,0
GUY,1952,0,0,1,0,0,0,1,0
GUY,1956,0,0,6,0,0,0,1,0
GUY,1960,0,0,6,0,0,0,1,0
GUY,1964,0,0,1,0,0,0,1,0
GUY,1968,0,0,6,0,0,0,1,0
GUY,1972,0,0,4,0,0,0,1,0
GUY,1976,0,0,0,0,0,0,1,0
GUY,1980,1,0,9,0,1,0,1,0
GUY,1984,0,0,12,0,0,0,1,0
GUY,1988,0,0,8,0,0,0,1,0
GUY,1992,0,0,7,0,0,0,1,0
GUY,1996,0,0,9,0,0,0,1,0
GUY,2000,0,0,4,0,0,0,1,0
GUY,2004,0,0,4,0,0,0,1,0
GUY,2008,0,0,4,0,0,0,1,0
GUY,2012,0,0,6,0,0,0,1,0
GUY,2016,0,0,7,0,0,0,1,0
GUY,2020,0,0,7,0,0,0,1,0
GUY,2024,0,0,5,0,0,0,1,0
HAI,1896,0,0,0,0,0,1,0,0
HAI,1900,0,1,3,0,1,1,0,0
HAI,1904,0,0,0,0,0,1,0,0
HAI,1906,0,0,0,0,0,1,0,0
HAI,1908,0,0,0,0,0,1,0,0
HAI,1912,0,0,0,0,0,1,0,0
HAI,1920,0,0,0,0,0,1,0,0
HAI,1924,5,0,11,0,5,1,0,0
HAI,1928,0,0,2,1,1,1,0,0
HAI,1932,0,0,3,0,0,1,0,0
HAI,1936,0,0,0,0,0,1,0,0
HAI,1948,0,0,0,0,0,1,0,0
HAI,1952,0,0,0,0,0,1,0,0
HAI,1956,0,0,0,0,0,1,0,0
HAI,1960,0,0,1,0,0,1,0,0
HAI,1964,0,0,0,0,0,1,0,0
HAI,1968,0,0,0,0,0,1,0,0
HAI,1972,0,0,7,0,0,1,0,0
HAI,1976,0,0,14,0,0,1,0,0
HAI,1980,0,0,0,0,0,1,0,0
HAI,1984,0,0,3,0,0,1,0,0
HAI,1988,0,0,5,0,0,1,0,0
HAI,1992,0,0,8,0,0,1,0,0
HAI,1996,0,0,7,0,0,1,0,0
HAI,2000,0,0,5,0,0,1,0,0
HAI,2004,0,0,8,0,0,1,0,0
HAI,2008,0,0,7,0,0,1,0,0
HAI,2012,0,0,5,0,0,1,0,0
HAI,2016,0,0,10,0,0,1,0,0
HAI,2020,0,0,6,0,0,1,0,0
HAI,2024,0,0,12,0,0,1,0,0
HKG,1896,0,0,0,0,0,1,0,0
HKG,1900,0,0,0,0,0,1,0,0
HKG,1904,0,0,0,0,0,1,0,0
HKG,1906,0,0,0,0,0,1,0,0
HKG,1908,0,0,0,0,0,1,0,0
HKG,1912,0,0,0,0,0,1,0,0
HKG,1920,0,0,0,0,0,1,0,0
HKG,1924,0,0,0,0,0,1,0,0
HKG,1928,0,0,0,0,0,1,0,0
HKG,1932,0,0,0,0,0,1,0,0
HKG,1936,0,0,0,0,0,1,0,0
HKG,1948,0,0,0,0,0,1,0,0
HKG,1952,0,0,9,0,0,1,0,0
HKG,1956,0,0,4,0,0,1,0,0
HKG,1960,0,0,4,0,0,1,0,0
HKG,1964,0,0,50,0,0,1,0,0
HKG,1968,0,0,25,0,0,1,0,0
HKG,1972,0,0,18,0,0,1,0,0
HKG,1976,0,0,50,0,0,1,0,0
HKG,1980,0,0,0,0,0,1,0,0
HKG,1984,0,0,87,0,0,1,0,0
HKG,1988,0,0,91,0,0,1,0,0
HKG,1992,0,0,66,0,0,1,0,0
HKG,1996,0,1,31,0,1,1,0,0
HKG,2000,0,0,46,0,0,1,0,0
HKG,2004,0,0,40,2,2,1,0,0
HKG,2008,0,0,47,0,0,1,0,0
HKG,2012,1,0,54,0,1,1,0,0
HKG,2016,0,0,47,0,0,1,0,0
HKG,2020,5,1,57,2,8,1,0,0
HKG,2024,2,2,47,0,4,1,0,0
HON,1896,0,0,0,0,0,0,0,1
HON,1900,0,0,0,0,0,0,0,1
HON,1904,0,0,0,0,0,0,0,1
HON,1906,0,0,0,0,0,0,0,1
HON,1908,0,0,0,0,0,0,0,1
HON,1912,0,0,0,0,0,0,0,1
HON,1920,0,0,0,0,0,0,0,1
HON,1924,0,0,0,0,0,0,0,1
HON,1928,0,0,0,0,0,0,0,1
HON,1932,0,0,0,0,0,0,0,1
HON,1936,0,0,0,0,0,0,0,1
HON,1948,0,0,0,0,0,0,0,1
HON,1952,0,0,0,0,0,0,0,1
HON,1956,0,0,0,0,0,0,0,1
HON,1960,0,0,0,0,0,0,0,1
HON,1964,0,0,0,0,0,0,0,1
HON,1968,0,0,6,0,0,0,0,1
HON,1972,0,0,0,0,0,0,0,1
HON,1976,0,0,3,0,0,0,0,1
HON,1980,0,0,0,0,0,0,0,1
HON,1984,0,0,26,0,0,0,0,1
HON,1988,0,0,18,0,0,0,0,1
HON,1992,0,0,27,0,0,0,0,1
HON,1996,0,0,7,0,0,0,0,1
HON,2000,0,0,20,0,0,0,0,1
HON,2004,0,0,5,0,0,0,0,1
HON,2008,0,0,26,0,0,0,0,1
HON,2012,0,0,25,0,0,0,0,1
HON,2016,0,0,23,0,0,0,0,1
HON,2020,0,0,28,0,0,0,0,1
HON,2024,0,0,4,0,0,0,0,1
HUN,1896,3,2,12,1,6,1,0,0
HUN,1900,2,1,29,2,5,1,0,0
HUN,1904,1,2,5,1,4,1,0,0
HUN,1906,3,5,86,5,13,1,0,0
HUN,1908,6,7,87,7,20,1,0,0
HUN,1912,3,10,177,17,30,1,0,0
HUN,1920,0,0,0,0,0,1,0,0
HUN,1924,8,2,118,12,22,1,0,0
HUN,1928,0,10,198,11,21,1,0,0
HUN,1932,8,20,85,5,33,1,0,0
HUN,1936,15,25,294,1,41,1,0,0
HUN,1948,22,15,160,25,62,1,0,0
HUN,1952,32,53,243,17,102,1,0,0
HUN,1956,14,30,133,20,64,1,0,0
HUN,1960,37,13,246,16,66,1,0,0
HUN,1964,7,42,263,7,56,1,0,0
HUN,1968,29,32,222,20,81,1,0,0
HUN,1972,25,10,286,46,81,1,0,0
HUN,1976,35,14,233,6,55,1,0,0
HUN,1980,40,8,331,13,61,1,0,0
HUN,1984,0,0,0,0,0,1,0,0
HUN,1988,15,20,271,9,44,1,0,0
HUN,1992,8,14,306,23,45,1,0,0
HUN,1996,26,8,272,9,43,1,0,0
HUN,2000,4,25,185,24,53,1,0,0
HUN,2004,4,24,218,12,40,1,0,0
HUN,2008,3,16,189,8,27,1,0,0
HUN,2012,6,12,175,8,26,1,0,0
HUN,2016,7,12,182,3,22,1,0,0
HUN,2020,35,9,186,7,51,1,0,0
HUN,2024,9,9,225,12,30,1,0,0
INA,1896,0,0,0,0,0,1,0,0
INA,1900,0,0,0,0,0,1,0,0
INA,1904,0,0,0,0,0,1,0,0
INA,1906,0,0,0,0,0,1,0,0
INA,1908,0,0,0,0,0,1,0,0
INA,1912,0,0,0,0,0,1,0,0
INA,1920,0,0,0,0,0,1,0,0
INA,1924,0,0,0,0,0,1,0,0
INA,1928,0,0,0,0,0,1,0,0
INA,1932,0,0,0,0,0,1,0,0
INA,1936,0,0,0,0,0,1,0,0
INA,1948,0,0,0,0,0,1,0,0
INA,1952,0,0,3,0,0,1,0,0
INA,1956,0,0,24,0,0,1,0,0
INA,1960,0,0,27,0,0,1,0,0
INA,1964,0,0,0,0,0,1,0,0
INA,1968,0,0,6,0,0,1,0,0
INA,1972,0,0,7,0,0,1,0,0
INA,1976,0,0,11,0,0,1,0,0
INA,1980,0,0,0,0,0,1,0,0
INA,1984,0,0,23,0,0,1,0,0
INA,1988,0,0,40,3,3,1,0,0
INA,1992,1,2,45,3,6,1,0,0
INA,1996,3,2,39,1,6,1,0,0
INA,2000,2,2,46,4,8,1,0,0
INA,2004,3,1,34,1,5,1,0,0
INA,2008,3,2,19,2,7,1,0,0
INA,2012,1,0,20,1,2,1,0,0
INA,2016,0,2,27,2,4,1,0,0
INA,2020,3,2,29,1,6,1,0,0
INA,2024,1,2,33,0,3,1,0,0
IND,1896,0,0,0,0,0,1,0,0
IND,1900,0,0,3,2,2,1,0,0
IND,1904,0,0,0,0,0,1,0,0
IND,1906,0,0,0,0,0,1,0,0
IND,1908,0,0,0,0,0,1,0,0
IND,1912,0,0,0,0,0,1,0,0
IND,1920,0,0,7,0,0,1,0,0
IND,1924,0,0,24,0,0,1,0,0
IND,1928,0,14,10,0,14,1,0,0
IND,1932,0,15,11,0,15,1,0,0
IND,1936,0,19,11,0,19,1,0,0
IND,1948,0,20,69,0,20,1,0,0
IND,1952,1,14,79,0,15,1,0,0
IND,1956,0,17,62,0,17,1,0,0
IND,1960,0,0,36,13,13,1,0,0
IND,1964,0,15,96,0,15,1,0,0
IND,1968,16,0,11,0,16,1,0,0
IND,1972,14,0,29,0,14,1,0,0
IND,1976,0,0,26,0,0,1,0,0
IND,1980,0,16,62,0,16,1,0,0
IND,1984,0,0,53,0,0,1,0,0
IND,1988,0,0,55,0,0,1,0,0
IND,1992,0,0,61,0,0,1,0,0
IND,1996,1,0,53,0,1,1,0,0
IND,2000,1,0,69,0,1,1,0,0
IND,2004,0,0,80,1,1,1,0,0
IND,2008,2,1,64,0,3,1,0,0
IND,2012,4,0,89,2,6,1,0,0
IND,2016,1,0,128,1,2,1,0,0
IND,2020,21,1,127,2,24,1,0,0
IND,2024,21,0,116,1,22,1,0,0
IOA,1896,0,0,0,0,0,0,1,0
IOA,1900,0,0,0,0,0,0,1,0
IOA,1904,0,0,0,0,0,0,1,0
IOA,1906,0,0,0,0,0,0,1,0
IOA,1908,0,0,0,0,0,0,1,0
IOA,1912,0,0,0,0,0,0,1,0
IOA,1920,0,0,0,0,0,0,1,0
IOA,1924,0,0,0,0,0,0,1,0
IOA,1928,0,0,0,0,0,0,1,0
IOA,1932,0,0,0,0,0,0,1,0
IOA,1936,0,0,0,0,0,0,1,0
IOA,1948,0,0,0,0,0,0,1,0
IOA,1952,0,0,0,0,0,0,1,0
IOA,1956,0,0,0,0,0,0,1,0
IOA,1960,0,0,0,0,0,0,1,0
IOA,1964,0,0,0,0,0,0,1,0
IOA,1968,0,0,0,0,0,0,1,0
IOA,1972,0,0,0,0,0,0,1,0
IOA,1976,0,0,0,0,0,0,1,0
IOA,1980,0,0,0,0,0,0,1,0
IOA,1984,0,0,0,0,0,0,1,0
IOA,1988,0,0,0,0,0,0,1,0
IOA,1992,2,0,73,1,3,0,1,0
IOA,1996,0,0,0,0,0,0,1,0
IOA,2000,0,0,4,0,0,0,1,0
IOA,2004,0,0,0,0,0,0,1,0
IOA,2008,0,0,0,0,0,0,1,0
IOA,2012,0,0,4,0,0,0,1,0
IOA,2016,1,1,7,0,2,0,1,0
IOA,2020,0,0,0,0,0,0,1,0
IOA,2024,0,0,0,0,0,0,1,0
IRI,1896,0,0,0,0,0,1,0,0
IRI,1900,0,0,1,0,0,1,0,0
IRI,1904,0,0,0,0,0,1,0,0
IRI,1906,0,0,0,0,0,1,0,0
IRI,1908,0,0,0,0,0,1,0,0
IRI,1912,0,0,0,0,0,1,0,0
IRI,1920,0,0,0,0,0,1,0,0
IRI,1924,0,0,0,0,0,1,0,0
IRI,1928,0,0,0,0,0,1,0,0
IRI,1932,0,0,0,0,0,1,0,0
IRI,1936,0,0,0,0,0,1,0,0
IRI,1948,1,0,38,0,1,1,0,0
IRI,1952,4,0,16,3,7,1,0,0
IRI,1956,1,2,12,2,5,1,0,0
IRI,1960,3,0,20,1,4,1,0,0
IRI,1964,2,0,94,0,2,1,0,0
IRI,1968,2,2,9,1,5,1,0,0
IRI,1972,1,0,53,2,3,1,0,0
IRI,1976,1,0,102,1,2,1,0,0
IRI,1980,0,0,0,0,0,1,0,0
IRI,1984,0,0,0,0,0,1,0,0
IRI,1988,0,0,25,1,1,1,0,0
IRI,1992,2,0,41,1,3,1,0,0
IRI,1996,1,1,15,1,3,1,0,0
IRI,2000,1,3,30,0,4,1,0,0
IRI,2004,2,2,31,2,6,1,0,0
IRI,2008,1,1,53,0,2,1,0,0
IRI,2012,3,4,45,5,12,1,0,0
IRI,2016,4,3,59,1,8,1,0,0
IRI,2020,2,3,69,2,7,1,0,0
IRI,2024,3,3,34,6,12,1,0,0
IRL,1896,0,0,0,0,0,1,0,0
IRL,1900,0,0,0,0,0,1,0,0
IRL,1904,0,0,0,0,0,1,0,0
IRL,1906,0,0,0,0,0,1,0,0
IRL,1908,0,0,0,0,0,1,0,0
IRL,1912,0,0,0,0,0,1,0,0
IRL,1920,0,0,0,0,0,1,0,0
IRL,1924,1,0,58,1,2,1,0,0
IRL,1928,0,1,43,0,1,1,0,0
IRL,1932,0,2,16,0,2,1,0,0
IRL,1936,0,0,0,0,0,1,0,0
IRL,1948,1,0,82,0,1,1,0,0
IRL,1952,0,0,24,1,1,1,0,0
IRL,1956,3,1,20,1,5,1,0,0
IRL,1960,0,0,63,0,0,1,0,0
IRL,1964,1,0,34,0,1,1,0,0
