NOC,Sport,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals,Participation_Count,TOPSIS_Score_Sum,Host,Sport_topsis_score,,
UGA,Rowing,0,0,0,0,1,0,0,0.001091559,,
UGA,Swimming,0,0,0,0,2,0,0,0.014369916,,
UKR,Archery,0,0,0,0,11,0.007862622,0,0.144229222,,
UKR,Artistic Gymnastics,0,0,0,0,36,0.034678673,0,0.06443801,,
UKR,Artistic Swimming,0,0,10,10,10,0.784259006,0,0.411905466,,
UKR,Athletics,0,0,1,1,70,0.109200602,0,0.338207293,,
UKR,Badminton,0,0,0,0,3,0.001125348,0,0.01492007,,
UKR,Boxing,0,1,0,1,6,0.08726618,0,0.38591724,,
UKR,Canoe Slalom,0,0,0,0,2,0.001125348,0,0.019465244,,
UKR,Canoe Sprint,0,2,1,3,18,0.215908395,0,0.191701201,,
UKR,Cycling,0,0,0,0,2,0.001125348,0,0.130592805,,
UKR,Cycling Road,0,0,0,0,2,0,0,0.009156695,,
UKR,Cycling Track,0,1,0,1,6,0.088418548,0,0.188000962,,
UKR,Diving,0,0,0,0,7,0.001125348,0,0.081394307,,
UKR,Equestrian,0,0,0,0,2,0,0,0.000553711,,
UKR,Fencing,0,0,1,1,13,0.086727168,0,0.389372357,,
UKR,Judo,0,0,1,1,9,0.082231774,0,0.074772484,,
UKR,Karate,0,1,1,2,3,0.16612191,0,0.392022611,,
UKR,Marathon Swimming,0,0,0,0,1,0,0,0.010129367,,
UKR,Modern Pentathlon,0,1,0,1,4,0.086203533,0,0.082662063,,
UKR,Rhythmic Gymnastics,0,0,0,0,7,0,0,0.127393982,,
UKR,Rowing,0,0,0,0,2,0,0,0.252260844,,
UKR,Shooting,1,1,4,6,37,0.418383744,0,0.222763292,,
UKR,Swimming,0,1,1,2,16,0.130875515,0,0.211438553,,
UKR,Table Tennis,0,0,0,0,5,0.002248224,0,0.009296528,,
UKR,Tennis,0,0,1,1,9,0.082297817,0,0.030519855,,
UKR,Trampoline Gymnastics,0,0,0,0,1,0,0,0.015023714,,
UKR,Triathlon,0,0,0,0,1,0,0,0.015063426,,
UKR,Weightlifting,0,0,0,0,3,0.001125348,0,0.229660059,,
UKR,Wrestling,1,2,2,5,13,0.372556335,0,0.346784559,,
URU,Athletics,0,0,0,0,3,0,0,0.024527018,,
URU,Judo,0,0,0,0,1,0,0,0.004476414,,
URU,Rowing,0,0,0,0,2,0,0,0.359968906,,
URU,Sailing,0,0,0,0,3,0,0,0.020010476,,
URU,Swimming,0,0,0,0,2,0,0,0.031694095,,
USA,3x3 Basketball,4,0,0,4,4,0.322327828,0,0.111085244,,
USA,Archery,0,3,1,4,25,0.284719206,0,0.064948604,,
USA,Artistic Gymnastics,2,5,2,9,67,0.653611652,0,0.038066901,,
USA,Artistic Swimming,0,0,0,0,2,0,0,0.134492033,,
USA,Athletics,31,24,17,72,202,5.071739383,0,0.731769839,,
USA,Badminton,0,0,0,0,6,0.002248224,0,0.005123719,,
USA,Baseball/Softball,0,38,0,38,38,3.273351616,0,0.191243365,,
USA,Basketball,38,0,0,38,38,2.955470981,0,0.313882361,,
USA,Beach Volleyball,2,1,1,4,14,0.244619478,0,0.054475855,,
USA,Boxing,0,3,1,4,10,0.338403574,0,0.109605934,,
USA,Canoe Slalom,0,0,0,0,4,0.001125348,0,0.029887263,,
USA,Canoe Sprint,1,0,0,1,1,0.080581957,0,0.051628451,,
USA,Cycling,1,1,0,2,4,0.166732019,0,0.08674493,,
USA,Cycling BMX Freestyle,0,1,0,1,4,0.086140832,0,0.057513417,,
USA,Cycling BMX Racing,0,0,0,0,3,0,0,0.013419752,,
USA,Cycling Mountain Bike,0,0,0,0,4,0,0,0.027429134,,
USA,Cycling Road,0,0,0,0,10,0.003376044,0,0.003436129,,
USA,Cycling Track,0,0,3,3,13,0.243358928,0,0.072360993,,
USA,Diving,0,5,1,6,19,0.504428243,0,0.132376947,,
USA,Equestrian,0,7,0,7,20,0.605296636,0,0.054574466,,
USA,Fencing,3,2,11,16,77,1.144706427,0,0.113090647,,
USA,Football,4,0,21,25,31,1.865803374,0,0.121238149,,
USA,Golf,2,0,0,2,9,0.162289262,0,0.065927186,,
USA,Judo,0,0,0,0,6,0.002250696,0,0.027813111,,
USA,Karate,0,0,1,1,3,0.079981078,0,0.064714923,,
USA,Marathon Swimming,0,0,0,0,3,0,0,0.006739546,,
USA,Modern Pentathlon,0,0,0,0,2,0,0,0.03594569,,
USA,Rhythmic Gymnastics,0,0,0,0,8,0.001125348,0,0.004654262,,
USA,Rowing,2,1,2,5,52,0.411416622,0,0.285644667,,
USA,Rugby Sevens,0,0,0,0,33,0.007877436,0,0.046396769,,
USA,Sailing,0,0,0,0,18,0.005624268,0,0.121963031,,
USA,Shooting,5,3,2,10,39,0.819352819,0,0.163276488,,
USA,Skateboarding,0,0,2,2,12,0.159962156,0,0.042759564,,
USA,Sport Climbing,0,1,0,1,4,0.086140832,0,0.044624808,,
USA,Surfing,1,0,0,1,4,0.080581957,0,0.049944519,,
USA,Swimming,41,29,17,87,135,5.725760305,0,0.709978861,,
USA,Table Tennis,0,0,0,0,16,0.011221392,0,0.009498375,,
USA,Taekwondo,1,0,0,1,2,0.080581957,0,0.074806981,,
USA,Tennis,1,1,0,2,21,0.171355862,0,0.067706001,,
USA,Trampoline Gymnastics,0,0,0,0,2,0,0,0.007610895,,
USA,Triathlon,0,5,1,6,10,0.467604567,0,0.030876594,,
USA,Volleyball,11,1,9,21,31,1.52454524,0,0.144541053,,
USA,Water Polo,23,1,0,24,43,1.895615225,0,0.156830715,,
USA,Weightlifting,0,1,1,2,8,0.16612191,0,0.054098453,,
USA,Wrestling,3,2,4,9,15,0.733951847,0,0.121668878,,
UZB,Artistic Gymnastics,0,0,0,0,7,0.006715091,0,0.035252098,,
UZB,Athletics,0,0,0,0,9,0.003368633,0,0.069879273,,
UZB,Boxing,1,0,0,1,11,0.080581957,0,0.780453765,,
UZB,Canoe Sprint,0,0,0,0,4,0.002250696,0,0.025503334,,
UZB,Cycling Road,0,0,0,0,2,0,0,0.033272162,,
UZB,Fencing,0,0,0,0,3,0,0,0.004369689,,
UZB,Judo,0,0,1,1,20,0.090115554,0,0.4301618,,
UZB,Modern Pentathlon,0,0,0,0,2,0,0,0.004085092,,
UZB,Rhythmic Gymnastics,0,0,0,0,6,0,0,0.06121371,,
UZB,Rowing,0,0,0,0,2,0,0,0.007354335,,
UZB,Shooting,0,0,0,0,2,0.001125348,0,0.015406699,,
UZB,Swimming,0,0,0,0,2,0,0,0.041742166,,
UZB,Taekwondo,1,0,0,1,6,0.082832653,0,0.36023296,,
UZB,Tennis,0,0,0,0,3,0.002248224,0,0.006519449,,
UZB,Weightlifting,1,0,0,1,4,0.080581957,0,0.27858121,,
UZB,Wrestling,0,0,2,2,12,0.161127154,0,0.599652669,,
VAN,Judo,0,0,0,0,1,0,0,0.199915291,,
VAN,Rowing,0,0,0,0,1,0,0,0.040358585,,
VAN,Table Tennis,0,0,0,0,3,0.002248224,0,0.472194859,,
VEN,Athletics,1,0,0,1,4,0.080581957,0,0.30678779,,
VEN,Boxing,0,0,0,0,3,0,0,0.421640379,,
VEN,Cycling BMX Freestyle,0,1,0,1,1,0.086140832,0,0.534477716,,
VEN,Cycling Road,0,0,0,0,1,0,0,0.002356009,,
VEN,Diving,0,0,0,0,1,0,0,0.011017751,,
VEN,Fencing,0,0,0,0,2,0,0,0.28695622,,
VEN,Golf,0,0,0,0,2,0.001125348,0,0.005161547,,
VEN,Judo,0,0,0,0,3,0,0,0.022161013,,
VEN,Karate,0,0,0,0,2,0,0,0.047347929,,
VEN,Rowing,0,0,0,0,2,0,0,0.001347456,,
VEN,Sailing,0,0,0,0,1,0,0,0.010035311,,
VEN,Shooting,0,0,0,0,2,0.001125348,0,0.087641738,,
VEN,Swimming,0,0,0,0,6,0.003376044,0,0.10340318,,
VEN,Volleyball,0,0,0,0,10,0,0,0.018192735,,
VEN,Weightlifting,0,2,0,2,4,0.172281664,0,0.251174581,,
VIE,Archery,0,0,0,0,4,0.002250696,0,0.023021116,,
VIE,Artistic Gymnastics,0,0,0,0,3,0.001125348,0,0.009808831,,
VIE,Athletics,0,0,0,0,1,0,0,0.042232911,,
VIE,Badminton,0,0,0,0,2,0,0,0.038255486,,
VIE,Boxing,0,0,0,0,2,0,0,0.009603731,,
VIE,Judo,0,0,0,0,1,0,0,0.009242829,,
VIE,Rowing,0,0,0,0,2,0,0,0.012666499,,
VIE,Shooting,0,0,0,0,1,0,0,0.821168324,,
VIE,Swimming,0,0,0,0,4,0.002250696,0,0.060199982,,
VIE,Taekwondo,0,0,0,0,1,0,0,0.355556228,,
VIE,Weightlifting,0,0,0,0,2,0,0,0.324884394,,
VIN,Athletics,0,0,0,0,1,0,0,1,,
VIN,Swimming,0,0,0,0,2,0,0,0,,
YEM,Athletics,0,0,0,0,1,0,0,0.402822007,,
YEM,Judo,0,0,0,0,1,0,0,0.784453703,,
YEM,Shooting,0,0,0,0,1,0,0,0.035537481,,
YEM,Swimming,0,0,0,0,3,0.001125348,0,0.195808881,,
ZAM,Athletics,0,0,0,0,3,0.001125348,0,0.879152615,,
ZAM,Boxing,0,0,0,0,3,0,0,0.384745945,,
ZAM,Football,0,0,0,0,22,0,0,0.131444663,,
ZAM,Judo,0,0,0,0,1,0,0,0.038021946,,
ZAM,Swimming,0,0,0,0,2,0,0,0.021820082,,
ZIM,Athletics,0,0,0,0,1,0,0,0.051756162,,
ZIM,Golf,0,0,0,0,1,0,0,0.005562507,,
ZIM,Rowing,0,0,0,0,1,0,0,0.00533487,,
ZIM,Swimming,0,0,0,0,2,0,0,0.596463789,,
