Year,NOC,Sport,Name,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
2016,MDA,Swimming,Alexei Sancov,0,0,1,0,0
2016,MDV,Athletics,Hassan Saaid,0,0,1,0,0
2016,MDV,Athletics,Hassan Saaid,0,0,1,0,0
2016,MHL,Swimming,Colleen Furgeson,0,0,1,0,0
2016,MHL,Swimming,Colleen Furgeson,0,0,1,0,0
2016,MHL,Weightlifting,Mathlynn Sasser,0,0,1,0,0
2016,MHL,Weightlifting,Mathlynn Sasser,0,0,1,0,0
2016,MLT,Shooting,Eleanor Bezzina,0,0,2,0,0
2016,MLT,Shooting,Eleanor Bezzina,0,0,2,0,0
2016,MLT,Swimming,Andrew Chetcuti,0,0,1,0,0
2016,MLT,Swimming,Andrew Chetcuti,0,0,1,0,0
2016,MLT,Weightlifting,Kyle Micallef,0,0,1,0,0
2016,MLT,Weightlifting,Kyle Micallef,0,0,1,0,0
2016,MNE,Athletics,Danijel Furtula,0,0,1,0,0
2016,MNE,Athletics,Danijel Furtula,0,0,1,0,0
2016,MNE,Handball,Andrea Klikovac,0,0,1,0,0
2016,MNE,Handball,Andrea Klikovac,0,0,1,0,0
2016,MOZ,Canoeing,Joaquim Lobo,0,0,2,0,0
2016,MOZ,Canoeing,Joaquim Lobo,0,0,2,0,0
2016,MOZ,Swimming,Igor Mogne,0,0,1,0,0
2016,MOZ,Swimming,Igor Mogne,0,0,1,0,0
2016,MRI,Boxing,Merven Clair,0,0,1,0,0
2016,MRI,Boxing,Merven Clair,0,0,1,0,0
2016,MTN,Athletics,Houleye Ba,0,0,1,0,0
2016,MTN,Athletics,Houleye Ba,0,0,1,0,0
2016,NAM,Athletics,Helalia Johannes,0,0,1,0,0
2016,NAM,Athletics,Helalia Johannes,0,0,1,0,0
2016,NED,Athletics,Abdi Nageeye,0,0,1,0,0
2016,NED,Athletics,Abdi Nageeye,0,0,1,0,0
2016,NED,Athletics,Anouk Vetter,0,0,1,0,0
2016,NED,Athletics,Anouk Vetter,0,0,1,0,0
2016,NED,Athletics,Churandy Martina,0,0,2,0,0
2016,NED,Athletics,Churandy Martina,0,0,2,0,0
2016,NED,Athletics,Dafne Schippers,0,0,2,1,1
2016,NED,Athletics,Dafne Schippers,0,0,2,1,1
2016,NED,Athletics,Hensley Paulina,0,0,1,0,0
2016,NED,Athletics,Hensley Paulina,0,0,1,0,0
2016,NED,Athletics,Jamile Samuel,0,0,2,0,0
2016,NED,Athletics,Jamile Samuel,0,0,2,0,0
2016,NED,Athletics,Liemarvin Bonevacia,0,0,2,0,0
2016,NED,Athletics,Liemarvin Bonevacia,0,0,2,0,0
2016,NED,Athletics,Maureen Koster,0,0,1,0,0
2016,NED,Athletics,Maureen Koster,0,0,1,0,0
2016,NED,Athletics,Nadine Broersen,0,0,1,0,0
2016,NED,Athletics,Nadine Broersen,0,0,1,0,0
2016,NED,Athletics,Nadine Visser,0,0,2,0,0
2016,NED,Athletics,Nadine Visser,0,0,2,0,0
2016,NED,Athletics,Naomi Sedney,0,0,1,0,0
2016,NED,Athletics,Naomi Sedney,0,0,1,0,0
2016,NED,Athletics,Sifan Hassan,0,0,2,0,0
2016,NED,Athletics,Sifan Hassan,0,0,2,0,0
2016,NED,Badminton,Selena Piek,0,0,2,0,0
2016,NED,Badminton,Selena Piek,0,0,2,0,0
2016,NED,Beach Volleyball,Alexander Brouwer,1,0,0,0,1
2016,NED,Beach Volleyball,Alexander Brouwer,1,0,0,0,1
2016,NED,Beach Volleyball,Madelein Meppelink,0,0,1,0,0
2016,NED,Beach Volleyball,Madelein Meppelink,0,0,1,0,0
2016,NED,Beach Volleyball,Robert Meeuwsen,1,0,0,0,1
2016,NED,Beach Volleyball,Robert Meeuwsen,1,0,0,0,1
2016,NED,Boxing,Nouchka Fontijn,0,0,0,1,1
2016,NED,Boxing,Nouchka Fontijn,0,0,0,1,1
2016,NED,Cycling,Anne Terpstra,0,0,1,0,0
2016,NED,Cycling,Anne Terpstra,0,0,1,0,0
2016,NED,Cycling,Bauke Mollema,0,0,1,0,0
2016,NED,Cycling,Bauke Mollema,0,0,1,0,0
2016,NED,Cycling,Jeffrey Hoogland,0,0,2,0,0
2016,NED,Cycling,Jeffrey Hoogland,0,0,2,0,0
2016,NED,Cycling,Kirsten Wild,0,0,1,0,0
2016,NED,Cycling,Kirsten Wild,0,0,1,0,0
2016,NED,Cycling,Laura Smulders,0,0,1,0,0
2016,NED,Cycling,Laura Smulders,0,0,1,0,0
2016,NED,Cycling,Marianne Vos,0,0,1,0,0
2016,NED,Cycling,Marianne Vos,0,0,1,0,0
2016,NED,Cycling,Niek Kimmann,0,0,1,0,0
2016,NED,Cycling,Niek Kimmann,0,0,1,0,0
2016,NED,Cycling,Tom Dumoulin,0,0,1,1,1
2016,NED,Cycling,Tom Dumoulin,0,0,1,1,1
2016,NED,Equestrianism,Harrie Smolders,0,0,2,0,0
2016,NED,Equestrianism,Harrie Smolders,0,0,2,0,0
2016,NED,Equestrianism,Merel Blom,0,0,2,0,0
2016,NED,Equestrianism,Merel Blom,0,0,2,0,0
2016,NED,Fencing,Bas Verwijlen,0,0,1,0,0
2016,NED,Fencing,Bas Verwijlen,0,0,1,0,0
2016,NED,Gymnastics,Bart Deurloo,0,0,7,0,0
2016,NED,Gymnastics,Bart Deurloo,0,0,7,0,0
2016,NED,Gymnastics,Epke Zonderland,0,0,2,0,0
2016,NED,Gymnastics,Epke Zonderland,0,0,2,0,0
2016,NED,Gymnastics,Eythora Thorsdottir,0,0,5,0,0
2016,NED,Gymnastics,Eythora Thorsdottir,0,0,5,0,0
2016,NED,Gymnastics,Frank Rijken,0,0,7,0,0
2016,NED,Gymnastics,Frank Rijken,0,0,7,0,0
2016,NED,Gymnastics,Lieke Wevers,0,0,5,0,0
2016,NED,Gymnastics,Lieke Wevers,0,0,5,0,0
2016,NED,Gymnastics,Sanne Wevers,0,1,2,0,1
2016,NED,Gymnastics,Sanne Wevers,0,1,2,0,1
2016,NED,Handball,Angela Malestein,0,0,1,0,0
2016,NED,Handball,Angela Malestein,0,0,1,0,0
2016,NED,Handball,Danick Snelder,0,0,1,0,0
2016,NED,Handball,Danick Snelder,0,0,1,0,0
2016,NED,Handball,Estavana Polman,0,0,1,0,0
2016,NED,Handball,Estavana Polman,0,0,1,0,0
2016,NED,Handball,Kelly Dulfer,0,0,1,0,0
2016,NED,Handball,Kelly Dulfer,0,0,1,0,0
2016,NED,Handball,Lois Abbingh,0,0,1,0,0
2016,NED,Handball,Lois Abbingh,0,0,1,0,0
2016,NED,Handball,Martine Smeets,0,0,1,0,0
2016,NED,Handball,Martine Smeets,0,0,1,0,0
2016,NED,Handball,Tess Wester,0,0,1,0,0
2016,NED,Handball,Tess Wester,0,0,1,0,0
2016,NED,Hockey,Billy Bakker,0,0,1,0,0
2016,NED,Hockey,Billy Bakker,0,0,1,0,0
2016,NED,Hockey,Glenn Schuurman,0,0,1,0,0
2016,NED,Hockey,Glenn Schuurman,0,0,1,0,0
2016,NED,Hockey,Jeroen Hertzberger,0,0,1,0,0
2016,NED,Hockey,Jeroen Hertzberger,0,0,1,0,0
2016,NED,Hockey,Jorrit Croon,0,0,1,0,0
2016,NED,Hockey,Jorrit Croon,0,0,1,0,0
2016,NED,Hockey,Laurien Leurink,0,0,0,1,1
2016,NED,Hockey,Laurien Leurink,0,0,0,1,1
2016,NED,Hockey,Maria Verschoor,0,0,0,1,1
2016,NED,Hockey,Maria Verschoor,0,0,0,1,1
2016,NED,Hockey,Mirco Pruijser,0,0,1,0,0
2016,NED,Hockey,Mirco Pruijser,0,0,1,0,0
2016,NED,Hockey,Robbert Kemperman,0,0,1,0,0
2016,NED,Hockey,Robbert Kemperman,0,0,1,0,0
2016,NED,Judo,Kim Polling,0,0,1,0,0
2016,NED,Judo,Kim Polling,0,0,1,0,0
2016,NED,Judo,Sanne Verhagen,0,0,1,0,0
2016,NED,Judo,Sanne Verhagen,0,0,1,0,0
2016,NED,Judo,Tessie Savelkouls,0,0,1,0,0
2016,NED,Judo,Tessie Savelkouls,0,0,1,0,0
2016,NED,Rowing,Dirk Uittenbogaard,1,0,0,0,1
2016,NED,Rowing,Dirk Uittenbogaard,1,0,0,0,1
2016,NED,Rowing,Ilse Paulis,0,1,0,0,1
2016,NED,Rowing,Ilse Paulis,0,1,0,0,1
2016,NED,Rowing,Inge Janssen,0,0,0,1,1
2016,NED,Rowing,Inge Janssen,0,0,0,1,1
2016,NED,Rowing,Nicole Beukers,0,0,0,1,1
2016,NED,Rowing,Nicole Beukers,0,0,0,1,1
2016,NED,Rowing,Tone Wieten,1,0,0,0,1
2016,NED,Rowing,Tone Wieten,1,0,0,0,1
2016,NED,Sailing,Annemiek Bekkering,0,0,1,0,0
2016,NED,Sailing,Annemiek Bekkering,0,0,1,0,0
2016,NED,Sailing,Annette Duetz,0,0,1,0,0
2016,NED,Sailing,Annette Duetz,0,0,1,0,0
2016,NED,Sailing,Marit Bouwmeester,0,1,0,0,1
2016,NED,Sailing,Marit Bouwmeester,0,1,0,0,1
2016,NED,Swimming,Ferry Weertman,0,1,0,0,1
2016,NED,Swimming,Ferry Weertman,0,1,0,0,1
2016,NED,Swimming,Kira Toussaint,0,0,1,0,0
2016,NED,Swimming,Kira Toussaint,0,0,1,0,0
2016,NED,Swimming,Marrit Steenbergen,0,0,3,0,0
2016,NED,Swimming,Marrit Steenbergen,0,0,3,0,0
2016,NED,Swimming,Ranomi Kromowidjojo,0,0,3,0,0
2016,NED,Swimming,Ranomi Kromowidjojo,0,0,3,0,0
2016,NED,Table Tennis,Britt Eerland,0,0,1,0,0
2016,NED,Table Tennis,Britt Eerland,0,0,1,0,0
2016,NED,Tennis,Kiki Bertens,0,0,2,0,0
2016,NED,Tennis,Kiki Bertens,0,0,2,0,0
2016,NED,Tennis,Robin Haase,0,0,2,0,0
2016,NED,Tennis,Robin Haase,0,0,2,0,0
2016,NED,Triathlon,Rachel Klamer,0,0,1,0,0
2016,NED,Triathlon,Rachel Klamer,0,0,1,0,0
2016,NED,Volleyball,Anne Buijs,0,0,1,0,0
2016,NED,Volleyball,Anne Buijs,0,0,1,0,0
2016,NED,Volleyball,Celeste Plak,0,0,1,0,0
2016,NED,Volleyball,Celeste Plak,0,0,1,0,0
2016,NEP,Swimming,Gaurika Singh,0,0,1,0,0
2016,NEP,Swimming,Gaurika Singh,0,0,1,0,0
2016,NGR,Athletics,Ese Brume,0,0,1,0,0
2016,NGR,Athletics,Ese Brume,0,0,1,0,0
2016,NGR,Table Tennis,Offiong Edem,0,0,1,0,0
2016,NGR,Table Tennis,Offiong Edem,0,0,1,0,0
2016,NGR,Table Tennis,Quadri Aruna,0,0,2,0,0
2016,NGR,Table Tennis,Quadri Aruna,0,0,2,0,0
2016,NGR,Wrestling,Blessing Oborududu,0,0,1,0,0
2016,NGR,Wrestling,Blessing Oborududu,0,0,1,0,0
2016,NOR,Athletics,Amalie Iuel,0,0,1,0,0
2016,NOR,Athletics,Amalie Iuel,0,0,1,0,0
2016,NOR,Athletics,Filip Ingebrigtsen,0,0,1,0,0
2016,NOR,Athletics,Filip Ingebrigtsen,0,0,1,0,0
2016,NOR,Athletics,Hedda Hynne,0,0,1,0,0
2016,NOR,Athletics,Hedda Hynne,0,0,1,0,0
2016,NOR,Athletics,Karsten Warholm,0,0,1,0,0
2016,NOR,Athletics,Karsten Warholm,0,0,1,0,0
2016,NOR,Cycling,Tore Navrestad,0,0,1,0,0
2016,NOR,Cycling,Tore Navrestad,0,0,1,0,0
2016,NOR,Handball,Camilla Herrem,1,0,0,0,1
2016,NOR,Handball,Camilla Herrem,1,0,0,0,1
2016,NOR,Handball,Sanna Solberg,1,0,0,0,1
2016,NOR,Handball,Sanna Solberg,1,0,0,0,1
2016,NOR,Handball,Veronica Kristiansen,1,0,0,0,1
2016,NOR,Handball,Veronica Kristiansen,1,0,0,0,1
2016,NOR,Rowing,Kjetil Borch,1,0,0,0,1
2016,NOR,Rowing,Kjetil Borch,1,0,0,0,1
2016,NOR,Rowing,Kristoffer Brun,1,0,0,0,1
2016,NOR,Rowing,Kristoffer Brun,1,0,0,0,1
2016,NOR,Swimming,Henrik Christiansen,0,0,3,0,0
2016,NOR,Swimming,Henrik Christiansen,0,0,3,0,0
2016,NZL,Athletics,Quentin Rew,0,0,2,0,0
2016,NZL,Athletics,Quentin Rew,0,0,2,0,0
2016,NZL,Athletics,Tomas Walsh,1,0,0,0,1
2016,NZL,Athletics,Tomas Walsh,1,0,0,0,1
2016,NZL,Athletics,Zane Robertson,0,0,1,0,0
2016,NZL,Athletics,Zane Robertson,0,0,1,0,0
2016,NZL,Canoeing,Aimee Fisher,0,0,1,0,0
2016,NZL,Canoeing,Aimee Fisher,0,0,1,0,0
2016,NZL,Canoeing,Lisa Carrington,1,1,0,0,2
2016,NZL,Canoeing,Lisa Carrington,1,1,0,0,2
2016,NZL,Canoeing,Luuka Jones,0,0,0,1,1
2016,NZL,Canoeing,Luuka Jones,0,0,0,1,1
2016,NZL,Cycling,Aaron Gate,0,0,1,0,0
2016,NZL,Cycling,Aaron Gate,0,0,1,0,0
2016,NZL,Cycling,Ethan Mitchell,0,0,0,1,1
2016,NZL,Cycling,Ethan Mitchell,0,0,0,1,1
2016,NZL,Cycling,George Bennett,0,0,1,0,0
2016,NZL,Cycling,George Bennett,0,0,1,0,0
2016,NZL,Cycling,Jaime Nielsen,0,0,1,0,0
2016,NZL,Cycling,Jaime Nielsen,0,0,1,0,0
2016,NZL,Cycling,Regan Gough,0,0,1,0,0
2016,NZL,Cycling,Regan Gough,0,0,1,0,0
2016,NZL,Cycling,Rushlee Buchanan,0,0,1,0,0
2016,NZL,Cycling,Rushlee Buchanan,0,0,1,0,0
2016,NZL,Cycling,Sam Webster,0,0,2,1,1
2016,NZL,Cycling,Sam Webster,0,0,2,1,1
2016,NZL,Cycling,Samuel Gaze,0,0,1,0,0
2016,NZL,Cycling,Samuel Gaze,0,0,1,0,0
2016,NZL,Equestrianism,Clarke Johnstone,0,0,2,0,0
2016,NZL,Equestrianism,Clarke Johnstone,0,0,2,0,0
2016,NZL,Equestrianism,Tim Price,0,0,2,0,0
2016,NZL,Equestrianism,Tim Price,0,0,2,0,0
2016,NZL,Football,Abby Erceg,0,0,1,0,0
2016,NZL,Football,Abby Erceg,0,0,1,0,0
2016,NZL,Football,Annalie Longo,0,0,1,0,0
2016,NZL,Football,Annalie Longo,0,0,1,0,0
2016,NZL,Football,Betsy Hassett,0,0,1,0,0
2016,NZL,Football,Betsy Hassett,0,0,1,0,0
2016,NZL,Football,Erin Nayler,0,0,1,0,0
2016,NZL,Football,Erin Nayler,0,0,1,0,0
2016,NZL,Football,Hannah Wilkinson,0,0,1,0,0
2016,NZL,Football,Hannah Wilkinson,0,0,1,0,0
2016,NZL,Football,Meikayla Moore,0,0,1,0,0
2016,NZL,Football,Meikayla Moore,0,0,1,0,0
2016,NZL,Football,Rebekah Stott,0,0,1,0,0
2016,NZL,Football,Rebekah Stott,0,0,1,0,0
2016,NZL,Football,Ria Percival,0,0,1,0,0
2016,NZL,Football,Ria Percival,0,0,1,0,0
2016,NZL,Golf,Ryan Fox,0,0,1,0,0
2016,NZL,Golf,Ryan Fox,0,0,1,0,0
2016,NZL,Gymnastics,Mikhail Koudinov,0,0,7,0,0
2016,NZL,Gymnastics,Mikhail Koudinov,0,0,7,0,0
2016,NZL,Hockey,Blair Tarrant,0,0,1,0,0
2016,NZL,Hockey,Blair Tarrant,0,0,1,0,0
2016,NZL,Hockey,Hayden Phillips,0,0,1,0,0
2016,NZL,Hockey,Hayden Phillips,0,0,1,0,0
2016,NZL,Hockey,Hugo Inglis,0,0,1,0,0
2016,NZL,Hockey,Hugo Inglis,0,0,1,0,0
2016,NZL,Hockey,Kane Russell,0,0,1,0,0
2016,NZL,Hockey,Kane Russell,0,0,1,0,0
2016,NZL,Hockey,Kelsey Smith,0,0,1,0,0
2016,NZL,Hockey,Kelsey Smith,0,0,1,0,0
2016,NZL,Hockey,Olivia Merry,0,0,1,0,0
2016,NZL,Hockey,Olivia Merry,0,0,1,0,0
2016,NZL,Hockey,Samantha Charlton,0,0,1,0,0
2016,NZL,Hockey,Samantha Charlton,0,0,1,0,0
2016,NZL,Hockey,Simon Child,0,0,1,0,0
2016,NZL,Hockey,Simon Child,0,0,1,0,0
2016,NZL,Hockey,Stacey Michelsen,0,0,1,0,0
2016,NZL,Hockey,Stacey Michelsen,0,0,1,0,0
2016,NZL,Hockey,Stephen Jenness,0,0,1,0,0
2016,NZL,Hockey,Stephen Jenness,0,0,1,0,0
2016,NZL,Rowing,Brook Robertson,0,0,1,0,0
2016,NZL,Rowing,Brook Robertson,0,0,1,0,0
2016,NZL,Rowing,Caleb Shepherd,0,0,1,0,0
2016,NZL,Rowing,Caleb Shepherd,0,0,1,0,0
2016,NZL,Rowing,Christopher Harris,0,0,1,0,0
2016,NZL,Rowing,Christopher Harris,0,0,1,0,0
2016,NZL,Rowing,Emma Dyke,0,0,1,0,0
2016,NZL,Rowing,Emma Dyke,0,0,1,0,0
2016,NZL,Rowing,Emma Twigg,0,0,1,0,0
2016,NZL,Rowing,Emma Twigg,0,0,1,0,0
2016,NZL,Rowing,Eve Macfarlane,0,0,1,0,0
2016,NZL,Rowing,Eve Macfarlane,0,0,1,0,0
2016,NZL,Rowing,Grace Prendergast,0,0,1,0,0
2016,NZL,Rowing,Grace Prendergast,0,0,1,0,0
2016,NZL,Rowing,Hamish Bond,0,1,0,0,1
2016,NZL,Rowing,Hamish Bond,0,1,0,0,1
2016,NZL,Rowing,Kelsey Bevan,0,0,1,0,0
2016,NZL,Rowing,Kelsey Bevan,0,0,1,0,0
2016,NZL,Rowing,Kerri Gowler,0,0,1,0,0
2016,NZL,Rowing,Kerri Gowler,0,0,1,0,0
2016,NZL,Rowing,Michael Brake,0,0,1,0,0
2016,NZL,Rowing,Michael Brake,0,0,1,0,0
2016,NZL,Rowing,Ruby Tew,0,0,1,0,0
2016,NZL,Rowing,Ruby Tew,0,0,1,0,0
2016,NZL,Rowing,Shaun Kirkham,0,0,1,0,0
2016,NZL,Rowing,Shaun Kirkham,0,0,1,0,0
2016,NZL,Rowing,Stephen Jones,0,0,1,0,0
2016,NZL,Rowing,Stephen Jones,0,0,1,0,0
2016,NZL,Rugby Sevens,Gayle Broughton,0,0,0,1,1
2016,NZL,Rugby Sevens,Gayle Broughton,0,0,0,1,1
2016,NZL,Rugby Sevens,Joe Webber,0,0,1,0,0
2016,NZL,Rugby Sevens,Joe Webber,0,0,1,0,0
2016,NZL,Rugby Sevens,Kelly Brazier,0,0,0,1,1
2016,NZL,Rugby Sevens,Kelly Brazier,0,0,0,1,1
2016,NZL,Rugby Sevens,Portia Woodman,0,0,0,1,1
2016,NZL,Rugby Sevens,Portia Woodman,0,0,0,1,1
2016,NZL,Rugby Sevens,Regan Ware,0,0,1,0,0
2016,NZL,Rugby Sevens,Regan Ware,0,0,1,0,0
2016,NZL,Rugby Sevens,Ruby Tui,0,0,0,1,1
2016,NZL,Rugby Sevens,Ruby Tui,0,0,0,1,1
2016,NZL,Rugby Sevens,Scott Curry,0,0,1,0,0
2016,NZL,Rugby Sevens,Scott Curry,0,0,1,0,0
2016,NZL,Rugby Sevens,Sione Molia,0,0,1,0,0
2016,NZL,Rugby Sevens,Sione Molia,0,0,1,0,0
2016,NZL,Rugby Sevens,Theresa Fitzpatrick,0,0,0,1,1
2016,NZL,Rugby Sevens,Theresa Fitzpatrick,0,0,0,1,1
2016,NZL,Rugby Sevens,Tim Mikkelson,0,0,1,0,0
2016,NZL,Rugby Sevens,Tim Mikkelson,0,0,1,0,0
2016,NZL,Rugby Sevens,Tyla Nathan-wong,0,0,0,1,1
2016,NZL,Rugby Sevens,Tyla Nathan-wong,0,0,0,1,1
2016,NZL,Sailing,Blair Tuke,0,1,0,0,1
2016,NZL,Sailing,Blair Tuke,0,1,0,0,1
2016,NZL,Sailing,Jo Aleh,0,0,0,1,1
2016,NZL,Sailing,Jo Aleh,0,0,0,1,1
2016,NZL,Sailing,Josh Junior,0,0,1,0,0
2016,NZL,Sailing,Josh Junior,0,0,1,0,0
2016,NZL,Sailing,Molly Meech,0,0,0,1,1
2016,NZL,Sailing,Molly Meech,0,0,0,1,1
2016,NZL,Sailing,Paul Snow-hansen,0,0,1,0,0
2016,NZL,Sailing,Paul Snow-hansen,0,0,1,0,0
2016,NZL,Sailing,Peter Burling,0,1,0,0,1
2016,NZL,Sailing,Peter Burling,0,1,0,0,1
2016,NZL,Sailing,Sam Meech,1,0,0,0,1
2016,NZL,Sailing,Sam Meech,1,0,0,0,1
2016,NZL,Shooting,Chloe Tipple,0,0,1,0,0
2016,NZL,Shooting,Chloe Tipple,0,0,1,0,0
2016,NZL,Shooting,Natalie Rooney,0,0,0,1,1
2016,NZL,Shooting,Natalie Rooney,0,0,0,1,1
2016,NZL,Tennis,Marcus Daniell,0,0,1,0,0
2016,NZL,Tennis,Marcus Daniell,0,0,1,0,0
2016,NZL,Tennis,Michael Venus,0,0,1,0,0
2016,NZL,Tennis,Michael Venus,0,0,1,0,0
2016,NZL,Trampolining,Dylan Schmidt,0,0,1,0,0
2016,NZL,Trampolining,Dylan Schmidt,0,0,1,0,0
2016,PAK,Athletics,Najma Parveen,0,0,1,0,0
2016,PAK,Athletics,Najma Parveen,0,0,1,0,0
2016,PAN,Boxing,Atheyna Bylon,0,0,1,0,0
2016,PAN,Boxing,Atheyna Bylon,0,0,1,0,0
2016,PHI,Weightlifting,Hidilyn Diaz,0,0,0,1,1
2016,PHI,Weightlifting,Hidilyn Diaz,0,0,0,1,1
2016,PNG,Weightlifting,Morea Baru,0,0,1,0,0
2016,PNG,Weightlifting,Morea Baru,0,0,1,0,0
2016,POL,Athletics,Artur Brzozowski,0,0,1,0,0
2016,POL,Athletics,Artur Brzozowski,0,0,1,0,0
2016,POL,Athletics,Damian Czykier,0,0,1,0,0
2016,POL,Athletics,Damian Czykier,0,0,1,0,0
2016,POL,Athletics,Ewa Swoboda,0,0,2,0,0
2016,POL,Athletics,Ewa Swoboda,0,0,2,0,0
2016,POL,Athletics,Jakub Krzewina,0,0,1,0,0
2016,POL,Athletics,Jakub Krzewina,0,0,1,0,0
2016,POL,Athletics,Joanna Fiodorow,0,0,1,0,0
2016,POL,Athletics,Joanna Fiodorow,0,0,1,0,0
2016,POL,Athletics,Joanna Linkiewicz,0,0,1,0,0
2016,POL,Athletics,Joanna Linkiewicz,0,0,1,0,0
2016,POL,Athletics,Karol Zalewski,0,0,1,0,0
2016,POL,Athletics,Karol Zalewski,0,0,1,0,0
2016,POL,Athletics,Konrad Bukowiecki,0,0,1,0,0
2016,POL,Athletics,Konrad Bukowiecki,0,0,1,0,0
2016,POL,Athletics,Malwina Kopron,0,0,1,0,0
2016,POL,Athletics,Malwina Kopron,0,0,1,0,0
2016,POL,Athletics,Marcin Krukowski,0,0,1,0,0
2016,POL,Athletics,Marcin Krukowski,0,0,1,0,0
2016,POL,Athletics,Marcin Lewandowski,0,0,1,0,0
2016,POL,Athletics,Marcin Lewandowski,0,0,1,0,0
2016,POL,Athletics,Maria Andrejczyk,0,0,1,0,0
2016,POL,Athletics,Maria Andrejczyk,0,0,1,0,0
2016,POL,Athletics,Patryk Dobek,0,0,1,0,0
2016,POL,Athletics,Patryk Dobek,0,0,1,0,0
2016,POL,Athletics,Paulina Guba,0,0,1,0,0
2016,POL,Athletics,Paulina Guba,0,0,1,0,0
2016,POL,Athletics,Piotr Lisek,0,0,1,0,0
2016,POL,Athletics,Piotr Lisek,0,0,1,0,0
2016,POL,Athletics,Robert Sobera,0,0,1,0,0
2016,POL,Athletics,Robert Sobera,0,0,1,0,0
2016,POL,Athletics,Wojciech Nowicki,1,0,0,0,1
2016,POL,Athletics,Wojciech Nowicki,1,0,0,0,1
2016,POL,Beach Volleyball,Piotr Kantor,0,0,1,0,0
2016,POL,Beach Volleyball,Piotr Kantor,0,0,1,0,0
2016,POL,Canoeing,Grzegorz Hedwig,0,0,1,0,0
2016,POL,Canoeing,Grzegorz Hedwig,0,0,1,0,0
2016,POL,Canoeing,Karolina Naja,1,0,1,0,1
2016,POL,Canoeing,Karolina Naja,1,0,1,0,1
2016,POL,Canoeing,Marta Walczykiewicz,0,0,1,1,1
2016,POL,Canoeing,Marta Walczykiewicz,0,0,1,1,1
2016,POL,Cycling,Anna Plichta,0,0,2,0,0
2016,POL,Cycling,Anna Plichta,0,0,2,0,0
2016,POL,Cycling,Daria Pikulik,0,0,2,0,0
2016,POL,Cycling,Daria Pikulik,0,0,2,0,0
2016,POL,Cycling,Katarzyna Niewiadoma,0,0,2,0,0
2016,POL,Cycling,Katarzyna Niewiadoma,0,0,2,0,0
2016,POL,Cycling,Krzysztof Maksel,0,0,2,0,0
2016,POL,Cycling,Krzysztof Maksel,0,0,2,0,0
2016,POL,Cycling,Maciej Bodnar,0,0,2,0,0
2016,POL,Cycling,Maciej Bodnar,0,0,2,0,0
2016,POL,Judo,Maciej Sarnacki,0,0,1,0,0
2016,POL,Judo,Maciej Sarnacki,0,0,1,0,0
2016,POL,Modern Pentathlon,Anna Maliszewska,0,0,1,0,0
2016,POL,Modern Pentathlon,Anna Maliszewska,0,0,1,0,0
2016,POL,Rowing,Maria Wierzbowska,0,0,1,0,0
2016,POL,Rowing,Maria Wierzbowska,0,0,1,0,0
2016,POL,Rowing,Mateusz Biskup,0,0,1,0,0
2016,POL,Rowing,Mateusz Biskup,0,0,1,0,0
2016,POL,Rowing,Mateusz Wilangowski,0,0,1,0,0
2016,POL,Rowing,Mateusz Wilangowski,0,0,1,0,0
2016,POL,Rowing,Wiktor Chabel,0,0,1,0,0
2016,POL,Rowing,Wiktor Chabel,0,0,1,0,0
2016,POL,Sailing,Agnieszka Skrzypulec,0,0,1,0,0
2016,POL,Sailing,Agnieszka Skrzypulec,0,0,1,0,0
2016,POL,Sailing,Piotr Myszka,0,0,1,0,0
2016,POL,Sailing,Piotr Myszka,0,0,1,0,0
2016,POL,Swimming,Kacper Majchrzak,0,0,4,0,0
2016,POL,Swimming,Kacper Majchrzak,0,0,4,0,0
2016,POL,Swimming,Konrad Czerniak,0,0,3,0,0
2016,POL,Swimming,Konrad Czerniak,0,0,3,0,0
2016,POL,Table Tennis,Natalia Partyka,0,0,1,0,0
2016,POL,Table Tennis,Natalia Partyka,0,0,1,0,0
2016,POL,Table Tennis,Qian Li,0,0,2,0,0
2016,POL,Table Tennis,Qian Li,0,0,2,0,0
2016,POL,Tennis,Magda Linette,0,0,1,0,0
2016,POL,Tennis,Magda Linette,0,0,1,0,0
2016,POL,Volleyball,Bartosz Kurek,0,0,1,0,0
2016,POL,Volleyball,Bartosz Kurek,0,0,1,0,0
2016,POL,Volleyball,Fabian Drzyzga,0,0,1,0,0
2016,POL,Volleyball,Fabian Drzyzga,0,0,1,0,0
2016,POL,Volleyball,Mateusz Bieniek,0,0,1,0,0
2016,POL,Volleyball,Mateusz Bieniek,0,0,1,0,0
2016,POL,Volleyball,Piotr Nowakowski,0,0,1,0,0
2016,POL,Volleyball,Piotr Nowakowski,0,0,1,0,0
2016,POL,Weightlifting,Arkadiusz Michalski,0,0,1,0,0
2016,POL,Weightlifting,Arkadiusz Michalski,0,0,1,0,0
2016,POL,Wrestling,Robert Baran,0,0,1,0,0
2016,POL,Wrestling,Robert Baran,0,0,1,0,0
2016,POR,Athletics,Ana Cabecinha,0,0,1,0,0
2016,POR,Athletics,Ana Cabecinha,0,0,1,0,0
2016,POR,Athletics,Rui Silva,0,0,1,0,0
2016,POR,Athletics,Rui Silva,0,0,1,0,0
2016,POR,Athletics,Sara Moreira,0,0,1,0,0
