NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total_Bronze,Total_Gold,Total_No_Medal,Total_Silver,Gold_Ratio,Silver_Ratio,Bronze_Ratio,No_Medal_Ratio
GBR,Motorboating,0,6,10,0,0,7,10,0,0.8571428571428571,0.0,0.0,1.0
GBR,Polo,5,11,0,14,20,22,28,25,0.5,0.56,0.25,0.0
GBR,Racquets,4,3,2,3,4,3,2,3,1.0,1.0,1.0,1.0
GBR,Rhythmic Gymnastics,0,0,13,0,50,50,604,50,0.0,0.0,0.0,0.02152317880794702
GBR,Rowing,51,109,466,123,1038,1026,8032,1025,0.10623781676413255,0.12,0.049132947976878616,0.05801792828685259
GBR,Rugby,0,0,0,30,16,67,0,79,0.0,0.379746835443038,0.0,0.0
GBR,Rugby Sevens,0,0,38,12,51,51,459,50,0.0,0.24,0.0,0.08278867102396514
GBR,Sailing,25,76,199,50,382,465,5659,430,0.16344086021505377,0.11627906976744186,0.06544502617801047,0.03516522353772751
GBR,Shooting,35,29,379,36,425,428,10743,429,0.06775700934579439,0.08391608391608392,0.08235294117647059,0.035278786186353904
GBR,Skateboarding,1,0,1,0,4,4,68,4,0.0,0.0,0.25,0.014705882352941176
GBR,Sport Climbing,0,0,1,0,2,2,34,2,0.0,0.0,0.0,0.029411764705882353
GBR,Swimming,56,35,1208,56,1027,1169,21573,1060,0.029940119760479042,0.052830188679245285,0.054527750730282376,0.05599592082695962
GBR,Synchronized Swimming,0,0,30,0,70,74,694,71,0.0,0.0,0.0,0.043227665706051875
GBR,Table Tennis,0,0,37,0,70,64,2020,64,0.0,0.0,0.0,0.018316831683168316
GBR,Taekwondo,4,2,13,3,80,48,560,48,0.041666666666666664,0.0625,0.05,0.023214285714285715
GBR,Tennis,19,25,130,23,136,114,2788,114,0.21929824561403508,0.20175438596491227,0.13970588235294118,0.046628407460545196
GBR,Trampoline Gymnastics,1,0,1,0,2,2,26,2,0.0,0.0,0.5,0.038461538461538464
GBR,Trampolining,0,0,8,1,10,10,122,10,0.0,0.1,0.0,0.06557377049180328
GBR,Triathlon,2,7,27,3,17,17,660,17,0.4117647058823529,0.17647058823529413,0.11764705882352941,0.04090909090909091
GBR,Tug-Of-War,8,16,0,16,29,43,55,43,0.37209302325581395,0.37209302325581395,0.27586206896551724,0.0
GBR,Volleyball,0,0,24,0,349,346,2651,346,0.0,0.0,0.0,0.009053187476423991
GBR,Water Polo,1,27,79,0,386,376,2997,373,0.07180851063829788,0.0,0.0025906735751295338,0.026359693026359692
GBR,Weightlifting,3,1,124,4,230,231,3446,227,0.004329004329004329,0.01762114537444934,0.013043478260869565,0.035983749274521186
GBR,Wrestling,10,3,181,4,504,431,6075,433,0.0069605568445475635,0.009237875288683603,0.01984126984126984,0.029794238683127573
GBS,Athletics,0,0,13,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0003538088887679286
GBS,Judo,0,0,2,0,325,162,3668,162,0.0,0.0,0.0,0.0005452562704471102
GBS,Wrestling,0,0,10,0,504,431,6075,433,0.0,0.0,0.0,0.0016460905349794238
GEO,Archery,0,0,18,0,108,145,2209,130,0.0,0.0,0.0,0.008148483476686284
GEO,Athletics,0,0,23,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0006259695724355659
GEO,Beach Volleyball,0,0,4,0,28,28,576,28,0.0,0.0,0.0,0.006944444444444444
GEO,Boxing,1,0,13,0,467,265,5340,264,0.0,0.0,0.0021413276231263384,0.0024344569288389513
GEO,Canoeing,0,0,1,0,389,388,5006,388,0.0,0.0,0.0,0.00019976028765481422
GEO,Cycling,0,0,1,0,414,424,9596,425,0.0,0.0,0.0,0.00010421008753647353
GEO,Diving,0,0,3,0,155,154,2558,154,0.0,0.0,0.0,0.0011727912431587178
GEO,Fencing,0,0,3,0,596,624,9321,613,0.0,0.0,0.0,0.000321853878339234
GEO,Gymnastics,0,0,24,0,719,791,24451,746,0.0,0.0,0.0,0.0009815549466279498
GEO,Judo,3,4,38,5,325,162,3668,162,0.024691358024691357,0.030864197530864196,0.009230769230769232,0.010359869138495093
GEO,Karate,0,0,1,0,16,8,49,8,0.0,0.0,0.0,0.02040816326530612
GEO,Modern Pentathlon,0,0,1,0,64,64,1557,64,0.0,0.0,0.0,0.0006422607578676942
GEO,Rhythmic Gymnastics,0,0,4,0,50,50,604,50,0.0,0.0,0.0,0.006622516556291391
GEO,Sailing,0,0,2,0,382,465,5659,430,0.0,0.0,0.0,0.00035341933203746247
GEO,Shooting,1,0,20,0,425,428,10743,429,0.0,0.0,0.002352941176470588,0.0018616773713115518
GEO,Swimming,0,0,9,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00041718815185648727
GEO,Tennis,0,0,5,0,136,114,2788,114,0.0,0.0,0.0,0.001793400286944046
GEO,Trampolining,0,0,5,0,10,10,122,10,0.0,0.0,0.0,0.040983606557377046
GEO,Weightlifting,3,3,14,0,230,231,3446,227,0.012987012987012988,0.0,0.013043478260869565,0.004062681369704005
GEO,Wrestling,11,3,54,6,504,431,6075,433,0.0069605568445475635,0.013856812933025405,0.021825396825396824,0.008888888888888889
GEQ,Athletics,0,0,39,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0010614266663037857
GEQ,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
GEQ,Swimming,0,0,3,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00013906271728549575
GER,Alpinism,0,2,0,0,0,4,0,0,0.5,0.0,0.0,0.0
GER,Archery,6,0,61,4,108,145,2209,130,0.0,0.03076923076923077,0.05555555555555555,0.02761430511543685
GER,Art Competitions,9,9,330,8,51,49,3422,56,0.1836734693877551,0.14285714285714285,0.17647058823529413,0.09643483343074226
GER,Artistic Gymnastics,0,0,55,1,21,20,1000,20,0.0,0.05,0.0,0.055
GER,Athletics,143,91,1747,134,1373,1422,36743,1404,0.0639943741209564,0.09544159544159544,0.10415149308084487,0.04754647143673625
GER,Badminton,0,0,56,0,68,62,1446,62,0.0,0.0,0.0,0.03872752420470263
GER,Basketball,0,0,70,0,380,389,3672,383,0.0,0.0,0.0,0.01906318082788671
GER,Beach Volleyball,2,4,42,0,28,28,576,28,0.14285714285714285,0.0,0.07142857142857142,0.07291666666666667
GER,Boxing,23,11,145,14,467,265,5340,264,0.04150943396226415,0.05303030303030303,0.04925053533190578,0.027153558052434457
GER,Canoe Slalom,3,1,0,0,4,4,79,4,0.25,0.0,0.75,0.0
GER,Canoe Sprint,2,4,17,2,22,22,346,22,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.049132947976878616
GER,Canoeing,54,104,255,71,389,388,5006,388,0.26804123711340205,0.18298969072164947,0.13881748071979436,0.05093887335197763
GER,Cycling,42,53,428,60,414,424,9596,425,0.125,0.1411764705882353,0.10144927536231885,0.04460191746561067
GER,Cycling BMX Freestyle,0,0,1,0,2,2,12,2,0.0,0.0,0.0,0.08333333333333333
GER,Cycling Mountain Bike,0,0,4,0,2,2,70,2,0.0,0.0,0.0,0.05714285714285714
GER,Cycling Road,0,0,12,0,4,4,247,4,0.0,0.0,0.0,0.048582995951417005
GER,Cycling Track,0,6,28,3,29,29,339,29,0.20689655172413793,0.10344827586206896,0.0,0.08259587020648967
GER,Diving,19,8,213,14,155,154,2558,154,0.05194805194805195,0.09090909090909091,0.12258064516129032,0.08326817826426897
GER,Equestrian,0,6,16,1,14,15,377,14,0.4,0.07142857142857142,0.0,0.042440318302387266
GER,Equestrianism,54,106,231,45,319,324,5379,322,0.3271604938271605,0.13975155279503104,0.16927899686520376,0.04294478527607362
GER,Fencing,39,42,478,41,596,624,9321,613,0.0673076923076923,0.06688417618270799,0.06543624161073826,0.05128205128205128
GER,Figure Skating,0,2,0,1,9,9,27,9,0.2222222222222222,0.1111111111111111,0.0,0.0
GER,Football,104,35,141,34,587,559,5650,557,0.0626118067978533,0.06104129263913824,0.17717206132879046,0.02495575221238938
GER,Golf,0,0,8,0,18,17,315,17,0.0,0.0,0.0,0.025396825396825397
GER,Gymnastics,72,52,1644,40,719,791,24451,746,0.06573957016434892,0.05361930294906166,0.10013908205841446,0.06723651384401456
GER,Handball,29,36,193,44,384,381,2880,388,0.09448818897637795,0.1134020618556701,0.07552083333333333,0.06701388888888889
GER,Hockey,79,83,247,86,548,554,4213,534,0.14981949458483754,0.16104868913857678,0.14416058394160583,0.05862805601708996
GER,Judo,36,5,109,10,325,162,3668,162,0.030864197530864196,0.06172839506172839,0.11076923076923077,0.0297164667393675
GER,Karate,0,0,4,0,16,8,49,8,0.0,0.0,0.0,0.08163265306122448
GER,Marathon Swimming,0,1,3,0,2,2,45,2,0.5,0.0,0.0,0.06666666666666667
GER,Modern Pentathlon,1,2,88,0,64,64,1557,64,0.03125,0.0,0.015625,0.056518946692357096
GER,Polo,0,0,4,0,20,22,28,25,0.0,0.0,0.0,0.14285714285714285
GER,Rhythmic Gymnastics,1,0,34,0,50,50,604,50,0.0,0.0,0.02,0.056291390728476824
GER,Rowing,107,272,451,103,1038,1026,8032,1025,0.2651072124756335,0.10048780487804879,0.10308285163776493,0.0561503984063745
GER,Rugby,0,0,0,15,16,67,0,79,0.0,0.189873417721519,0.0,0.0
GER,Sailing,34,18,227,23,382,465,5659,430,0.03870967741935484,0.053488372093023255,0.08900523560209424,0.04011309418625199
GER,Shooting,19,18,357,21,425,428,10743,429,0.04205607476635514,0.04895104895104895,0.04470588235294118,0.0332309410779112
GER,Skateboarding,0,0,2,0,4,4,68,4,0.0,0.0,0.0,0.029411764705882353
GER,Sport Climbing,0,0,2,0,2,2,34,2,0.0,0.0,0.0,0.058823529411764705
GER,Surfing,0,0,1,0,2,2,34,2,0.0,0.0,0.0,0.029411764705882353
GER,Swimming,150,82,1090,137,1027,1169,21573,1060,0.07014542343883662,0.12924528301886792,0.1460564751703992,0.05052612061373012
GER,Synchronized Swimming,0,0,14,0,70,74,694,71,0.0,0.0,0.0,0.020172910662824207
GER,Table Tennis,9,0,76,11,70,64,2020,64,0.0,0.171875,0.12857142857142856,0.03762376237623762
GER,Taekwondo,1,0,10,1,80,48,560,48,0.0,0.020833333333333332,0.0125,0.017857142857142856
GER,Tennis,5,7,89,7,136,114,2788,114,0.06140350877192982,0.06140350877192982,0.03676470588235294,0.031922525107604016
GER,Trampolining,1,1,7,0,10,10,122,10,0.1,0.0,0.1,0.05737704918032787
GER,Triathlon,0,1,29,1,17,17,660,17,0.058823529411764705,0.058823529411764705,0.0,0.04393939393939394
GER,Tug-Of-War,1,8,0,0,29,43,55,43,0.18604651162790697,0.0,0.034482758620689655,0.0
GER,Volleyball,0,0,130,24,349,346,2651,346,0.0,0.06936416184971098,0.0,0.04903809883062995
GER,Water Polo,12,8,153,19,386,376,2997,373,0.02127659574468085,0.05093833780160858,0.031088082901554404,0.05105105105105105
GER,Weightlifting,21,9,118,13,230,231,3446,227,0.03896103896103896,0.05726872246696035,0.09130434782608696,0.03424260011607661
GER,Wrestling,20,9,254,25,504,431,6075,433,0.02088167053364269,0.057736720554272515,0.03968253968253968,0.041810699588477364
GHA,Athletics,0,0,199,0,1373,1422,36743,1404,0.0,0.0,0.0,0.005415997604985984
GHA,Boxing,3,0,55,1,467,265,5340,264,0.0,0.003787878787878788,0.006423982869379015,0.010299625468164793
GHA,Football,20,0,78,0,587,559,5650,557,0.0,0.0,0.034071550255536626,0.013805309734513275
GHA,Judo,0,0,3,0,325,162,3668,162,0.0,0.0,0.0,0.0008178844056706652
GHA,Swimming,0,0,4,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00018541695638066101
GHA,Table Tennis,0,0,8,0,70,64,2020,64,0.0,0.0,0.0,0.0039603960396039604
GHA,Weightlifting,0,0,3,0,230,231,3446,227,0.0,0.0,0.0,0.0008705745792222867
GRE,Archery,0,0,18,0,108,145,2209,130,0.0,0.0,0.0,0.008148483476686284
GRE,Art Competitions,0,1,8,0,51,49,3422,56,0.02040816326530612,0.0,0.0,0.0023378141437755697
GRE,Artistic Gymnastics,1,0,0,0,21,20,1000,20,0.0,0.0,0.047619047619047616,0.0
GRE,Artistic Swimming,0,0,10,0,10,10,94,10,0.0,0.0,0.0,0.10638297872340426
GRE,Athletics,15,9,651,14,1373,1422,36743,1404,0.006329113924050633,0.009971509971509971,0.010924981791697014,0.017717660506763194
GRE,Badminton,0,0,2,0,68,62,1446,62,0.0,0.0,0.0,0.0013831258644536654
GRE,Baseball,0,0,23,0,112,112,558,112,0.0,0.0,0.0,0.04121863799283154
GRE,Basketball,0,0,60,0,380,389,3672,383,0.0,0.0,0.0,0.016339869281045753
GRE,Beach Volleyball,0,0,14,0,28,28,576,28,0.0,0.0,0.0,0.024305555555555556
GRE,Boxing,0,0,33,0,467,265,5340,264,0.0,0.0,0.0,0.006179775280898876
GRE,Canoeing,0,0,15,0,389,388,5006,388,0.0,0.0,0.0,0.0029964043148222133
GRE,Cycling,0,1,78,3,414,424,9596,425,0.0023584905660377358,0.007058823529411765,0.0,0.008128386827844935
GRE,Cycling Mountain Bike,0,0,1,0,2,2,70,2,0.0,0.0,0.0,0.014285714285714285
GRE,Cycling Road,0,0,1,0,4,4,247,4,0.0,0.0,0.0,0.004048582995951417
GRE,Cycling Track,0,0,1,0,29,29,339,29,0.0,0.0,0.0,0.0029498525073746312
GRE,Diving,0,2,24,0,155,154,2558,154,0.012987012987012988,0.0,0.0,0.009382329945269743
GRE,Equestrianism,0,0,12,0,319,324,5379,322,0.0,0.0,0.0,0.002230897936419409
GRE,Fencing,3,3,138,6,596,624,9321,613,0.004807692307692308,0.009787928221859706,0.0050335570469798654,0.014805278403604764
GRE,Football,11,0,67,0,587,559,5650,557,0.0,0.0,0.018739352640545145,0.011858407079646017
GRE,Golf,0,0,1,0,18,17,315,17,0.0,0.0,0.0,0.0031746031746031746
GRE,Gymnastics,4,6,127,2,719,791,24451,746,0.007585335018963337,0.002680965147453083,0.005563282336578581,0.005194061592572901
GRE,Handball,0,0,30,0,384,381,2880,388,0.0,0.0,0.0,0.010416666666666666
GRE,Judo,1,1,24,0,325,162,3668,162,0.006172839506172839,0.0,0.003076923076923077,0.006543075245365322
GRE,Marathon Swimming,0,0,1,0,2,2,45,2,0.0,0.0,0.0,0.022222222222222223
GRE,Modern Pentathlon,0,0,5,0,64,64,1557,64,0.0,0.0,0.0,0.0032113037893384713
GRE,Rhythmic Gymnastics,6,0,34,0,50,50,604,50,0.0,0.0,0.12,0.056291390728476824
GRE,Rowing,11,18,142,27,1038,1026,8032,1025,0.017543859649122806,0.026341463414634145,0.010597302504816955,0.017679282868525898
GRE,Sailing,8,6,133,2,382,465,5659,430,0.012903225806451613,0.004651162790697674,0.020942408376963352,0.023502385580491253
GRE,Shooting,8,6,366,11,425,428,10743,429,0.014018691588785047,0.02564102564102564,0.018823529411764704,0.034068695895001395
GRE,Softball,0,0,14,0,59,60,299,60,0.0,0.0,0.0,0.046822742474916385
GRE,Swimming,2,1,258,4,1027,1169,21573,1060,0.000855431993156544,0.0037735849056603774,0.0019474196689386564,0.011959393686552635
GRE,Synchronized Swimming,0,0,20,0,70,74,694,71,0.0,0.0,0.0,0.02881844380403458
GRE,Table Tennis,0,0,22,0,70,64,2020,64,0.0,0.0,0.0,0.01089108910891089
GRE,Taekwondo,0,1,8,3,80,48,560,48,0.020833333333333332,0.0625,0.0,0.014285714285714285
GRE,Tennis,4,1,59,8,136,114,2788,114,0.008771929824561403,0.07017543859649122,0.029411764705882353,0.021162123385939743
GRE,Trampolining,0,0,1,0,10,10,122,10,0.0,0.0,0.0,0.00819672131147541
GRE,Triathlon,0,0,3,0,17,17,660,17,0.0,0.0,0.0,0.004545454545454545
GRE,Tug-Of-War,0,0,5,8,29,43,55,43,0.0,0.18604651162790697,0.0,0.09090909090909091
GRE,Volleyball,0,0,24,0,349,346,2651,346,0.0,0.0,0.0,0.009053187476423991
GRE,Water Polo,0,0,187,26,386,376,2997,373,0.0,0.06970509383378017,0.0,0.06239572906239573
GRE,Weightlifting,4,7,68,5,230,231,3446,227,0.030303030303030304,0.022026431718061675,0.017391304347826087,0.019733023795705164
GRE,Wrestling,7,1,134,3,504,431,6075,433,0.002320185614849188,0.006928406466512702,0.013888888888888888,0.02205761316872428
GRN,Athletics,1,1,39,1,1373,1422,36743,1404,0.0007032348804500703,0.0007122507122507123,0.0007283321194464676,0.0010614266663037857
GRN,Boxing,0,0,9,0,467,265,5340,264,0.0,0.0,0.0,0.0016853932584269663
GRN,Swimming,0,0,8,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00037083391276132203
GRN,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
GUA,Art Competitions,0,0,1,0,51,49,3422,56,0.0,0.0,0.0,0.0002922267679719462
GUA,Athletics,0,0,84,1,1373,1422,36743,1404,0.0,0.0007122507122507123,0.0,0.002286149742808154
GUA,Badminton,0,0,7,0,68,62,1446,62,0.0,0.0,0.0,0.004840940525587829
GUA,Boxing,0,0,7,0,467,265,5340,264,0.0,0.0,0.0,0.0013108614232209739
GUA,Canoeing,0,0,1,0,389,388,5006,388,0.0,0.0,0.0,0.00019976028765481422
GUA,Cycling,0,0,35,0,414,424,9596,425,0.0,0.0,0.0,0.0036473530637765737
GUA,Cycling Road,0,0,1,0,4,4,247,4,0.0,0.0,0.0,0.004048582995951417
GUA,Equestrianism,0,0,6,0,319,324,5379,322,0.0,0.0,0.0,0.0011154489682097045
GUA,Fencing,0,0,7,0,596,624,9321,613,0.0,0.0,0.0,0.000750992382791546
GUA,Football,0,0,53,0,587,559,5650,557,0.0,0.0,0.0,0.009380530973451328
GUA,Gymnastics,0,0,18,0,719,791,24451,746,0.0,0.0,0.0,0.0007361662099709623
GUA,Judo,0,0,6,0,325,162,3668,162,0.0,0.0,0.0,0.0016357688113413304
GUA,Modern Pentathlon,0,0,7,0,64,64,1557,64,0.0,0.0,0.0,0.00449582530507386
GUA,Rowing,0,0,5,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0006225099601593625
GUA,Sailing,0,0,11,0,382,465,5659,430,0.0,0.0,0.0,0.0019438063262060435
GUA,Shooting,0,0,54,0,425,428,10743,429,0.0,0.0,0.0,0.00502652890254119
GUA,Swimming,0,0,87,0,1027,1169,21573,1060,0.0,0.0,0.0,0.004032818801279377
GUA,Taekwondo,0,0,5,0,80,48,560,48,0.0,0.0,0.0,0.008928571428571428
GUA,Weightlifting,0,0,14,0,230,231,3446,227,0.0,0.0,0.0,0.004062681369704005
GUA,Wrestling,0,0,24,0,504,431,6075,433,0.0,0.0,0.0,0.003950617283950617
GUI,Athletics,0,0,30,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0008164820510029122
GUI,Boxing,0,0,7,0,467,265,5340,264,0.0,0.0,0.0,0.0013108614232209739
GUI,Football,0,0,15,0,587,559,5650,557,0.0,0.0,0.0,0.002654867256637168
GUI,Judo,0,0,12,0,325,162,3668,162,0.0,0.0,0.0,0.003271537622682661
GUI,Swimming,0,0,10,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0004635423909516525
GUI,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
GUI,Wrestling,0,0,3,0,504,431,6075,433,0.0,0.0,0.0,0.0004938271604938272
GUM,Archery,0,0,1,0,108,145,2209,130,0.0,0.0,0.0,0.0004526935264825713
GUM,Athletics,0,0,21,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0005715374357020385
GUM,Boxing,0,0,1,0,467,265,5340,264,0.0,0.0,0.0,0.00018726591760299626
GUM,Canoeing,0,0,2,0,389,388,5006,388,0.0,0.0,0.0,0.00039952057530962844
GUM,Cycling,0,0,18,0,414,424,9596,425,0.0,0.0,0.0,0.0018757815756565235
GUM,Judo,0,0,8,0,325,162,3668,162,0.0,0.0,0.0,0.0021810250817884407
GUM,Sailing,0,0,8,0,382,465,5659,430,0.0,0.0,0.0,0.0014136773281498499
GUM,Swimming,0,0,46,0,1027,1169,21573,1060,0.0,0.0,0.0,0.002132294998377602
GUM,Weightlifting,0,0,4,0,230,231,3446,227,0.0,0.0,0.0,0.0011607661056297156
GUM,Wrestling,0,0,7,0,504,431,6075,433,0.0,0.0,0.0,0.0011522633744855968
GUY,Athletics,0,0,56,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0015240998285387694
GUY,Boxing,1,0,18,0,467,265,5340,264,0.0,0.0,0.0021413276231263384,0.0033707865168539327
GUY,Cycling,0,0,16,0,414,424,9596,425,0.0,0.0,0.0,0.0016673614005835765
GUY,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
GUY,Swimming,0,0,8,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00037083391276132203
GUY,Table Tennis,0,0,1,0,70,64,2020,64,0.0,0.0,0.0,0.0004950495049504951
GUY,Weightlifting,0,0,8,0,230,231,3446,227,0.0,0.0,0.0,0.0023215322112594312
HAI,Art Competitions,0,0,1,0,51,49,3422,56,0.0,0.0,0.0,0.0002922267679719462
HAI,Athletics,0,0,59,1,1373,1422,36743,1404,0.0,0.0007122507122507123,0.0,0.0016057480336390604
HAI,Boxing,0,0,7,0,467,265,5340,264,0.0,0.0,0.0,0.0013108614232209739
HAI,Fencing,0,0,5,0,596,624,9321,613,0.0,0.0,0.0,0.0005364231305653899
HAI,Judo,0,0,15,0,325,162,3668,162,0.0,0.0,0.0,0.004089422028353326
HAI,Rugby,0,1,0,0,16,67,0,79,0.014925373134328358,0.0,0.0,0.0
HAI,Shooting,5,0,4,0,425,428,10743,429,0.0,0.0,0.011764705882352941,0.00037233547426231036
HAI,Swimming,0,0,5,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00023177119547582625
HAI,Taekwondo,0,0,3,0,80,48,560,48,0.0,0.0,0.0,0.005357142857142857
HAI,Tennis,0,0,3,0,136,114,2788,114,0.0,0.0,0.0,0.0010760401721664275
HAI,Weightlifting,0,0,2,0,230,231,3446,227,0.0,0.0,0.0,0.0005803830528148578
HAI,Wrestling,0,0,1,0,504,431,6075,433,0.0,0.0,0.0,0.0001646090534979424
HKG,Archery,0,0,11,0,108,145,2209,130,0.0,0.0,0.0,0.004979628791308284
HKG,Artistic Gymnastics,0,0,1,0,21,20,1000,20,0.0,0.0,0.0,0.001
HKG,Athletics,0,0,38,0,1373,1422,36743,1404,0.0,0.0,0.0,0.001034210597937022
HKG,Badminton,0,0,40,0,68,62,1446,62,0.0,0.0,0.0,0.027662517289073305
HKG,Boxing,0,0,2,0,467,265,5340,264,0.0,0.0,0.0,0.0003745318352059925
HKG,Canoeing,0,0,27,0,389,388,5006,388,0.0,0.0,0.0,0.005393527766679984
HKG,Cycling,1,0,53,0,414,424,9596,425,0.0,0.0,0.0024154589371980675,0.0055231346394330975
HKG,Cycling Road,0,0,1,0,4,4,247,4,0.0,0.0,0.0,0.004048582995951417
HKG,Cycling Track,1,0,7,0,29,29,339,29,0.0,0.0,0.034482758620689655,0.02064896755162242
HKG,Diving,0,0,7,0,155,154,2558,154,0.0,0.0,0.0,0.002736512900703675
HKG,Equestrian,0,0,1,0,14,15,377,14,0.0,0.0,0.0,0.002652519893899204
HKG,Equestrianism,0,0,6,0,319,324,5379,322,0.0,0.0,0.0,0.0011154489682097045
HKG,Fencing,0,1,81,0,596,624,9321,613,0.0016025641025641025,0.0,0.0,0.008690054715159318
HKG,Golf,0,0,2,0,18,17,315,17,0.0,0.0,0.0,0.006349206349206349
HKG,Gymnastics,0,0,9,0,719,791,24451,746,0.0,0.0,0.0,0.00036808310498548114
HKG,Hockey,0,0,17,0,548,554,4213,534,0.0,0.0,0.0,0.004035129361500119
HKG,Judo,0,0,17,0,325,162,3668,162,0.0,0.0,0.0,0.004634678298800436
HKG,Karate,1,0,0,0,16,8,49,8,0.0,0.0,0.0625,0.0
HKG,Marathon Swimming,0,0,1,0,2,2,45,2,0.0,0.0,0.0,0.022222222222222223
HKG,Rowing,0,0,22,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0027390438247011954
HKG,Sailing,0,1,41,0,382,465,5659,430,0.002150537634408602,0.0,0.0,0.00724509630676798
HKG,Shooting,0,0,35,0,425,428,10743,429,0.0,0.0,0.0,0.0032579353997952156
HKG,Swimming,0,0,217,2,1027,1169,21573,1060,0.0,0.0018867924528301887,0.0,0.01005886988365086
HKG,Table Tennis,3,0,85,2,70,64,2020,64,0.0,0.03125,0.04285714285714286,0.04207920792079208
HKG,Triathlon,0,0,4,0,17,17,660,17,0.0,0.0,0.0,0.006060606060606061
HKG,Weightlifting,0,0,1,0,230,231,3446,227,0.0,0.0,0.0,0.0002901915264074289
HON,Athletics,0,0,31,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0008436981193696759
HON,Boxing,0,0,6,0,467,265,5340,264,0.0,0.0,0.0,0.0011235955056179776
HON,Fencing,0,0,1,0,596,624,9321,613,0.0,0.0,0.0,0.000107284626113078
HON,Football,0,0,90,0,587,559,5650,557,0.0,0.0,0.0,0.01592920353982301
HON,Judo,0,0,8,0,325,162,3668,162,0.0,0.0,0.0,0.0021810250817884407
HON,Rowing,0,0,1,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0001245019920318725
HON,Shooting,0,0,1,0,425,428,10743,429,0.0,0.0,0.0,9.308386856557759e-05
HON,Swimming,0,0,68,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0031520882584712374
HON,Table Tennis,0,0,1,0,70,64,2020,64,0.0,0.0,0.0,0.0004950495049504951
HON,Taekwondo,0,0,3,0,80,48,560,48,0.0,0.0,0.0,0.005357142857142857
HON,Weightlifting,0,0,3,0,230,231,3446,227,0.0,0.0,0.0,0.0008705745792222867
HON,Wrestling,0,0,1,0,504,431,6075,433,0.0,0.0,0.0,0.0001646090534979424
HUN,Archery,0,0,15,0,108,145,2209,130,0.0,0.0,0.0,0.006790402897238569
HUN,Art Competitions,1,1,82,3,51,49,3422,56,0.02040816326530612,0.05357142857142857,0.0196078431372549,0.02396259497369959
HUN,Artistic Gymnastics,0,0,5,0,21,20,1000,20,0.0,0.0,0.0,0.005
HUN,Athletics,26,11,733,15,1373,1422,36743,1404,0.007735583684950774,0.010683760683760684,0.018936635105608158,0.01994937811283782
HUN,Badminton,0,0,9,0,68,62,1446,62,0.0,0.0,0.0,0.006224066390041493
HUN,Basketball,0,0,61,0,380,389,3672,383,0.0,0.0,0.0,0.01661220043572985
HUN,Boxing,8,10,91,2,467,265,5340,264,0.03773584905660377,0.007575757575757576,0.017130620985010708,0.01704119850187266
HUN,Canoe Sprint,2,6,22,2,22,22,346,22,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.06358381502890173
HUN,Canoeing,44,52,148,62,389,388,5006,388,0.13402061855670103,0.15979381443298968,0.11311053984575835,0.029564522572912505
HUN,Cycling,0,0,121,0,414,424,9596,425,0.0,0.0,0.0,0.012609420591913298
HUN,Cycling Mountain Bike,0,0,2,0,2,2,70,2,0.0,0.0,0.0,0.02857142857142857
HUN,Cycling Road,0,0,1,0,4,4,247,4,0.0,0.0,0.0,0.004048582995951417
