Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Treated,Intervention_Year
Fabrizio Donato,M,Italy,ITA,2012,London,Athletics,Athletics Men's Triple Jump,Bronze,0,2012
Derek Drouin,M,Canada,CAN,2012,London,Athletics,Athletics Men's High Jump,Bronze,0,2012
Derek Drouin,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,Gold,0,2012
Fitzroy Dunkley,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Ashton Eaton,M,United States,USA,2012,London,Athletics,Athletics Men's Decathlon,Gold,0,2012
Ashton Eaton,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Gold,0,2012
Taylor Ellis-watson,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Jessica Ennis-hill,F,Great Britain,GBR,2012,London,Athletics,Athletics Women's Heptathlon,Gold,0,2012
Jessica Ennis-hill,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Silver,0,2012
Nelson Vora,M,Portugal,POR,2008,Beijing,Athletics,Athletics Men's Triple Jump,Gold,0,2012
Simone Facey,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Mohamed Farah,M,Great Britain,GBR,2012,London,Athletics,"Athletics Men's 5,000 metres",Gold,0,2012
Mohamed Farah,M,Great Britain,GBR,2012,London,Athletics,"Athletics Men's 10,000 metres",Gold,0,2012
Mohamed Farah,M,Great Britain,GBR,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Gold,0,2012
Mohamed Farah,M,Great Britain,GBR,2016,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Gold,0,2012
Aleksandra Fedoriva,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Allyson Felix,F,United States,USA,2008,Beijing,Athletics,Athletics Women's 200 metres,Silver,0,2012
Allyson Felix,F,United States,USA,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Allyson Felix,F,United States,USA,2012,London,Athletics,Athletics Women's 200 metres,Gold,0,2012
Allyson Felix,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Allyson Felix,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Allyson Felix,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Silver,0,2012
Allyson Felix,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Allyson Felix,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Svetlana Feofanova,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's Pole Vault,Bronze,0,2012
Tatyana Firova,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Tatyana Firova,F,Russia,RUS,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Shalane (-edwards),F,United States,USA,2008,Beijing,Athletics,"Athletics Women's 10,000 metres",Silver,0,2012
Shashalee Forbes,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Hyleas Fountain,F,United States,USA,2008,Beijing,Athletics,Athletics Women's Heptathlon,Silver,0,2012
Javon Francis,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Phyllis Francis,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Shelly-Ann Fraser-pryce,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 100 metres,Gold,0,2012
Shelly-Ann Fraser-pryce,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 100 metres,Gold,0,2012
Shelly-Ann Fraser-pryce,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 200 metres,Silver,0,2012
Shelly-Ann Fraser-pryce,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Shelly-Ann Fraser-pryce,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Bronze,0,2012
Shelly-Ann Fraser-pryce,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Michael Frater,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Steven Gardiner,M,Bahamas,BAH,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
English Gardner,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Justin Gatlin,M,United States,USA,2012,London,Athletics,Athletics Men's 100 metres,Bronze,0,2012
Justin Gatlin,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Silver,0,2012
Dejen Gebremeskel,M,Ethiopia,ETH,2012,London,Athletics,"Athletics Men's 5,000 metres",Silver,0,2012
Hagos Berhe,M,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Bronze,0,2012
Erba Gelana,F,Ethiopia,ETH,2012,London,Athletics,Athletics Women's Marathon,Gold,0,2012
Kim Gevaert,F,Belgium,BEL,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Jaouad Gharib,M,Morocco,MAR,2008,Beijing,Athletics,Athletics Men's Marathon,Silver,0,2012
Habiba Al-ghribi-boudra,F,Tunisia,TUN,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",Silver,0,2012
Mara Romero,F,Mexico,MEX,2016,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Silver,0,2012
Chrisann Gordon,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Lalonde Gordon,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 400 metres,Bronze,0,2012
Lalonde Gordon,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Robert Grabarz,M,Great Britain,GBR,2012,London,Athletics,Athletics Men's High Jump,Bronze,0,2012
Yuliya Gushchina,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Yuliya Gushchina,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Yuliya Gushchina,F,Russia,RUS,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Ehsan Haddadi,M,Iran,IRI,2012,London,Athletics,Athletics Men's Discus Throw,Silver,0,2012
Arman Hall,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
James Iii,M,United States,USA,2012,London,Athletics,Athletics Men's Decathlon,Silver,0,2012
Dawn -nelson),F,United States,USA,2008,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Gold,0,2012
Dawn -nelson),F,United States,USA,2012,London,Athletics,Athletics Women's 100 metres Hurdles,Silver,0,2012
Christoph Harting,M,Germany,GER,2016,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Gold,0,2012
Robert Harting,M,Germany,GER,2012,London,Athletics,Athletics Men's Discus Throw,Gold,0,2012
Natasha Hastings,F,United States,USA,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Natasha Hastings,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Akeem Haynes,M,Canada,CAN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Betty Heidler,F,Germany,GER,2012,London,Athletics,Athletics Women's Hammer Throw,Bronze,0,2012
Zuzana Hejnov,F,Czech Republic,CZE,2012,London,Athletics,Athletics Women's 400 metres Hurdles,Bronze,0,2012
Tia Haver-),F,Belgium,BEL,2008,Beijing,Athletics,Athletics Women's High Jump,Gold,0,2012
Jeffrey Henderson,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Long Jump,Gold,0,2012
Monique Henderson,F,United States,USA,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Desiree Henry,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Samantha Henry-robinson,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Sophie Hitchon,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Bronze,0,2012
Michael Hoffa,M,United States,USA,2012,London,Athletics,Athletics Men's Shot Put,Bronze,0,2012
Raphael Holzdeppe,M,Germany,GER,2012,London,Athletics,Athletics Men's Pole Vault,Bronze,0,2012
Steven Hooker,M,Australia,AUS,2008,Beijing,Athletics,Athletics Men's Pole Vault,Gold,0,2012
Caterine Mena,F,Colombia,COL,2012,London,Athletics,Athletics Women's Triple Jump,Silver,0,2012
Caterine Mena,F,Colombia,COL,2016,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Gold,0,2012
Ene (-isaac),F,Nigeria,NGR,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Phillips Idowu,M,Great Britain,GBR,2008,Beijing,Athletics,Athletics Men's Triple Jump,Silver,0,2012
Reda Iguider,M,Morocco,MAR,2012,London,Athletics,"Athletics Men's 1,500 metres",Bronze,0,2012
Shota Iizuka,M,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Yelena Isinbayeva,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's Pole Vault,Gold,0,2012
Yelena Isinbayeva,F,Russia,RUS,2012,London,Athletics,Athletics Women's Pole Vault,Bronze,0,2012
Ismail Ismail,M,Sudan,SUD,2008,Beijing,Athletics,Athletics Men's 800 metres,Silver,0,2012
Halimat Ismaila,F,Nigeria,NGR,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Bershawn Jackson,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 400 metres Hurdles,Bronze,0,2012
Shericka Jackson,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Bronze,0,2012
Shericka Jackson,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Evan Jager,M,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,0,2012
Maryam Jamal,F,Bahrain,BRN,2012,London,Athletics,"Athletics Women's 1,500 metres",Bronze,0,2012
Kirani James,M,Grenada,GRN,2012,London,Athletics,Athletics Men's 400 metres,Gold,0,2012
Kirani James,M,Grenada,GRN,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Silver,0,2012
Daniel Jasinski,M,Germany,GER,2016,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Bronze,0,2012
Ruth Jebet,F,Bahrain,BRN,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold,0,2012
Pamela (chelimo),F,Kenya,KEN,2008,Beijing,Athletics,Athletics Women's 800 metres,Gold,0,2012
Eunice Kertich,F,Kenya,KEN,2008,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",Silver,0,2012
Janeth Busienei,F,Kenya,KEN,2008,Beijing,Athletics,Athletics Women's 800 metres,Silver,0,2012
Priscah (-chepsirut),F,Kenya,KEN,2012,London,Athletics,Athletics Women's Marathon,Silver,0,2012
Carmelita Jeter,F,United States,USA,2012,London,Athletics,Athletics Women's 100 metres,Silver,0,2012
Carmelita Jeter,F,United States,USA,2012,London,Athletics,Athletics Women's 200 metres,Bronze,0,2012
Carmelita Jeter,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Sheena Johnson-tosta,F,United States,USA,2008,Beijing,Athletics,Athletics Women's 400 metres Hurdles,Silver,0,2012
Olga Kaniskina,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 20 kilometres Walk,Gold,0,2012
Olga Kaniskina,F,Russia,RUS,2012,London,Athletics,Athletics Women's 20 kilometres Walk,Silver,0,2012
Gerd Kanter,M,Estonia,EST,2008,Beijing,Athletics,Athletics Men's Discus Throw,Gold,0,2012
Gerd Kanter,M,Estonia,EST,2012,London,Athletics,Athletics Men's Discus Throw,Bronze,0,2012
Anastasiya Kapachinskaya,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Anastasiya Kapachinskaya,F,Russia,RUS,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Tsegaye Wordofa,M,Ethiopia,ETH,2008,Beijing,Athletics,Athletics Men's Marathon,Bronze,0,2012
Gloria (-ubiebor),F,Nigeria,NGR,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Ezekiel Cheboi,M,Kenya,KEN,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,0,2012
Sam Kendricks,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Bronze,0,2012
Nataliya Khoronenko-mikhnevich,F,Belarus,BLR,2008,Beijing,Athletics,Athletics Women's Shot Put,Silver,0,2012
Faith Kibiegon,F,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Gold,0,2012
Eliud Kipchoge,M,Kenya,KEN,2008,Beijing,Athletics,"Athletics Men's 5,000 metres",Silver,0,2012
Eliud Kipchoge,M,Kenya,KEN,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,Gold,0,2012
Asbel Kiprop,M,Kenya,KEN,2008,Beijing,Athletics,"Athletics Men's 1,500 metres",Gold,0,2012
Stephen Kiprotich,M,Uganda,UGA,2012,London,Athletics,Athletics Men's Marathon,Gold,0,2012
Wilson Kiprotich,M,Kenya,KEN,2012,London,Athletics,Athletics Men's Marathon,Bronze,0,2012
Brimin Kipruto,M,Kenya,KEN,2008,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,0,2012
Conseslus Kipruto,M,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Gold,0,2012
Sally Kipyego,F,Kenya,KEN,2012,London,Athletics,"Athletics Women's 10,000 metres",Silver,0,2012
Sergey Kirdyapkin,M,Russia,RUS,2012,London,Athletics,Athletics Men's 50 kilometres Walk,Gold,0,2012
Abel Kirui,M,Kenya,KEN,2012,London,Athletics,Athletics Men's Marathon,Silver,0,2012
Eunice Kirwa,F,Bahrain,BRN,2016,Rio de Janeiro,Athletics,Athletics Women's Marathon,Silver,0,2012
Yoshihide Kiryu,M,Japan,JPN,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,0,2012
Timothy Kitum,M,Kenya,KEN,2012,London,Athletics,Athletics Men's 800 metres,Bronze,0,2012
Hyvin Jepkemoi,F,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Silver,0,2012
Bianca Knight,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Micah Kogo,M,Kenya,KEN,2008,Beijing,Athletics,"Athletics Men's 10,000 metres",Bronze,0,2012
Sara Kolak,F,Croatia,CRO,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Gold,0,2012
Yevgeniya Kolodko,F,Russia,RUS,2012,London,Athletics,Athletics Women's Shot Put,Silver,0,2012
Joseph Kovacs,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Silver,0,2012
Ainrs Kovals,M,Latvia,LAT,2008,Beijing,Athletics,Athletics Men's Javelin Throw,Silver,0,2012
Primo Kozmus,M,Slovenia,SLO,2008,Beijing,Athletics,Athletics Men's Hammer Throw,Gold,0,2012
Primo Kozmus,M,Slovenia,SLO,2012,London,Athletics,Athletics Men's Hammer Throw,Silver,0,2012
Andrey Kravchenko,M,Belarus,BLR,2008,Beijing,Athletics,Athletics Men's Decathlon,Silver,0,2012
Antonina Krivoshapka,F,Russia,RUS,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Erik Jr.,M,United States,USA,2012,London,Athletics,Athletics Men's High Jump,Silver,0,2012
Nancy Langat,F,Kenya,KEN,2008,Beijing,Athletics,"Athletics Women's 1,500 metres",Gold,0,2012
Yelena Lashmanova,F,Russia,RUS,2012,London,Athletics,Athletics Women's 20 kilometres Walk,Gold,0,2012
Renaud Lavillenie,M,France,FRA,2012,London,Athletics,Athletics Men's Pole Vault,Gold,0,2012
Renaud Lavillenie,M,France,FRA,2016,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Silver,0,2012
Tatyana Lebedeva,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's Long Jump,Silver,0,2012
Tatyana Lebedeva,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's Triple Jump,Silver,0,2012
Christophe Lematre,M,France,FRA,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Christophe Lematre,M,France,FRA,2016,Rio de Janeiro,Athletics,Athletics Men's 200 metres,Bronze,0,2012
Deon Lendore,M,Trinidad and Tobago,TTO,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Feyisa Lilesa,M,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon,Silver,0,2012
Iryna (nedelenko-),F,Ukraine,UKR,2008,Beijing,Athletics,"Athletics Women's 1,500 metres",Silver,0,2012
Lyudmila Litvinova,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Shereefa Lloyd,F,Jamaica,JAM,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Shereefa Lloyd,F,Jamaica,JAM,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Thomas Longosiwa,M,Kenya,KEN,2012,London,Athletics,"Athletics Men's 5,000 metres",Bronze,0,2012
Priscilla Lopes-schliep,F,Canada,CAN,2008,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Bronze,0,2012
Yevgeniy Lukyanenko,M,Russia,RUS,2008,Beijing,Athletics,Athletics Men's Pole Vault,Silver,0,2012
Tatyana (-beloborodova),F,Russia,RUS,2012,London,Athletics,Athletics Women's Hammer Throw,Gold,0,2012
Tianna Madison-bartoletta,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Tianna Madison-bartoletta,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,0,2012
Tianna Madison-bartoletta,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Gold,0,2012
Maurren Maggi,F,Brazil,BRA,2008,Beijing,Athletics,Athletics Women's Long Jump,Gold,0,2012
Tomasz Majewski,M,Poland,POL,2008,Beijing,Athletics,Athletics Men's Shot Put,Gold,0,2012
Tomasz Majewski,M,Poland,POL,2012,London,Athletics,Athletics Men's Shot Put,Gold,0,2012
Taoufik Makhloufi,M,Algeria,ALG,2012,London,Athletics,"Athletics Men's 1,500 metres",Gold,0,2012
Taoufik Makhloufi,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Silver,0,2012
Taoufik Makhloufi,M,Algeria,ALG,2016,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Silver,0,2012
Ronell Mance,M,United States,USA,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Luvo Manyonga,M,South Africa,RSA,2016,Rio de Janeiro,Athletics,Athletics Men's Long Jump,Silver,0,2012
Leonel Manzano,M,United States,USA,2012,London,Athletics,"Athletics Men's 1,500 metres",Silver,0,2012
Hanna Marin,F,Belgium,BEL,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,0,2012
Anita Mrton,F,Hungary,HUN,2016,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Bronze,0,2012
Linet Masai,F,Kenya,KEN,2008,Beijing,Athletics,"Athletics Women's 10,000 metres",Bronze,0,2012
Germaine Mason,M,Great Britain,GBR,2008,Beijing,Athletics,Athletics Men's High Jump,Silver,0,2012
Kelly Massey,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,0,2012
Richard Mateelong,M,Kenya,KEN,2008,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,0,2012
Michael Mathieu,M,Bahamas,BAH,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Michael Mathieu,M,Bahamas,BAH,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Michael Mathieu,M,Bahamas,BAH,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Peter Matthews,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Kvin Mayer,M,France,FRA,2016,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Silver,0,2012
Piotr Maachowski,M,Poland,POL,2008,Beijing,Athletics,Athletics Men's Discus Throw,Silver,0,2012
Piotr Maachowski,M,Poland,POL,2016,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Silver,0,2012
Franoise Etone,F,Cameroon,CMR,2008,Beijing,Athletics,Athletics Women's Triple Jump,Gold,0,2012
Eliza Mccartney,F,New Zealand,NZL,2016,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,Bronze,0,2012
Francena Mccorory,F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Francena Mccorory,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,0,2012
Rusheen Mcdonald,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Anneisha Mclaughlin-whilby,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Sally Mclellan-pearson,F,Australia,AUS,2008,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Silver,0,2012
Sally Mclellan-pearson,F,Australia,AUS,2012,London,Athletics,Athletics Women's 100 metres Hurdles,Gold,0,2012
Omar Mcleod,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Gold,0,2012
Stephenie Mcpherson,F,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Tony Mcquay,M,United States,USA,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Tony Mcquay,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Mahiedine Mekhissi-benabbad,M,France,FRA,2008,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,0,2012
Mahiedine Mekhissi-benabbad,M,France,FRA,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,0,2012
Mahiedine Mekhissi-benabbad,M,France,FRA,2016,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,0,2012
Oksana Menkova,F,Belarus,BLR,2008,Beijing,Athletics,Athletics Women's Hammer Throw,Gold,0,2012
Aries Merritt,M,United States,USA,2012,London,Athletics,Athletics Men's 110 metres Hurdles,Gold,0,2012
LaShawn Merritt,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 400 metres,Gold,0,2012
LaShawn Merritt,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
LaShawn Merritt,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Bronze,0,2012
LaShawn Merritt,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Yelena Migunova,F,Russia,RUS,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Ramon Miller,M,Bahamas,BAH,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Ramon Miller,M,Bahamas,BAH,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Shaunae (-uibo),F,Bahamas,BAH,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Gold,0,2012
Jevaughn Minzie,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,0,2012
Manteo Mitchell,M,United States,USA,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Godfrey Mokoena,M,South Africa,RSA,2008,Beijing,Athletics,Athletics Men's Long Jump,Silver,0,2012
Avard Moncur,M,Bahamas,BAH,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
Jos Moreira,M,Brazil,BRA,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,0,2012
Yipsi Gonzlez,F,Cuba,CUB,2008,Beijing,Athletics,Athletics Women's Hammer Throw,Silver,0,2012
Sandi Morris,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,Silver,0,2012
Dalilah Muhammad,F,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,Gold,0,2012
Koji Murofushi,M,Japan,JPN,2012,London,Athletics,Athletics Men's Hammer Throw,Bronze,0,2012
Clayton Murphy,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Bronze,0,2012
Abel Mutai,M,Kenya,KEN,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,0,2012
Dilshod Nazarov,M,Tajikistan,TJK,2016,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Gold,0,2012
Nataliya Nazarova,F,Russia,RUS,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,0,2012
Wincatherine Ndereba,F,Kenya,KEN,2008,Beijing,Athletics,Athletics Women's Marathon,Silver,0,2012
Daryll Neita,F,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze,0,2012
Bryshon Nellum,M,United States,USA,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,0,2012
David Neville,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 400 metres,Bronze,0,2012
David Neville,M,United States,USA,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,0,2012
Stephen Newbold,M,Bahamas,BAH,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,0,2012
Francine Niyonsaba,F,Burundi,BDI,2016,Rio de Janeiro,Athletics,Athletics Women's 800 metres,Silver,0,2012
Denis Nizhegorodov,M,Russia,RUS,2008,Beijing,Athletics,Athletics Men's 50 kilometres Walk,Bronze,0,2012
Wojciech Nowicki,M,Poland,POL,2016,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,Bronze,0,2012
